Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.233s)
CreateVariables () DONE !!!
Creating 18 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	8.07	6.87	6.28	0.00	4.82	0.00	3.32	0.00	3.92	2.31	3.36	0.00	2.44	0.00	0.66	0.13	1.77	1.25
3.00	8.10	6.90	6.30	3.43	5.25	0.05	3.46	2.37	3.52	2.53	2.64	2.89	4.03	0.00	2.87	0.95	2.38	3.24
4.00	8.10	6.90	6.30	6.17	3.92	4.78	4.30	5.36	5.55	0.37	4.96	4.20	4.10	2.90	3.62	0.49	3.87	3.29
5.00	8.10	6.90	6.30	5.10	4.96	4.80	1.21	3.78	4.43	1.98	4.66	2.19	4.51	3.76	0.49	1.12	3.60	3.30
6.00	8.10	6.90	6.30	5.69	5.46	0.91	1.57	5.29	3.90	2.46	4.50	2.58	4.49	3.53	4.46	1.27	3.60	3.23
7.00	8.10	6.90	6.30	5.71	5.44	1.77	5.39	4.11	0.91	3.38	3.05	0.00	4.51	4.20	3.62	0.53	3.14	3.31
8.00	8.09	6.90	6.30	5.70	0.01	5.37	0.04	4.73	0.05	5.04	0.00	2.94	4.43	4.06	0.99	3.23	3.76	3.30
9.00	8.10	6.90	6.30	5.69	0.62	4.39	0.00	4.75	4.37	5.38	3.51	3.63	2.47	4.09	2.00	2.12	3.59	3.29
10.00	8.10	6.90	6.30	3.44	3.58	3.39	2.59	2.98	2.58	3.30	3.45	4.70	1.00	3.97	0.04	3.30	3.62	3.32
11.00	8.10	6.90	6.30	3.12	1.58	5.75	0.49	6.11	1.02	1.50	4.82	2.65	2.87	3.43	1.80	1.85	3.54	3.25
12.00	8.10	6.90	6.30	4.45	2.66	4.25	3.72	5.30	6.15	0.21	1.19	4.68	4.57	1.22	3.43	0.00	3.65	3.29
13.00	8.10	6.90	6.30	5.69	5.71	0.00	5.39	5.39	4.76	0.00	2.34	4.79	3.30	4.02	2.51	2.23	3.60	3.30
14.00	8.09	6.90	6.30	5.71	5.69	1.45	2.01	5.39	4.89	0.00	2.79	2.50	0.00	3.17	0.75	0.40	3.60	3.30
15.00	8.10	6.90	6.30	5.70	5.71	5.37	3.38	5.41	5.41	0.99	5.11	4.05	0.00	4.19	0.49	2.71	3.59	3.31
16.00	8.10	6.90	6.30	5.70	5.70	0.91	5.41	5.39	5.39	0.00	5.10	4.31	4.15	2.84	0.00	0.67	3.60	3.30
17.00	8.10	6.89	6.30	5.58	2.51	0.75	3.10	5.41	5.41	2.19	5.10	2.19	0.55	0.00	2.03	0.81	3.60	3.21
18.00	8.10	6.90	6.30	5.70	3.36	0.49	2.10	4.17	5.41	0.00	5.10	4.02	0.00	0.99	4.20	0.00	3.59	3.30
19.00	8.10	6.90	6.30	5.70	0.49	1.13	5.35	5.39	5.38	0.99	5.05	5.55	0.00	0.94	4.09	1.32	3.60	3.31
20.00	8.09	6.90	6.30	5.43	0.00	3.04	3.80	5.33	5.30	0.49	4.69	4.58	0.00	3.23	1.34	0.00	3.59	3.24
21.00	8.10	6.90	6.30	5.71	0.49	1.79	5.85	5.41	4.82	3.72	5.11	4.70	4.40	4.18	0.00	2.97	3.62	3.30
22.00	8.10	6.90	6.30	5.70	5.20	1.79	4.19	5.41	5.25	1.25	4.84	4.79	4.18	3.93	1.05	0.14	3.23	3.30
23.00	8.10	6.90	6.30	5.70	5.69	1.28	2.83	3.29	4.10	0.67	3.70	1.55	0.00	4.18	2.10	2.92	3.62	3.30
24.00	8.10	6.90	6.30	5.70	5.71	2.14	3.84	5.39	5.23	0.99	3.16	4.66	0.00	4.25	4.23	0.05	3.60	3.31
25.00	8.10	6.90	6.30	5.70	5.70	5.16	0.00	5.41	5.41	0.00	5.10	4.80	0.00	4.20	4.20	0.00	3.59	3.30
26.00	8.09	6.90	6.30	5.11	5.31	2.39	0.00	5.17	3.84	0.00	4.69	1.21	2.66	2.43	2.84	0.49	3.59	3.24
27.00	8.10	6.90	6.30	5.70	5.30	5.77	0.00	5.35	4.75	0.00	5.10	4.37	0.00	4.77	4.22	0.49	3.62	3.30
28.00	8.10	6.90	6.30	2.23	5.53	5.03	0.00	5.37	0.49	2.13	4.93	4.80	3.20	4.15	4.20	0.68	3.59	3.30
29.00	8.10	6.90	6.30	3.38	3.86	3.64	0.00	2.34	3.20	0.00	2.67	3.24	4.50	1.00	4.20	0.46	3.60	3.31
30.00	8.10	6.90	6.30	5.70	5.92	2.28	0.00	5.72	2.77	1.48	5.89	5.68	4.50	2.12	4.11	0.51	3.60	3.30
31.00	8.10	6.90	6.30	5.70	5.70	0.00	0.00	5.39	5.41	0.00	5.08	4.79	4.50	4.07	4.19	0.12	3.59	3.30
32.00	8.10	6.90	6.30	5.71	1.47	0.00	0.00	5.38	5.31	0.49	5.12	4.80	1.25	2.03	4.20	0.14	3.60	3.31
33.00	8.09	6.90	6.30	5.69	0.00	1.74	1.34	5.19	5.38	0.00	5.09	4.51	4.13	2.76	4.18	0.92	3.59	3.29
34.00	8.10	6.89	6.30	5.70	1.73	0.05	5.44	5.38	5.42	1.33	5.11	4.57	2.93	4.24	3.43	1.33	3.62	3.31
35.00	8.10	6.90	6.30	5.70	0.00	1.26	3.60	5.39	5.29	0.00	5.10	4.66	0.49	4.11	1.80	3.24	3.59	3.30
36.00	8.10	6.90	6.30	5.71	1.25	0.00	4.40	5.41	5.09	2.56	5.10	3.00	3.80	3.98	4.19	1.45	3.60	3.31
37.00	8.10	6.90	6.30	5.56	3.63	0.11	0.00	4.15	5.39	3.07	2.53	0.99	4.39	4.12	4.20	0.49	3.59	3.29
38.00	8.10	6.90	6.30	5.49	2.05	1.78	0.75	5.39	4.85	0.49	2.41	3.76	4.43	3.77	1.78	3.83	3.62	3.31
39.00	8.09	6.90	6.30	5.39	3.66	1.24	0.49	5.41	5.41	0.00	0.00	2.74	4.50	4.19	4.59	2.57	3.59	3.30
40.00	8.10	6.90	6.30	5.66	0.00	4.84	4.57	5.33	2.63	0.00	0.73	4.79	4.39	1.27	4.20	0.00	3.60	3.29
41.00	8.10	6.90	6.30	5.06	0.49	4.47	1.22	1.71	4.42	0.00	2.21	4.58	1.05	4.31	4.11	1.74	2.91	3.31
42.00	8.10	6.90	6.30	5.53	0.00	5.58	0.00	1.94	5.41	0.99	1.79	4.76	5.48	4.47	2.04	2.07	3.53	3.13
43.00	8.10	6.90	6.30	5.70	0.00	5.11	0.00	5.42	4.15	0.00	5.15	4.73	4.50	0.49	4.18	1.98	3.60	3.30
44.00	8.10	6.90	6.30	5.70	0.00	5.61	0.00	5.41	5.45	0.00	5.11	4.64	0.02	0.49	0.00	0.05	3.60	1.73
45.00	8.09	6.90	6.30	5.63	2.34	2.87	1.25	5.41	4.63	1.48	3.63	4.24	1.21	2.50	1.99	0.04	3.59	2.50
46.00	8.10	6.90	6.30	5.51	5.18	0.00	0.00	5.20	4.78	0.99	0.00	4.50	0.00	4.20	4.20	0.49	3.60	3.30
47.00	8.10	6.90	6.30	5.19	0.00	1.81	1.34	4.88	2.87	1.48	3.31	1.70	3.53	3.65	2.44	0.49	3.60	3.30
48.00	8.10	6.90	6.30	5.41	0.00	3.56	5.41	5.41	5.35	5.41	5.10	3.20	3.25	4.20	4.20	1.19	3.60	3.30
49.00	8.10	6.90	6.30	5.70	0.00	0.12	0.35	5.39	5.41	0.19	5.11	4.80	4.51	3.42	4.20	0.04	3.59	3.31
50.00	8.10	6.89	6.30	5.70	1.48	3.01	2.07	4.20	4.23	6.38	3.20	4.02	2.79	4.13	1.18	0.29	3.60	3.30
51.00	8.09	6.90	6.30	5.70	0.51	2.47	5.39	3.91	0.47	5.42	5.11	4.71	0.00	4.20	0.00	0.00	3.60	3.30
52.00	8.10	6.90	6.30	5.70	6.62	0.49	5.41	1.34	3.07	0.18	5.10	4.79	0.00	3.99	0.00	0.00	3.59	3.30
53.00	8.10	6.90	6.30	4.18	2.16	0.49	4.98	3.97	3.74	0.60	4.66	3.10	3.63	4.19	1.93	1.52	3.59	3.23
54.00	8.10	6.90	6.30	5.70	3.39	4.50	1.05	0.88	3.77	4.30	4.65	4.73	3.62	3.99	1.48	1.32	3.62	3.33
55.00	8.10	6.90	6.30	5.46	2.89	3.93	1.48	4.33	3.96	0.94	5.23	4.10	1.45	2.44	0.87	0.00	3.60	3.29
56.00	8.10	6.90	6.30	5.71	5.71	2.70	0.00	5.42	5.43	0.49	3.91	4.83	0.00	3.14	0.00	2.83	3.59	3.25
57.00	8.10	6.90	6.30	5.70	5.69	5.70	0.00	5.41	5.41	0.00	5.10	4.79	0.00	2.21	0.00	3.59	3.60	3.30
58.00	8.09	6.90	6.30	5.70	5.35	4.73	0.49	5.11	5.39	0.49	4.13	4.64	0.49	2.89	3.90	3.58	3.59	3.30
59.00	8.10	6.90	6.30	5.70	1.54	1.73	1.80	4.18	5.39	1.48	4.89	4.26	5.39	0.49	0.49	0.88	0.52	2.96
60.00	8.10	6.90	6.30	5.69	0.00	6.90	5.43	5.33	5.39	2.07	4.80	4.84	4.51	0.49	1.27	0.87	1.32	3.32
61.00	8.10	6.90	6.30	2.44	6.12	0.89	5.25	4.91	5.02	0.69	4.40	1.83	3.32	2.73	3.97	1.31	3.58	3.26
62.00	8.10	6.90	6.30	3.07	4.73	0.99	0.13	5.18	4.16	4.47	4.37	1.41	2.10	3.96	0.00	0.00	3.62	3.18
63.00	8.10	6.90	6.30	5.70	0.00	0.00	0.00	5.39	5.41	0.00	5.50	4.80	0.00	4.20	0.00	0.00	3.60	3.31
64.00	8.09	6.90	6.30	5.69	0.00	3.47	0.00	5.38	5.39	0.49	5.09	4.79	0.00	4.19	0.00	2.31	3.60	3.30
65.00	8.10	6.90	6.30	5.70	0.00	5.33	0.00	3.01	5.41	0.49	5.11	4.80	0.00	3.71	0.00	3.04	3.60	3.30
66.00	8.10	6.89	6.30	5.45	0.00	2.12	0.00	5.09	5.10	1.33	5.10	4.59	2.07	2.92	5.02	3.11	3.59	3.30
67.00	8.10	6.90	6.30	3.57	4.91	3.56	0.09	2.61	1.18	1.71	3.98	0.92	4.50	2.36	4.20	2.07	3.60	3.30
68.00	8.10	6.90	6.30	3.20	1.86	3.80	1.31	0.99	4.82	1.66	4.76	3.43	3.98	4.03	4.09	0.01	3.60	3.31
69.00	8.10	6.90	6.30	5.70	4.80	5.70	0.00	5.38	3.51	0.00	5.09	2.31	0.00	3.45	4.31	0.40	3.60	3.30
70.00	8.09	6.90	6.30	5.70	0.00	5.25	0.00	5.42	5.39	0.00	5.11	4.79	0.00	4.20	4.19	0.37	3.59	3.30
71.00	8.10	6.90	6.30	4.97	3.69	3.38	0.00	4.86	3.65	0.00	5.10	4.18	0.00	3.30	4.20	0.00	3.60	3.24
72.00	8.10	6.90	6.30	5.70	4.86	2.43	0.49	4.65	4.75	0.00	4.36	4.80	0.49	4.00	4.20	0.88	3.59	3.30
73.00	8.10	6.90	6.30	5.70	0.00	2.38	0.00	5.41	0.49	0.00	1.02	4.79	0.00	1.30	4.20	2.68	3.60	3.30
74.00	8.10	6.90	6.30	5.70	2.63	5.70	0.49	5.03	5.23	0.00	2.51	4.80	0.00	4.35	0.01	2.54	3.60	3.30
75.00	8.10	6.90	6.29	5.70	0.00	5.70	0.00	5.31	5.41	0.00	5.10	4.79	0.00	4.17	0.00	3.60	3.60	3.30
76.00	8.09	6.90	6.30	5.49	0.99	5.48	2.99	2.92	5.09	0.00	3.86	1.19	0.99	3.94	3.07	1.27	3.59	3.30
77.00	8.10	6.90	6.30	5.70	1.99	2.43	3.76	4.30	5.37	0.00	3.37	1.86	3.56	2.81	1.78	0.46	3.60	3.24
78.00	8.10	6.90	6.30	5.66	0.00	5.53	0.00	6.48	5.39	0.00	2.19	4.84	0.00	2.99	1.63	0.73	3.60	3.13
79.00	8.10	6.90	6.30	5.70	0.00	4.78	0.00	5.32	5.30	0.00	5.04	4.80	0.00	3.36	0.75	0.82	3.60	3.30
