Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.670s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.49	6.84	6.58	1.87	2.94	0.12	0.00	0.00	1.24	0.00	1.05	0.00	0.52	1.06	0.02	0.21	1.35	0.60	1.05	0.00	0.94	0.00
3.00	7.50	6.90	6.59	0.61	2.54	3.53	2.86	0.59	2.47	2.03	4.64	0.02	0.87	1.71	2.30	1.02	2.58	2.84	0.01	1.18	1.06	0.44
4.00	7.50	6.90	6.61	2.11	2.32	2.99	1.14	0.72	0.00	1.28	4.15	2.05	0.95	2.92	0.99	3.49	2.86	0.18	0.00	0.66	1.19	0.26
5.00	7.50	6.90	6.59	5.84	1.19	2.38	1.06	0.49	4.53	0.00	2.26	0.69	0.00	3.63	0.49	3.47	0.82	1.18	0.00	0.41	2.14	0.15
6.00	7.50	6.90	6.61	4.79	1.26	1.26	5.31	1.24	5.08	1.12	2.85	0.61	0.02	3.04	2.83	3.60	1.06	0.75	2.60	0.94	2.03	0.47
7.00	7.50	6.90	6.59	1.92	0.00	0.81	5.36	5.17	5.12	0.75	2.76	0.26	0.00	3.86	0.00	3.60	0.00	0.00	2.06	1.06	1.87	0.40
8.00	7.50	6.90	6.61	0.38	3.59	0.99	0.67	2.57	5.10	0.00	4.51	2.31	0.01	2.37	2.80	3.59	0.33	0.00	1.61	0.00	2.11	0.00
9.00	7.50	6.90	6.59	0.00	5.18	1.17	4.26	3.59	5.10	1.30	4.79	1.07	0.08	3.13	1.88	3.60	0.00	1.66	3.30	0.00	1.85	0.00
10.00	7.49	6.90	6.61	1.07	3.30	0.75	4.64	0.95	4.56	0.00	4.49	1.26	0.00	4.07	3.23	3.42	0.49	3.09	3.20	0.46	2.10	0.16
11.00	7.50	6.90	6.59	0.00	3.97	5.99	3.24	1.39	4.77	0.15	3.80	0.99	0.00	1.54	3.47	3.12	1.99	1.04	1.53	0.65	1.53	0.21
12.00	7.50	6.90	6.61	0.00	0.12	3.53	5.41	1.32	4.47	1.41	0.34	0.04	0.06	2.05	3.90	2.44	2.32	0.99	1.00	0.29	1.50	0.12
13.00	7.50	6.90	6.59	3.12	2.90	4.63	2.77	0.06	5.10	0.99	0.00	0.00	1.41	3.90	3.90	3.57	3.20	3.25	3.24	0.18	2.08	0.08
14.00	7.50	6.90	6.61	1.85	3.04	3.38	2.08	0.54	4.91	1.94	4.36	0.07	0.00	3.87	3.13	3.45	1.38	1.88	1.58	0.00	0.59	0.00
15.00	7.50	6.90	6.59	0.46	0.80	0.99	4.09	3.53	4.82	2.13	4.75	0.00	0.00	3.92	0.53	3.43	0.00	3.26	0.46	0.00	2.34	0.00
16.00	7.50	6.90	6.59	1.25	0.00	3.99	1.58	2.51	1.80	0.00	4.57	0.00	0.00	3.91	0.05	3.60	0.00	3.25	0.00	0.00	2.10	0.00
17.00	7.50	6.89	6.61	0.00	0.99	5.44	6.14	0.00	4.00	1.58	1.21	2.59	0.00	3.11	0.00	3.60	3.86	3.30	0.07	1.00	1.93	0.35
18.00	7.50	6.90	6.59	5.85	0.00	4.04	4.80	0.00	4.57	1.27	2.32	0.94	0.99	3.12	0.00	3.57	3.77	3.30	0.00	0.00	1.81	0.00
19.00	7.49	6.90	6.61	6.30	0.27	3.11	2.50	1.78	3.93	0.53	4.79	0.09	0.02	3.10	3.72	2.08	3.60	3.31	0.04	0.00	1.73	0.00
20.00	7.50	6.90	6.59	5.94	0.97	2.30	5.09	2.40	0.05	0.16	3.86	0.00	0.00	3.90	0.00	3.40	3.58	2.78	1.51	0.40	2.06	0.16
21.00	7.50	6.90	6.61	5.89	1.41	4.60	5.39	0.97	5.38	0.01	3.64	4.20	0.49	2.99	2.83	3.60	3.17	2.51	0.75	0.01	1.93	0.00
22.00	7.50	6.90	6.59	4.46	3.64	4.55	3.89	0.75	3.94	0.62	3.98	0.71	1.47	2.16	3.69	2.48	3.50	2.78	0.72	0.07	0.99	0.04
23.00	7.50	6.90	6.61	0.99	4.63	3.83	0.00	2.34	3.97	1.26	4.64	1.53	0.35	3.72	3.54	3.62	1.06	0.04	0.49	0.00	2.84	0.00
24.00	7.50	6.90	6.59	3.16	5.70	0.99	2.41	3.94	5.10	0.44	4.79	1.94	0.00	3.91	3.91	3.60	0.99	0.00	0.38	0.31	2.07	0.11
25.00	7.50	6.90	6.61	1.80	5.38	2.66	5.41	0.54	5.10	1.38	4.64	1.10	0.02	3.06	3.74	2.31	0.49	0.00	0.84	0.91	1.59	0.35
26.00	7.50	6.90	6.59	0.00	4.65	3.37	1.35	0.82	4.80	0.00	3.84	0.06	1.78	0.81	0.72	3.45	3.63	4.11	0.00	1.22	2.11	0.44
27.00	7.50	6.90	6.61	1.93	3.93	3.45	5.41	2.56	5.10	0.18	3.59	0.53	0.00	2.51	0.40	3.60	0.27	2.17	0.84	1.90	2.10	0.71
28.00	7.49	6.90	6.59	6.31	0.99	0.99	5.41	4.88	5.00	0.51	0.00	0.00	0.00	3.92	0.75	3.59	0.00	0.69	3.20	0.00	2.10	0.00
29.00	7.50	6.90	6.59	6.29	0.00	4.37	4.33	1.68	5.02	0.11	1.63	0.05	0.00	1.11	0.00	3.60	0.49	1.48	3.18	0.38	2.11	0.13
30.00	7.50	6.90	6.61	4.29	0.00	0.49	5.41	5.22	5.10	0.00	1.77	0.57	0.00	3.17	0.00	3.60	0.00	2.23	3.23	1.51	1.91	0.58
31.00	7.50	6.90	6.59	0.21	2.96	2.96	5.39	1.70	4.50	0.06	0.00	1.26	0.14	3.70	1.31	3.60	0.00	0.00	1.87	0.00	2.07	0.00
32.00	7.50	6.90	6.61	0.00	0.00	6.12	5.31	0.00	5.10	0.00	0.00	1.01	0.00	3.90	0.00	3.59	0.00	0.00	0.00	0.01	2.11	0.01
