Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.345s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.48	7.17	6.89	0.46	0.12	3.21	0.00	0.57	0.00	1.38	0.04	1.33	0.61	0.11	0.29	0.07	2.70	1.95	0.00	2.74
3.00	7.50	7.20	6.90	0.62	2.01	0.00	0.32	1.48	0.00	0.77	0.60	2.74	1.50	0.00	1.14	1.00	1.53	2.58	0.00	0.26
4.00	7.50	7.21	6.90	5.23	6.23	0.87	0.00	0.01	0.77	1.98	0.54	0.44	2.37	0.00	1.99	0.27	1.83	3.60	0.00	3.45
5.00	7.50	7.20	6.90	5.44	2.77	1.94	1.92	0.14	1.48	1.66	2.77	0.49	1.40	1.10	3.29	0.00	1.07	3.51	0.00	2.66
6.00	7.50	7.21	6.90	3.70	1.57	4.30	0.00	1.83	0.00	5.09	3.33	0.00	4.84	0.00	4.18	0.00	1.21	3.60	0.00	3.34
7.00	7.50	7.20	6.90	6.36	3.36	5.55	0.00	0.21	0.55	5.10	4.20	0.58	4.52	1.07	4.22	0.41	3.53	3.60	0.00	2.60
8.00	7.50	7.20	6.90	1.10	3.20	5.30	3.70	0.00	2.67	5.03	3.29	0.00	1.30	2.41	4.18	0.00	3.59	3.58	0.00	1.72
9.00	7.50	7.21	6.90	0.00	2.91	0.62	0.40	1.47	0.00	5.03	4.58	1.86	3.03	1.06	3.99	1.51	2.74	3.58	0.00	2.97
10.00	7.49	7.20	6.90	3.44	0.48	6.44	0.16	1.13	6.17	5.10	5.10	1.74	4.79	0.00	1.24	1.33	1.61	3.64	0.00	3.32
11.00	7.50	7.21	6.90	2.43	5.61	3.91	2.03	0.99	3.11	5.10	4.83	1.42	4.29	1.48	0.00	0.52	4.27	2.89	0.00	3.24
