Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.942s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.56	7.17	6.88	1.85	0.14	2.66	2.81	0.38	1.22	1.06	0.75	2.60	2.66	0.39	2.38	2.39	1.18
3.00	9.60	7.20	6.90	4.47	0.64	2.90	5.06	2.66	1.92	1.05	0.22	4.80	4.79	0.61	3.58	3.32	0.55
4.00	9.60	7.21	6.90	4.83	0.01	1.48	3.62	5.03	3.18	1.48	0.81	4.77	4.71	4.30	2.27	3.73	1.18
5.00	9.60	7.20	6.90	1.61	1.44	0.49	6.02	2.60	3.17	5.24	0.94	4.83	2.30	3.83	2.93	2.57	2.43
6.00	9.61	7.21	6.90	1.94	0.00	3.45	5.98	3.53	5.39	1.02	2.86	4.79	4.78	4.77	0.77	3.83	1.51
7.00	9.60	7.20	6.90	2.18	0.00	2.79	2.40	5.73	5.31	0.99	6.44	4.80	2.06	4.69	0.00	0.28	0.00
8.00	9.60	7.20	6.90	6.18	0.97	2.85	3.84	2.73	2.77	0.01	2.26	4.79	4.30	2.21	3.51	2.74	0.66
9.00	9.60	7.21	6.90	1.86	0.06	5.19	0.00	1.47	5.24	0.00	4.55	4.80	4.79	3.14	3.89	3.90	3.46
10.00	9.60	7.20	6.90	5.64	0.00	6.09	0.32	6.24	0.55	4.00	2.65	4.79	4.80	2.26	3.59	3.89	3.56
11.00	9.61	7.21	6.90	4.93	0.00	6.30	6.02	1.85	0.87	1.45	2.11	4.80	4.79	0.58	0.00	3.50	3.33
12.00	9.60	7.20	6.90	4.70	1.47	6.25	5.99	2.36	5.39	2.19	4.18	4.73	4.64	0.34	2.12	3.89	3.59
13.00	9.60	7.20	6.90	0.31	1.51	6.24	5.98	5.63	5.30	2.14	4.53	4.80	4.80	1.90	0.00	3.91	3.62
14.00	9.60	7.21	6.90	0.49	4.00	4.99	2.03	2.14	4.63	4.18	1.42	4.80	4.79	2.39	0.00	3.90	2.50
15.00	9.61	7.20	6.90	1.22	5.56	5.86	0.00	5.65	5.43	1.65	0.66	4.80	4.77	1.39	0.48	3.80	3.60
16.00	9.60	7.21	6.90	3.25	0.99	6.32	6.03	5.75	2.37	0.93	2.40	4.80	4.80	2.23	3.57	3.91	2.84
17.00	9.60	7.20	6.89	5.65	0.49	4.63	5.99	2.45	2.60	2.52	2.18	4.58	4.80	0.99	1.59	3.64	2.83
