Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.583s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	7.49	6.28	5.99	5.28	3.96	4.79	4.62	4.75	4.47	3.09	0.00
3.00	7.50	6.30	6.01	0.88	1.04	0.81	0.64	1.64	0.45	1.08	0.97
4.00	7.50	6.30	5.99	2.46	1.90	2.58	1.01	3.76	1.54	1.70	2.14
5.00	7.50	6.30	6.01	0.61	0.87	2.99	0.54	3.04	0.94	1.74	1.91
6.00	7.50	6.30	5.99	1.04	0.49	0.99	0.00	5.09	3.51	3.27	2.83
7.00	7.50	6.30	6.01	2.98	4.62	0.49	3.30	5.11	4.80	3.31	3.00
8.00	7.50	6.30	5.99	3.23	5.39	0.00	5.10	5.10	4.80	3.30	3.00
9.00	7.50	6.30	6.01	5.71	5.41	0.00	5.10	5.10	4.79	3.30	3.00
10.00	7.49	6.30	5.99	5.70	5.41	0.00	5.10	5.10	4.80	3.30	2.99
11.00	7.50	6.30	6.01	5.66	5.39	0.00	5.10	5.10	4.80	3.31	3.00
12.00	7.50	6.30	5.99	5.73	5.41	0.00	5.10	5.10	4.79	3.30	3.00
13.00	7.50	6.30	6.01	5.70	5.39	0.00	5.10	5.10	4.80	3.30	3.00
14.00	7.50	6.30	5.99	5.70	5.41	0.00	5.10	5.11	4.79	3.30	2.99
15.00	7.50	6.30	6.01	5.70	5.39	0.00	5.10	5.10	4.80	3.31	3.00
16.00	7.50	6.30	5.99	5.70	5.41	0.00	5.10	5.10	4.80	3.30	3.00
17.00	7.50	6.30	6.01	5.70	5.39	0.00	5.11	5.10	4.79	3.30	3.00
18.00	7.50	6.30	5.99	5.68	5.41	0.00	5.09	5.10	4.80	3.30	2.99
19.00	7.49	6.30	6.01	5.72	5.41	0.00	5.11	5.10	4.79	3.31	3.00
20.00	7.50	6.30	5.99	5.70	5.39	0.00	5.10	5.10	4.80	3.30	3.00
21.00	7.50	6.30	6.01	5.70	5.41	0.00	5.10	5.10	4.80	3.30	2.99
22.00	7.50	6.30	5.99	5.69	5.39	0.00	5.10	5.10	4.79	3.30	3.00
23.00	7.50	6.30	6.01	5.71	5.41	0.00	5.10	5.10	4.80	3.31	3.00
24.00	7.50	6.30	5.99	5.70	5.39	0.00	5.10	5.10	4.79	3.30	3.00
25.00	7.50	6.30	6.01	5.70	5.41	0.00	5.10	5.10	4.80	3.30	3.00
26.00	7.50	6.30	5.99	2.63	2.56	3.85	2.25	3.49	2.81	2.90	2.89
27.00	7.50	6.30	6.01	2.61	1.59	0.64	0.84	3.21	1.26	1.92	2.11
28.00	7.49	6.30	5.99	0.52	1.12	1.05	1.24	3.21	0.93	2.23	1.97
29.00	7.50	6.30	6.01	5.70	5.39	3.13	3.09	5.10	2.28	3.59	3.00
30.00	7.50	6.30	5.99	5.70	5.39	5.11	5.09	5.10	4.80	3.30	2.99
31.00	7.50	6.30	6.01	5.71	5.41	5.10	5.11	5.10	4.80	3.30	3.00
32.00	7.50	6.30	5.99	4.77	5.41	5.10	5.03	5.10	4.79	3.31	3.00
33.00	7.50	6.30	6.01	5.69	5.39	5.10	5.10	5.10	4.80	3.30	3.00
34.00	7.50	6.30	5.99	5.70	5.41	5.10	5.10	5.10	4.79	3.30	2.99
35.00	7.50	6.30	6.01	5.71	5.39	5.10	5.10	5.10	4.80	3.30	3.00
36.00	7.50	6.30	5.99	5.70	5.41	5.10	5.10	5.10	4.80	3.31	3.00
37.00	7.49	6.30	6.01	5.70	5.41	5.10	5.10	5.10	4.79	3.30	3.00
38.00	7.50	6.30	5.99	0.20	5.39	5.10	5.02	5.11	4.80	3.26	2.99
39.00	7.50	6.30	6.01	0.00	5.41	5.11	5.10	5.09	4.79	3.30	3.00
40.00	7.50	6.30	5.99	0.00	5.39	5.09	5.10	5.11	4.80	3.30	3.00
41.00	7.50	6.30	6.01	0.00	5.41	5.10	5.10	5.10	4.80	3.30	3.00
42.00	7.50	6.30	5.99	0.00	5.39	5.10	5.11	5.10	4.79	3.31	2.99
