Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.674s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	7.80	2.79	0.00	1.12	1.18	2.28	1.27	3.77	1.28	0.19	2.70	0.00	3.05	0.00	2.51	2.11	1.22
3.00	7.80	1.28	0.99	2.05	0.01	2.03	0.49	4.25	1.77	0.45	2.23	0.00	2.54	0.35	2.38	2.11	1.06
4.00	7.81	1.47	2.26	5.58	0.00	0.07	3.39	3.26	1.78	1.19	2.91	3.66	2.40	0.04	0.55	3.38	1.95
5.00	7.80	1.87	3.60	4.30	0.00	0.87	2.57	4.49	0.00	0.00	0.00	3.31	2.59	4.03	1.70	3.60	3.19
6.00	7.80	2.87	4.47	0.00	0.00	3.40	0.62	3.06	0.26	0.26	4.18	2.45	0.61	0.00	2.10	3.18	2.32
7.00	7.81	1.58	0.68	2.76	1.27	2.40	2.70	5.82	0.00	0.00	4.31	4.20	2.86	1.61	1.25	2.81	2.39
8.00	7.80	2.99	1.57	3.13	1.77	0.49	2.60	1.59	0.00	0.00	1.02	3.31	0.78	0.00	1.13	2.40	3.07
9.00	7.80	4.58	2.46	2.04	0.53	0.00	5.37	2.20	0.00	0.00	3.38	3.47	4.36	1.72	2.07	2.83	0.82
10.00	7.81	1.15	1.61	0.49	0.52	0.24	5.04	5.26	0.00	0.00	4.36	1.26	4.64	0.00	3.73	4.31	2.26
11.00	7.80	1.63	2.99	2.33	0.40	0.15	0.18	5.13	0.00	0.00	4.44	0.93	3.59	0.11	0.57	3.53	3.27
12.00	7.81	2.76	2.98	2.33	2.34	0.00	3.43	5.79	0.49	0.00	4.06	1.61	3.77	2.24	2.03	1.48	1.93
13.00	7.80	3.65	2.72	2.60	0.49	2.86	2.59	3.45	0.65	0.65	3.51	1.92	4.37	0.00	2.71	3.07	3.05
14.00	7.80	2.79	1.68	4.77	0.05	0.78	0.64	4.78	0.00	0.00	2.76	0.73	2.43	0.21	1.32	3.60	1.91
15.00	7.81	2.64	3.89	4.06	0.07	1.20	2.11	4.99	0.00	0.00	5.62	3.33	2.87	1.24	0.99	3.59	1.83
16.00	7.80	2.91	0.08	5.51	1.12	3.51	3.10	5.33	0.00	0.00	4.55	3.16	3.37	0.16	3.42	2.63	3.23
17.00	7.80	5.36	0.49	3.72	0.00	1.60	4.62	4.84	0.00	0.00	4.80	4.50	1.84	0.00	1.60	2.56	2.81
18.00	7.81	3.05	2.37	2.83	2.14	3.36	0.47	2.36	0.59	0.66	4.80	3.86	4.53	0.51	0.92	3.34	2.89
19.00	7.80	5.68	0.00	5.51	1.31	4.09	2.90	4.50	1.78	1.81	4.30	3.98	4.10	0.00	2.38	3.54	3.06
20.00	7.80	0.64	5.89	2.64	1.34	1.33	2.50	5.23	0.00	0.00	1.33	2.24	2.68	1.59	0.86	2.65	3.26
21.00	7.81	2.34	0.73	5.76	1.30	0.99	1.70	6.01	0.00	0.00	4.80	1.75	1.11	1.17	0.99	3.93	3.30
22.00	7.80	1.32	2.81	5.10	0.00	1.57	1.79	5.44	0.16	0.19	4.79	1.61	2.48	0.84	1.24	3.59	3.26
23.00	7.81	1.98	4.97	5.04	0.25	3.74	1.99	4.32	0.24	0.26	0.77	1.72	4.99	1.26	2.12	3.60	2.72
24.00	7.80	6.77	5.18	1.99	3.37	0.44	1.87	5.28	0.02	0.02	1.51	4.15	4.00	1.65	1.80	3.51	2.43
25.00	7.80	2.94	2.54	3.17	0.97	2.83	2.65	4.31	0.69	0.31	2.79	2.89	4.31	0.97	0.40	2.24	2.58
26.00	7.81	0.78	0.57	4.39	1.14	4.20	3.94	3.56	0.81	0.25	0.52	1.10	1.87	0.47	1.55	3.53	3.01
27.00	7.80	1.73	0.04	5.38	0.09	2.34	5.33	4.20	0.00	0.00	4.79	4.93	2.05	1.08	0.94	3.60	1.30
28.00	7.80	1.31	1.83	3.54	1.05	1.50	4.40	4.79	0.41	0.41	4.82	4.02	1.86	0.94	2.93	3.60	3.31
29.00	7.81	0.52	0.89	0.91	1.45	0.44	2.27	6.97	0.89	0.92	1.75	3.74	2.78	0.00	3.43	3.59	3.30
30.00	7.80	2.05	2.65	2.67	0.01	3.27	1.37	5.99	0.00	0.00	0.00	2.33	3.30	0.00	2.79	3.60	3.30
31.00	7.80	5.43	2.92	5.99	1.48	5.90	1.07	5.23	0.00	0.00	2.23	1.32	3.21	0.00	1.22	3.50	3.30
