Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.624s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	7.80	6.89	1.04	0.00	0.00	0.00	0.52	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.34	0.29	0.00	0.00	1.17	0.05
3.00	7.80	6.90	0.00	0.00	2.87	2.91	4.05	0.00	0.81	0.24	0.78	1.47	2.64	1.74	1.11	0.00	0.00	0.00	0.07	0.78	0.00	2.32	1.58	0.00
4.00	7.81	6.90	0.00	1.81	4.63	1.14	1.25	0.00	0.66	0.69	1.42	0.12	4.25	1.42	0.15	2.19	0.71	2.26	0.01	1.65	0.00	1.81	1.80	0.07
5.00	7.80	6.90	0.22	2.03	5.11	0.00	2.86	0.00	0.00	1.73	0.07	1.88	1.45	0.91	0.00	3.57	0.00	0.01	0.02	0.62	0.00	2.27	0.00	0.00
6.00	7.80	6.90	5.35	1.33	5.10	0.00	4.05	0.00	0.00	4.79	0.13	0.61	4.50	4.50	0.00	4.20	1.05	1.05	0.01	0.00	0.00	3.00	0.00	0.00
7.00	7.81	6.90	0.80	4.39	5.10	0.00	5.00	0.00	0.00	4.46	1.45	0.13	4.50	3.56	0.00	4.19	0.64	1.00	0.95	0.91	0.00	3.00	0.00	0.00
8.00	7.80	6.90	0.20	0.49	2.83	2.50	1.37	0.00	1.19	0.98	0.52	0.74	4.50	3.40	0.00	2.59	0.78	0.24	0.00	0.80	0.00	3.00	1.72	0.00
9.00	7.80	6.90	1.94	1.47	5.10	4.65	4.88	0.00	0.65	0.00	1.42	2.01	4.51	1.38	0.00	4.20	0.12	0.22	0.89	1.81	0.00	1.79	1.78	0.00
10.00	7.81	6.90	0.16	1.95	5.10	2.31	0.41	0.00	0.00	1.41	0.04	0.04	2.76	2.57	0.00	4.10	0.00	0.29	2.14	1.39	0.08	1.52	0.07	0.00
11.00	7.80	6.90	0.00	1.45	5.10	0.99	5.10	0.00	0.00	3.53	0.00	3.11	0.00	4.50	0.00	4.20	0.12	0.61	0.00	0.49	0.00	3.00	0.00	0.00
12.00	7.81	6.90	0.13	5.99	5.10	1.91	2.90	0.00	0.46	0.44	0.00	1.04	2.87	3.53	0.01	4.20	0.38	0.78	0.27	0.00	0.00	2.78	0.27	0.00
13.00	7.80	6.90	3.45	5.25	3.94	1.47	3.01	0.00	0.04	1.70	1.42	2.33	1.04	3.77	0.22	0.75	0.00	1.46	0.00	0.00	0.00	0.94	0.28	0.00
14.00	7.80	6.90	1.35	5.23	1.06	2.06	3.57	0.00	0.00	0.41	0.00	3.76	1.21	2.36	0.22	4.20	0.00	0.37	0.61	0.38	0.00	0.04	0.00	0.00
15.00	7.81	6.90	0.00	3.90	4.07	3.96	2.76	0.00	0.79	2.76	1.42	1.54	1.33	2.99	1.20	4.19	0.00	1.14	0.00	0.38	0.00	3.00	0.57	0.00
16.00	7.80	6.90	0.00	1.11	5.11	1.06	5.09	0.00	0.00	1.40	0.16	0.00	2.27	4.18	0.00	4.18	0.00	0.00	0.00	0.00	0.00	0.93	0.01	0.00
17.00	7.80	6.89	0.00	3.54	5.10	0.00	5.10	0.00	0.00	4.79	0.00	2.34	4.51	4.05	0.00	4.20	0.00	3.12	0.00	0.00	0.00	0.12	0.00	0.00
18.00	7.81	6.90	2.13	5.70	5.10	3.47	4.36	0.00	0.00	3.34	0.00	2.44	4.50	3.33	0.31	3.49	0.38	1.47	0.77	1.57	0.00	2.59	0.00	0.00
19.00	7.80	6.90	0.67	4.37	3.44	2.86	2.57	0.00	0.00	2.57	0.85	2.86	3.66	0.66	2.01	4.19	0.00	1.73	0.04	3.30	0.00	2.89	0.00	0.00
20.00	7.80	6.90	2.46	4.45	5.10	5.09	5.11	0.00	0.00	1.72	0.00	1.18	4.52	1.35	2.12	4.22	0.00	3.60	0.66	2.39	0.00	2.84	0.00	0.00
21.00	7.81	6.90	3.65	0.58	4.36	2.24	4.96	0.00	0.15	1.13	0.00	1.55	1.05	0.98	0.12	4.19	0.00	0.87	0.28	2.96	0.00	2.43	1.83	0.00
22.00	7.80	6.90	0.99	4.26	5.10	2.05	5.02	0.00	0.64	2.63	0.16	1.60	4.05	1.11	0.78	4.20	0.00	0.75	0.02	2.05	0.00	2.98	1.27	0.00
23.00	7.81	6.90	1.87	3.32	5.09	0.67	3.13	0.00	0.00	1.41	0.68	0.00	1.57	0.62	0.00	4.20	0.02	0.59	1.51	1.27	0.00	2.45	0.72	0.00
24.00	7.80	6.90	1.58	2.65	4.65	5.10	5.17	0.00	0.95	4.66	0.06	0.00	0.75	1.57	1.39	4.20	0.00	3.65	0.00	3.27	0.00	0.00	0.82	0.00
25.00	7.80	6.90	2.97	4.33	5.10	3.98	4.85	0.00	0.00	4.45	0.00	0.00	4.09	2.24	1.19	0.19	0.00	0.84	0.19	3.30	0.00	2.65	0.27	0.00
26.00	7.81	6.90	1.60	1.75	5.10	1.81	3.78	0.00	0.26	3.69	0.00	0.00	3.92	2.81	0.00	2.36	0.37	0.97	0.00	2.64	0.00	2.99	2.36	0.00
27.00	7.80	6.90	0.01	5.61	4.05	0.00	2.26	0.00	0.14	1.92	2.28	0.00	3.63	1.18	0.00	0.97	0.00	0.34	0.00	1.67	0.00	1.85	0.75	0.00
28.00	7.80	6.90	1.59	5.22	4.72	0.00	3.04	0.00	0.37	1.34	0.00	0.97	4.40	1.18	0.00	0.00	0.45	0.33	0.00	3.31	0.00	3.00	2.70	0.00
29.00	7.81	6.90	0.00	5.70	5.10	0.00	1.48	0.00	0.00	0.00	0.00	1.13	4.50	1.37	0.00	1.91	0.00	0.99	0.00	1.10	0.00	3.00	2.54	0.00
30.00	7.80	6.90	2.45	2.44	5.10	4.50	1.72	0.00	0.00	0.00	0.79	0.21	2.96	3.13	0.00	3.93	0.00	2.37	0.01	1.22	0.00	2.99	0.77	0.00
31.00	7.80	6.90	0.01	0.15	3.19	0.86	0.00	0.00	2.33	0.00	0.40	0.00	0.00	1.65	0.00	4.19	0.00	0.04	0.00	0.85	0.00	3.00	3.40	0.16
32.00	7.81	6.90	0.60	1.67	3.20	0.93	2.77	0.45	0.28	4.25	0.00	1.12	2.63	2.43	2.36	1.91	0.00	0.00	0.00	1.38	0.00	2.85	2.66	0.14
33.00	7.80	6.90	0.65	3.51	3.90	1.40	4.26	0.41	0.49	1.93	0.53	0.11	2.21	2.24	0.91	4.19	0.98	2.92	0.00	0.24	0.00	2.27	1.53	0.00
34.00	7.81	6.89	0.00	3.42	5.10	4.06	3.83	0.00	0.49	2.19	1.20	0.89	3.93	4.50	0.51	4.20	0.00	0.81	0.00	0.02	0.00	2.16	1.83	0.07
35.00	7.80	6.90	0.00	1.31	3.98	3.57	3.57	0.00	0.99	2.94	0.00	1.70	4.37	0.81	0.04	3.78	0.49	2.00	0.00	2.52	0.00	2.07	2.92	0.58
36.00	7.80	6.90	0.00	4.02	5.10	0.00	0.00	0.00	1.47	3.18	0.00	0.78	4.50	0.75	0.00	3.56	0.00	0.00	0.00	0.00	0.00	3.00	2.70	0.00
37.00	7.81	6.90	0.00	5.69	5.10	0.49	0.00	0.00	2.31	2.64	2.19	0.05	4.50	5.05	0.00	4.20	0.00	0.00	0.00	0.00	0.00	3.00	2.70	0.00
38.00	7.80	6.90	0.00	1.67	5.11	2.53	4.15	0.00	0.60	1.90	0.02	0.00	3.40	2.87	0.04	2.81	0.00	0.00	0.00	0.00	0.00	2.08	2.71	0.00
