Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.065s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	8.34	7.20	2.13	0.00	3.97	3.33	0.34	0.00	0.00	2.34	2.92	1.81	0.53	0.38
3.00	8.40	7.20	4.99	4.09	1.44	5.39	0.02	3.56	0.52	3.44	3.58	3.23	1.20	0.01
4.00	8.40	7.21	3.07	6.30	3.31	5.41	3.82	3.90	2.16	3.91	3.60	3.31	0.87	0.00
5.00	8.41	7.20	3.89	5.72	1.54	4.85	3.56	3.33	1.02	3.83	3.50	3.29	3.18	2.01
6.00	8.40	7.21	6.50	1.20	3.45	1.63	3.54	3.90	2.17	3.78	3.36	2.70	1.28	0.00
7.00	8.40	7.20	6.59	1.38	0.19	4.15	4.31	1.85	0.13	3.67	3.21	0.01	2.26	1.91
8.00	8.41	7.20	5.41	0.00	0.99	2.52	4.64	3.53	0.61	3.44	3.44	2.53	0.00	0.00
9.00	8.40	7.21	3.65	3.21	0.00	0.99	3.96	4.22	0.00	3.91	3.63	3.31	1.07	1.39
10.00	8.40	7.20	6.59	6.30	0.00	0.00	5.10	3.90	0.00	3.91	3.60	3.30	3.30	2.70
11.00	8.41	7.21	3.33	1.99	0.00	3.84	4.98	3.87	0.00	3.90	3.60	3.31	2.33	2.46
12.00	8.40	7.20	4.25	5.58	0.00	5.39	5.10	3.25	0.00	3.90	3.57	3.30	2.98	2.50
13.00	8.40	7.20	6.61	5.56	0.00	5.17	5.10	3.91	0.00	3.91	3.46	3.01	3.21	0.25
14.00	8.41	7.21	5.82	2.18	0.00	5.41	5.11	3.90	0.00	3.90	3.59	3.30	3.30	0.01
15.00	8.40	7.20	6.61	0.00	0.00	4.19	0.66	3.90	0.00	3.90	3.60	3.31	3.23	3.54
16.00	8.40	7.21	6.59	0.00	0.00	5.41	0.00	3.90	0.00	3.90	3.60	3.30	3.12	2.71
17.00	8.41	7.20	6.61	0.00	0.00	5.10	0.51	3.90	0.00	3.90	3.60	3.30	2.48	2.70
18.00	8.40	7.21	6.59	4.02	0.00	5.32	2.37	3.90	0.00	3.90	3.59	1.97	3.18	2.31
19.00	8.40	7.20	6.61	2.24	0.00	3.44	4.20	3.91	0.00	3.91	3.43	3.16	3.20	2.76
20.00	8.40	7.20	4.43	1.38	0.00	1.93	1.74	1.01	0.08	3.90	2.86	3.18	1.05	0.38
21.00	8.41	7.21	4.30	3.03	0.00	4.50	5.10	2.74	0.00	3.90	3.58	3.05	3.10	0.49
22.00	8.40	7.20	3.14	0.29	0.00	5.39	5.10	3.83	0.00	3.90	3.60	3.27	1.84	1.15
23.00	8.40	7.21	6.59	3.76	0.35	5.23	4.90	1.59	0.24	3.89	3.42	3.30	0.46	1.04
24.00	8.41	7.20	6.34	6.14	1.71	5.35	4.38	0.55	1.12	3.90	3.57	3.21	0.58	2.03
25.00	8.40	7.20	5.90	2.90	1.97	1.97	4.95	2.89	1.27	3.91	3.58	3.20	0.61	2.48
26.00	8.40	7.21	6.59	7.11	0.00	1.32	1.46	3.91	0.00	3.90	3.60	3.25	2.85	2.24
27.00	8.41	7.20	6.59	6.30	0.00	1.63	3.67	3.90	0.00	3.90	3.60	3.30	3.30	2.78
28.00	8.40	7.21	6.45	3.74	0.88	0.73	5.09	3.09	0.57	3.90	3.53	3.01	2.50	2.30
29.00	8.40	7.20	6.59	6.30	0.00	2.04	5.11	3.90	0.00	3.90	3.59	3.30	3.30	2.70
30.00	8.41	7.20	6.61	6.30	0.00	2.28	5.10	3.90	0.00	3.90	3.60	3.30	3.30	2.70
31.00	8.40	7.21	6.59	6.30	0.00	5.41	5.10	3.91	0.00	3.91	3.60	3.30	3.30	2.71
32.00	8.40	7.20	5.23	1.66	0.00	4.35	3.89	3.46	0.00	3.82	3.38	3.24	2.40	2.27
33.00	8.41	7.21	6.47	6.28	0.58	5.32	1.20	3.82	0.41	3.85	2.57	2.36	2.24	0.98
