Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.030s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	8.04	7.76	6.87	1.60	0.84	0.95	1.33	2.26	1.75	1.65
3.00	8.10	7.80	6.90	2.92	2.86	1.77	1.99	1.02	1.99	0.60
4.00	8.10	7.81	6.90	1.35	0.02	0.00	1.97	3.32	3.18	0.08
5.00	8.10	7.80	6.90	4.53	1.85	2.01	2.33	2.43	0.01	1.95
6.00	8.10	7.80	6.90	5.28	3.60	1.39	2.37	0.14	0.93	0.84
7.00	8.10	7.81	6.90	5.17	5.55	2.76	0.00	1.24	3.45	0.00
8.00	8.09	7.80	6.90	3.49	1.30	2.17	2.90	3.60	2.30	0.00
9.00	8.10	7.80	6.90	1.42	0.44	2.94	3.78	1.07	3.06	1.24
10.00	8.10	7.81	6.90	6.06	1.50	3.20	3.80	1.07	0.38	1.13
11.00	8.10	7.80	6.90	6.62	0.00	0.00	4.89	1.90	2.28	3.49
12.00	8.10	7.81	6.90	6.26	0.00	1.60	1.02	0.98	3.90	2.54
13.00	8.10	7.80	6.90	6.15	0.20	2.23	1.01	0.00	3.72	3.82
14.00	8.09	7.80	6.90	1.26	0.00	0.53	3.16	3.76	3.39	2.65
15.00	8.10	7.81	6.90	3.49	0.05	3.45	3.17	0.11	1.13	2.05
16.00	8.10	7.80	6.90	1.01	0.61	0.99	3.45	1.38	0.00	2.05
17.00	8.10	7.80	6.89	0.00	0.00	0.00	1.40	3.32	3.54	3.38
18.00	8.10	7.81	6.90	0.00	0.00	0.49	0.49	3.82	3.80	3.83
19.00	8.10	7.80	6.90	6.11	0.00	2.68	0.00	0.49	0.82	0.00
20.00	8.09	7.80	6.90	5.81	0.04	4.58	3.57	2.51	0.00	1.85
21.00	8.10	7.81	6.90	3.62	0.53	2.98	0.06	0.00	0.00	2.12
22.00	8.10	7.80	6.90	5.04	0.00	0.00	2.51	0.94	4.35	2.53
