Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.144s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.60	6.89	6.89	1.63	3.37	3.39	2.05	0.00	0.00	3.27	4.22	0.45	4.17	2.79	3.23	0.00	0.00
3.00	9.60	6.90	6.90	0.61	0.40	2.53	6.21	0.60	3.94	0.20	5.39	0.45	3.89	3.51	3.04	2.00	0.00
4.00	9.60	6.90	6.90	3.67	5.66	1.38	0.68	6.71	3.63	0.11	1.61	0.75	4.06	1.46	1.86	2.91	0.26
5.00	9.60	6.90	6.90	2.16	2.83	1.55	1.04	1.88	3.80	0.80	5.09	0.49	4.11	4.16	4.04	3.06	0.84
6.00	9.61	6.90	6.90	1.26	1.87	4.79	5.68	4.51	2.47	0.49	5.39	0.00	3.30	2.08	3.82	2.81	1.35
7.00	9.60	6.90	6.90	4.25	6.21	4.91	4.04	5.03	0.11	1.25	5.39	0.00	4.44	1.94	4.20	3.39	1.01
8.00	9.60	6.90	6.90	3.27	5.32	3.53	0.24	2.94	2.46	1.07	5.39	0.00	4.05	3.63	1.84	2.44	0.49
9.00	9.60	6.90	6.90	2.18	6.24	5.97	2.44	0.99	0.00	0.00	5.39	0.00	4.49	2.54	4.06	2.51	2.31
10.00	9.60	6.90	6.90	6.48	6.28	5.22	2.79	0.46	1.31	0.00	5.42	0.00	4.52	4.23	4.19	2.99	1.50
11.00	9.61	6.90	6.90	6.59	3.44	0.00	0.00	2.43	6.48	0.00	5.39	0.00	4.50	4.20	4.20	3.23	3.59
12.00	9.60	6.90	6.90	6.49	5.22	0.00	0.00	0.00	5.70	0.00	5.41	0.00	4.50	4.20	4.19	0.00	1.88
13.00	9.60	6.90	6.90	6.61	1.06	0.00	2.73	3.18	2.78	0.00	5.39	0.95	4.32	3.14	3.86	2.13	2.36
14.00	9.60	6.90	6.90	4.59	4.10	6.12	0.69	3.78	4.20	0.00	5.39	0.52	3.73	3.60	3.78	2.19	1.22
15.00	9.61	6.90	6.90	2.23	3.84	2.89	0.00	2.18	4.36	0.00	1.52	0.00	3.34	1.44	3.83	1.73	0.42
16.00	9.60	6.90	6.90	6.54	6.30	0.49	0.49	0.45	2.38	0.00	5.26	1.75	3.77	2.34	4.19	3.60	1.18
17.00	9.60	6.89	6.89	5.63	6.12	0.57	1.71	4.44	3.16	0.00	5.37	3.56	4.32	1.12	2.80	3.59	1.51
18.00	9.60	6.90	6.90	6.45	6.30	0.49	0.75	0.28	4.98	0.00	5.43	0.00	4.51	3.36	4.23	3.50	0.00
19.00	9.60	6.90	6.90	5.24	6.09	4.83	3.71	1.20	5.03	0.00	5.41	0.00	4.50	0.00	4.18	3.60	2.81
20.00	9.61	6.90	6.90	7.41	6.09	1.92	2.64	5.76	2.20	0.00	4.78	0.00	4.50	2.57	4.06	1.34	2.32
21.00	9.60	6.90	6.90	4.03	6.10	3.11	0.88	4.42	3.97	0.00	5.46	0.00	4.50	1.78	4.20	3.33	0.69
22.00	9.60	6.90	6.90	2.68	6.30	1.51	2.98	0.65	5.70	0.00	5.39	0.00	4.50	3.36	1.85	3.59	0.00
