Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.181s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.04	1.19	0.00	0.00	1.13	0.00	0.11	0.04	0.00	0.04	0.00	0.79	0.14	1.97	0.09	1.52	0.40	0.00	1.68	0.26	1.33
3.00	8.10	1.88	0.00	0.62	1.91	0.01	0.54	0.82	0.28	0.00	2.27	1.44	2.37	1.41	0.65	2.06	0.31	1.81	1.99	0.93	0.44
4.00	8.10	2.87	0.08	4.44	0.14	0.88	0.93	2.80	0.82	0.11	1.52	3.16	0.74	3.16	3.03	2.16	0.89	3.24	2.04	1.91	0.69
5.00	8.10	5.39	0.00	5.24	2.03	0.00	0.00	0.75	0.59	0.00	1.08	0.09	2.12	2.37	0.48	0.54	0.89	3.05	1.21	0.07	0.69
6.00	8.10	4.51	0.00	3.65	1.99	2.00	0.41	1.74	0.00	0.87	1.21	2.10	3.01	1.99	0.78	1.99	1.41	3.31	3.14	1.28	1.00
7.00	8.10	2.90	0.00	2.56	0.16	0.42	0.00	2.32	0.00	0.00	2.85	2.76	0.53	2.96	2.59	2.87	0.54	2.90	1.58	0.84	2.24
8.00	8.09	2.05	0.00	3.07	0.94	2.24	0.00	2.38	0.09	0.71	3.40	0.13	2.43	2.17	3.30	2.43	2.79	1.06	2.00	1.55	1.68
9.00	8.10	3.14	0.01	1.88	0.00	0.02	0.20	0.00	0.16	0.00	1.95	1.32	2.01	3.86	1.99	2.46	1.24	2.24	1.85	3.10	0.93
10.00	8.10	2.25	0.86	2.68	1.17	0.09	0.54	4.53	0.00	0.53	4.79	2.91	0.24	3.59	0.13	2.81	1.70	3.10	2.47	0.55	1.27
11.00	8.10	0.82	0.01	1.40	0.00	2.33	0.48	4.47	0.00	0.00	4.20	0.00	1.13	2.99	1.24	3.21	0.09	3.30	3.31	0.82	0.07
