Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.062s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	8.40	2.94	0.00	0.00	3.21	0.00	0.00	2.64	0.98	1.81	1.52	0.29	0.00
3.00	8.40	2.08	2.59	0.14	1.77	0.00	1.47	1.86	0.14	1.70	1.31	0.49	0.00
4.00	8.40	6.34	5.51	0.60	3.17	0.11	4.88	2.10	1.27	0.42	1.95	1.93	0.85
5.00	8.41	5.77	5.77	3.76	4.90	0.00	2.87	3.25	2.24	2.67	4.12	2.07	2.06
6.00	8.40	6.82	6.16	0.79	2.91	0.79	5.24	3.09	3.58	1.99	3.27	0.00	1.40
7.00	8.40	7.28	6.90	0.01	4.86	0.00	5.35	4.80	4.39	1.40	4.19	0.00	2.71
8.00	8.41	6.62	4.59	1.48	5.32	1.19	4.89	3.72	4.02	3.40	3.89	1.52	1.70
9.00	8.40	2.14	1.05	0.45	1.32	0.00	1.26	0.00	0.02	1.08	0.87	0.68	1.67
10.00	8.40	7.31	5.76	1.25	4.19	0.00	3.59	1.88	1.61	0.00	5.17	2.63	2.07
11.00	8.41	1.95	6.90	0.07	4.49	0.00	5.39	3.17	3.10	3.94	4.20	0.69	2.11
12.00	8.40	6.84	6.90	0.00	5.42	1.01	5.30	0.59	0.34	3.43	4.20	2.46	1.81
13.00	8.40	4.22	6.42	0.00	2.24	0.00	1.87	1.14	0.53	0.73	3.73	1.51	0.00
14.00	8.41	3.60	5.82	1.06	4.75	0.00	3.11	0.82	2.38	3.10	3.83	1.31	2.10
15.00	8.40	3.47	6.68	1.67	3.11	0.00	2.90	1.35	1.19	3.16	4.20	1.19	0.42
16.00	8.40	2.00	5.51	0.07	4.04	0.00	4.19	2.52	2.16	2.90	4.19	0.72	2.57
17.00	8.41	0.00	7.51	0.99	5.06	0.00	5.37	0.51	3.32	0.82	4.20	0.00	2.71
18.00	8.40	5.94	2.44	0.00	5.98	2.10	2.30	2.97	0.16	1.73	3.90	2.14	2.01
19.00	8.40	5.53	1.39	1.20	6.01	0.14	2.59	3.47	2.33	0.12	4.19	1.99	2.70
20.00	8.40	5.43	6.06	0.00	5.49	0.00	5.02	0.14	1.88	0.59	4.07	1.98	2.50
21.00	8.41	7.29	6.90	0.00	5.99	0.01	5.28	2.41	3.59	0.01	4.19	2.63	2.59
22.00	8.40	7.50	6.90	0.89	6.01	0.00	5.41	5.32	3.67	0.00	4.20	2.70	2.70
23.00	8.40	5.11	5.94	0.49	5.13	0.48	5.41	1.14	0.00	0.49	4.15	1.83	1.50
24.00	8.41	1.25	6.90	0.00	5.78	1.13	5.39	0.26	0.00	0.92	4.19	0.46	2.38
25.00	8.40	3.77	5.35	0.02	3.87	0.49	4.58	1.97	1.55	3.94	3.40	1.37	1.21
26.00	8.40	0.45	2.81	0.00	2.57	0.99	1.51	1.17	1.19	0.38	3.37	0.14	1.57
27.00	8.41	1.65	6.91	0.00	3.74	0.32	3.44	4.66	4.51	0.46	3.24	0.59	2.07
28.00	8.40	5.35	6.90	1.27	1.67	1.57	4.29	2.89	4.50	1.77	3.34	1.93	0.00
29.00	8.40	3.42	5.02	0.00	2.78	1.87	1.75	1.10	3.14	3.49	3.04	1.22	1.15
30.00	8.41	7.50	6.89	0.00	1.28	0.00	1.33	0.74	1.80	0.21	3.07	2.70	0.00
31.00	8.40	5.99	5.46	0.13	4.80	0.74	4.19	3.97	3.30	0.61	3.03	2.14	0.49
32.00	8.40	7.04	5.03	0.00	4.72	0.00	1.20	2.66	0.49	0.84	4.46	2.50	0.49
33.00	8.41	7.37	2.57	1.87	6.01	0.00	1.74	3.93	0.34	0.01	4.03	2.65	0.00
34.00	8.40	7.37	1.84	4.71	5.99	0.00	4.49	4.76	1.21	0.44	4.15	2.66	1.77
35.00	8.40	4.60	3.87	0.00	4.60	4.36	4.07	4.15	0.18	3.27	3.40	1.12	0.51
36.00	8.41	7.52	0.00	0.00	6.01	0.00	5.41	4.79	2.47	4.51	4.20	2.71	2.71
37.00	8.40	7.38	6.30	0.00	5.00	0.00	5.39	4.33	4.06	4.47	4.18	2.66	2.68
38.00	8.40	7.45	6.89	0.00	5.99	0.00	5.41	4.79	0.00	3.34	4.22	2.68	2.71
39.00	8.40	6.59	6.91	0.00	5.38	2.90	5.39	1.02	1.01	2.28	4.18	2.36	2.64
40.00	8.41	2.50	1.05	3.36	0.37	2.96	1.68	0.20	0.00	2.45	4.07	0.72	0.00
41.00	8.40	3.30	6.85	1.15	6.37	0.59	0.94	1.55	1.57	0.55	3.99	1.19	0.93
42.00	8.40	6.05	3.57	1.91	5.92	1.21	1.32	0.87	4.45	2.19	4.20	2.20	1.28
43.00	8.41	6.95	4.85	1.27	6.01	3.79	2.47	2.14	3.39	3.27	4.20	2.50	1.28
44.00	8.40	7.87	3.54	0.00	3.23	0.00	0.02	2.53	2.57	1.15	4.20	2.84	0.02
45.00	8.40	7.42	3.14	0.00	4.75	1.73	1.64	4.77	2.64	4.46	3.89	2.64	1.71
46.00	8.41	2.93	2.43	1.52	1.47	0.71	3.47	0.98	0.33	1.53	3.98	0.99	2.07
47.00	8.40	5.45	4.23	0.67	4.37	0.01	2.98	1.99	0.00	0.40	1.50	2.20	2.31
48.00	8.40	0.00	6.97	0.40	5.84	2.47	2.66	4.59	2.79	4.36	2.72	0.00	0.04
49.00	8.41	7.54	5.95	0.00	5.25	1.27	2.98	2.24	3.56	3.89	3.00	2.77	1.00
50.00	8.40	6.51	6.30	0.05	5.55	0.00	1.77	0.53	3.74	1.10	4.27	2.38	2.07
51.00	8.40	4.62	6.90	0.00	3.56	3.30	5.36	0.24	0.79	3.06	4.09	1.64	1.34
52.00	8.41	2.70	6.90	0.00	5.99	0.00	5.41	4.79	4.50	0.95	4.19	0.97	2.68
53.00	8.40	6.88	6.85	0.00	5.85	0.53	5.11	1.40	4.06	0.19	3.37	2.48	0.86
