Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.576s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.80	7.49	7.16	1.74	0.00	0.16	2.01	0.51	0.00	0.24	0.00	1.65	3.07	1.07	0.92	2.83	1.99	0.00	0.51	0.67
3.00	7.80	7.50	7.20	4.99	1.57	4.33	1.66	1.90	2.32	0.73	4.16	0.00	2.20	1.11	1.27	2.71	2.45	0.11	0.86	0.89
4.00	7.81	7.50	7.21	6.59	3.31	3.31	3.85	0.27	0.73	2.00	4.99	0.49	4.42	0.49	4.04	3.10	3.51	0.00	0.40	0.91
5.00	7.80	7.50	7.20	5.15	3.67	5.11	3.50	0.73	0.49	0.87	2.03	0.99	2.85	0.08	1.91	3.50	3.29	1.74	1.00	0.89
6.00	7.80	7.50	7.21	7.09	0.33	6.69	3.53	0.40	3.84	0.42	0.77	0.08	4.49	1.46	2.20	4.20	0.25	2.46	0.80	0.91
7.00	7.81	7.50	7.20	3.18	3.99	6.39	0.06	0.67	5.42	0.41	0.00	1.46	3.32	1.05	5.03	4.19	1.68	2.32	1.07	0.88
8.00	7.80	7.50	7.20	2.79	0.28	6.45	6.21	1.11	4.29	0.00	0.00	3.86	4.59	0.99	3.42	4.20	0.60	0.48	2.01	0.91
9.00	7.80	7.50	7.21	7.21	4.63	1.64	5.81	0.04	6.34	0.00	0.00	3.04	0.00	2.43	3.09	4.19	0.00	0.00	2.03	0.91
10.00	7.81	7.49	7.20	3.73	0.92	1.77	2.74	2.38	5.71	0.00	0.11	4.80	0.99	0.00	4.19	4.20	4.86	3.38	2.10	0.89
11.00	7.80	7.50	7.21	6.65	2.20	4.68	2.68	2.45	4.03	1.44	2.04	4.66	4.53	0.16	3.04	2.13	3.49	1.39	1.87	0.69
12.00	7.81	7.50	7.20	7.21	6.23	0.48	6.72	0.80	4.76	0.41	0.00	0.19	3.44	0.00	0.87	4.05	3.90	0.00	1.55	0.91
13.00	7.80	7.50	7.20	7.20	3.71	0.00	6.30	0.00	3.05	0.00	0.00	0.00	2.43	0.02	4.19	4.19	3.91	0.00	1.33	0.91
14.00	7.80	7.50	7.21	6.55	6.56	0.00	1.98	0.53	0.92	1.63	0.49	0.49	4.62	0.38	4.20	3.25	3.90	0.00	2.30	0.88
15.00	7.81	7.50	7.20	3.34	5.77	0.75	2.08	4.11	2.76	0.35	1.52	0.99	1.33	1.02	3.78	3.82	3.89	0.00	2.07	0.89
16.00	7.80	7.50	7.21	7.84	6.32	6.22	4.47	0.02	2.21	0.00	1.24	1.74	4.39	1.70	3.85	4.20	3.78	0.00	2.00	0.91
17.00	7.80	7.50	7.20	1.08	4.22	1.46	4.45	1.20	2.85	0.01	2.13	1.74	4.89	1.25	3.50	3.29	0.13	0.72	0.53	0.89
18.00	7.81	7.50	7.21	6.26	6.18	5.81	0.00	2.83	1.99	1.41	1.30	3.24	2.98	0.14	2.89	4.13	0.00	2.52	2.11	0.89
19.00	7.80	7.49	7.20	3.97	3.39	3.76	2.92	0.00	3.91	0.02	0.00	1.27	4.30	0.00	3.73	4.20	0.00	3.51	2.10	0.91
20.00	7.80	7.50	7.20	2.00	4.77	6.63	3.99	1.59	0.00	0.02	2.60	1.66	4.16	0.00	3.36	3.84	0.47	1.18	2.11	0.89
21.00	7.81	7.50	7.21	7.47	3.39	6.38	0.49	0.00	1.65	0.02	2.27	4.64	3.91	0.00	3.56	2.48	0.00	0.00	2.07	0.91
22.00	7.80	7.50	7.20	6.96	1.53	6.85	5.18	0.69	5.72	0.08	4.23	3.57	1.77	0.00	3.69	4.20	0.00	0.00	2.12	0.89
23.00	7.81	7.50	7.21	4.13	1.99	2.79	4.90	0.00	2.39	1.37	2.94	3.34	4.62	0.00	2.59	4.20	1.47	0.49	2.11	0.87
24.00	7.80	7.50	7.20	7.16	1.42	3.29	4.03	0.00	5.70	0.01	2.64	3.06	4.79	0.00	4.18	3.91	3.89	0.00	2.08	0.89
25.00	7.80	7.50	7.20	7.01	0.49	4.97	4.44	1.12	5.29	2.92	0.00	3.12	3.67	0.00	3.50	4.15	2.74	0.00	2.11	0.89
26.00	7.81	7.50	7.21	6.90	6.51	2.08	6.30	2.73	5.70	0.00	0.49	4.66	0.02	0.00	0.89	4.20	2.56	0.00	2.11	0.89
27.00	7.80	7.50	7.20	7.20	6.90	0.00	6.16	0.54	5.06	0.15	3.53	4.53	1.46	0.00	0.00	4.20	0.00	0.00	2.10	0.91
28.00	7.80	7.49	7.21	7.20	6.81	1.53	6.30	0.55	5.05	0.21	5.09	4.73	3.91	0.00	0.49	4.19	0.00	0.00	2.10	0.89
29.00	7.81	7.50	7.20	5.44	6.69	4.44	2.31	0.94	3.33	0.01	4.85	2.19	1.24	0.00	3.70	3.71	0.00	0.00	2.11	0.89
30.00	7.80	7.50	7.20	7.03	6.58	2.76	1.81	0.00	5.59	0.52	5.05	0.99	0.22	0.00	4.19	4.16	0.00	0.00	2.10	0.91
31.00	7.80	7.50	7.21	6.43	5.90	3.62	2.38	0.02	2.53	2.08	4.84	1.48	1.02	0.00	4.20	4.16	2.30	0.00	2.10	0.89
32.00	7.81	7.50	7.20	4.27	3.99	1.46	5.25	3.37	3.56	0.47	2.04	2.54	3.58	0.29	3.20	2.51	3.89	0.99	2.10	0.87
33.00	7.80	7.50	7.21	3.91	2.61	0.49	6.31	2.03	3.19	0.05	2.77	4.57	4.27	1.14	2.46	1.21	1.04	0.00	2.11	0.91
34.00	7.81	7.50	7.20	7.20	8.00	0.00	6.30	1.40	4.71	4.39	5.32	0.80	4.80	0.00	4.20	5.25	0.00	0.00	2.10	0.89
35.00	7.80	7.50	7.21	7.08	5.89	5.56	5.36	0.55	1.66	0.00	2.26	1.33	1.11	0.00	3.82	2.53	0.00	0.00	2.11	0.91
