Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.483s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.85	0.00	1.01	0.00	0.32	0.79	2.24	0.32	0.00	0.44	2.81	1.77	0.00	0.26	1.79	0.00	0.00	0.14	0.00	0.00	0.95	0.00	0.00
3.00	6.90	0.00	0.61	0.24	2.10	1.78	2.34	0.00	0.00	1.88	1.86	1.84	1.17	0.55	1.26	0.64	0.08	0.00	0.00	0.11	0.28	0.26	0.00
4.00	6.90	0.00	1.34	0.06	1.91	3.73	0.44	0.00	0.68	2.30	0.81	0.13	0.00	1.70	0.95	2.33	0.11	0.22	0.00	0.00	0.33	0.11	0.00
5.00	6.90	0.92	0.11	2.66	1.02	2.59	1.41	0.40	2.53	1.81	4.50	2.33	0.00	3.63	1.40	0.02	0.14	0.08	0.00	0.89	0.00	0.00	0.00
6.00	6.90	0.06	0.79	0.81	3.30	2.33	3.05	2.30	0.00	1.25	2.08	0.69	0.00	1.46	2.96	2.64	0.07	0.18	0.00	0.52	0.87	1.14	0.00
7.00	6.90	0.28	2.67	0.52	0.09	1.59	0.87	0.00	0.01	3.53	4.24	3.21	0.00	3.92	0.59	0.64	0.06	0.13	0.02	2.11	0.31	0.21	0.02
8.00	6.90	0.11	2.39	0.00	1.86	5.95	0.37	1.11	0.00	0.88	2.36	0.79	0.00	2.05	1.58	0.47	1.33	0.05	0.28	1.02	0.12	0.07	0.01
9.00	6.90	0.00	2.74	1.72	0.18	2.34	4.17	1.17	0.49	1.38	3.72	3.32	0.58	2.56	0.99	1.15	0.77	0.59	0.60	1.11	0.71	0.93	0.00
10.00	6.90	0.02	3.27	1.52	1.47	0.44	0.38	0.29	0.19	1.70	4.50	2.83	0.55	2.59	0.37	0.67	0.47	0.06	0.00	0.46	1.07	0.09	0.00
11.00	6.90	0.00	1.19	0.05	3.63	1.30	4.65	4.29	0.00	0.00	3.06	0.44	0.00	1.70	2.61	2.57	0.04	0.02	0.00	0.00	0.16	0.71	0.00
