Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.856s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	8.67	7.80	6.28	1.88	1.05	0.00	0.19	0.00	0.00	0.98	0.01	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.22
3.00	8.70	7.80	6.30	1.34	0.00	1.54	0.00	1.50	0.34	1.68	1.55	0.08	0.82	0.49	1.37	1.64	0.89	0.00	0.64	1.97	1.22	0.72	0.00	0.00	0.21
4.00	8.70	7.81	6.30	2.13	1.99	2.66	1.25	0.93	0.00	2.08	0.06	2.85	0.29	0.32	1.40	2.10	1.15	0.00	1.61	1.91	3.45	3.56	1.22	0.21	0.15
5.00	8.70	7.80	6.30	3.19	0.60	4.36	0.00	0.49	0.67	1.72	1.26	3.25	1.59	1.74	2.81	3.60	1.52	0.00	1.05	2.61	1.20	3.14	2.10	0.07	0.71
6.00	8.69	7.80	6.30	5.11	0.75	3.46	0.21	3.90	1.07	1.39	0.00	1.51	0.18	3.18	3.97	3.57	1.48	0.67	1.58	0.00	1.65	1.70	0.65	0.05	1.13
7.00	8.70	7.81	6.30	3.94	0.26	4.18	0.00	3.78	2.61	2.72	1.95	1.51	1.79	1.20	3.24	0.98	0.00	0.00	0.00	3.92	1.55	0.19	0.11	0.11	0.58
8.00	8.70	7.80	6.30	6.29	2.92	2.45	0.98	3.11	0.24	2.68	0.00	0.00	0.35	3.30	3.74	0.00	0.18	0.00	1.33	0.14	2.60	0.00	0.00	0.28	1.15
9.00	8.70	7.80	6.30	6.31	0.52	1.59	0.00	3.24	1.21	4.53	3.74	0.00	1.47	3.40	3.23	0.00	1.17	0.00	0.73	2.60	2.63	0.00	0.00	0.00	0.97
10.00	8.70	7.81	6.30	6.18	0.00	5.10	1.38	4.29	4.43	4.25	0.49	1.35	1.41	1.11	4.53	0.00	0.98	0.00	3.30	3.59	0.41	0.00	0.00	0.08	1.20
11.00	8.69	7.80	6.30	6.42	1.95	4.16	0.49	4.51	2.52	3.91	0.00	2.76	2.90	0.00	3.06	0.00	0.73	0.00	3.27	2.50	3.00	0.00	0.00	0.31	0.34
12.00	8.70	7.81	6.30	5.97	0.07	1.31	2.45	4.50	0.16	1.66	1.21	2.50	3.62	1.12	3.82	0.49	0.69	0.00	2.38	3.21	2.38	0.00	2.91	0.00	1.05
13.00	8.70	7.80	6.30	5.65	1.13	2.11	0.49	4.50	1.64	4.49	0.00	2.43	1.80	2.50	3.91	0.99	0.00	0.01	0.82	3.30	2.38	0.00	0.97	0.48	0.80
14.00	8.70	7.80	6.30	6.30	1.71	2.59	0.00	4.49	0.19	1.41	4.62	1.71	2.59	2.78	3.79	0.00	1.59	0.00	0.99	3.18	2.90	0.00	2.40	0.00	0.24
15.00	8.70	7.81	6.30	2.96	0.34	3.44	1.27	2.63	2.61	2.77	1.72	0.00	1.15	0.87	3.06	0.00	0.00	0.00	0.00	2.43	2.43	0.71	0.95	0.00	0.97
