Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (7.226s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	7.16	6.57	6.26	0.04	0.40	2.26	2.27	0.00	0.99	0.00	0.09	0.37	0.12	0.74	0.88	0.21	0.49	0.00	0.00	0.00	0.00	0.42	1.02
3.00	7.20	6.59	6.30	0.00	1.75	1.51	2.52	1.47	3.94	0.00	1.35	0.77	0.01	3.73	1.52	0.02	3.18	0.40	0.27	0.38	1.74	1.07	0.54
4.00	7.21	6.61	6.30	0.92	2.18	0.35	2.54	0.62	4.03	2.97	0.22	0.61	0.27	1.90	3.45	0.55	2.91	1.04	0.71	0.79	1.61	0.77	0.80
5.00	7.20	6.59	6.30	2.79	0.00	2.20	0.99	0.45	4.29	0.87	0.06	4.66	0.14	3.82	3.72	0.20	2.68	0.52	2.87	0.49	0.00	2.21	0.04
6.00	7.21	6.61	6.30	4.20	1.70	3.09	6.55	0.49	5.11	0.49	0.00	5.13	0.49	0.00	2.11	1.10	3.90	0.13	0.00	0.12	3.34	1.90	0.53
7.00	7.20	6.59	6.30	0.04	4.63	1.93	5.62	1.98	4.51	0.18	0.00	3.46	0.48	2.81	0.74	0.31	3.57	0.31	3.19	0.34	1.34	2.32	0.81
8.00	7.20	6.61	6.30	0.00	0.02	2.26	5.71	2.54	5.18	0.75	0.59	1.72	0.62	2.91	2.45	3.34	4.03	0.01	3.31	0.00	2.77	1.20	1.25
9.00	7.21	6.59	6.30	2.74	1.31	0.79	5.38	1.74	5.10	0.00	0.35	3.74	0.00	4.50	2.16	3.31	3.90	0.00	3.60	0.00	3.23	2.12	1.80
10.00	7.20	6.61	6.30	1.74	2.70	0.16	5.09	0.68	5.09	2.93	2.84	0.94	0.06	3.89	3.67	3.03	2.71	0.00	3.14	0.00	2.74	2.38	1.80
11.00	7.21	6.59	6.30	0.00	5.19	0.00	4.85	1.18	5.11	4.71	0.00	4.92	0.12	4.04	2.63	0.02	0.00	0.64	0.49	0.59	3.18	2.40	1.79
12.00	7.20	6.61	6.30	0.99	6.30	0.00	3.92	1.48	5.10	5.10	0.00	5.10	0.00	4.50	0.00	0.00	4.86	0.24	1.21	0.25	3.34	2.40	1.80
13.00	7.20	6.59	6.30	4.78	5.25	2.85	4.22	0.00	4.51	3.37	1.88	4.29	0.26	3.91	2.97	0.49	3.82	0.00	0.66	0.00	1.52	2.34	1.54
14.00	7.21	6.61	6.30	2.99	1.47	0.55	3.80	3.78	3.00	0.00	2.16	2.20	0.06	0.00	0.01	0.04	3.91	0.22	1.42	0.07	0.65	2.26	0.35
15.00	7.20	6.59	6.30	6.17	0.00	2.97	1.34	2.97	5.11	1.07	0.27	4.51	0.12	0.00	1.55	2.98	0.73	0.01	0.00	0.02	0.00	2.27	0.00
16.00	7.21	6.59	6.30	3.52	2.19	1.91	3.97	0.66	5.10	1.25	0.20	5.10	3.59	3.71	4.53	0.00	0.49	0.21	2.78	0.00	1.20	0.08	0.00
17.00	7.20	6.61	6.30	0.00	4.24	0.00	5.75	0.49	5.09	0.52	0.40	5.10	2.28	3.16	0.49	0.00	0.00	1.66	3.60	1.39	0.00	0.46	0.00
18.00	7.21	6.59	6.30	4.12	1.48	0.00	5.69	0.00	5.11	1.45	0.00	5.04	0.00	2.18	1.06	1.44	2.65	0.11	3.60	0.09	2.43	1.17	0.20
19.00	7.20	6.61	6.30	3.74	5.95	1.24	5.71	0.00	5.04	4.68	0.61	0.20	0.13	0.99	4.70	0.12	3.83	1.19	3.60	0.01	3.33	2.06	0.15
20.00	7.20	6.59	6.30	1.05	3.51	3.07	0.01	0.68	4.24	3.16	2.74	3.62	2.46	0.28	2.04	1.24	2.14	1.05	0.85	0.26	1.55	0.81	1.79
21.00	7.21	6.61	6.30	0.59	1.68	5.50	5.28	5.11	5.10	2.65	5.09	0.00	0.88	1.11	0.00	0.07	0.00	0.24	1.66	0.25	3.59	0.14	1.79
