Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.447s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.59	1.26	2.63	0.62	0.00	0.00	0.00	0.04	0.87	1.77	0.00	1.77	0.00	0.60	0.00	0.15	0.52	0.00	0.48	0.31	0.00	1.12	0.00
3.00	6.59	0.94	2.16	1.67	0.00	1.19	0.00	0.00	0.31	3.96	3.70	4.04	0.00	0.46	1.70	1.41	0.45	0.00	2.17	1.64	0.00	0.37	0.29
4.00	6.61	0.15	3.78	1.48	0.00	2.00	3.76	0.00	0.22	3.89	3.11	2.30	0.00	0.53	0.58	0.85	0.01	0.00	1.40	0.51	0.00	0.33	1.88
5.00	6.59	0.65	1.30	0.58	0.00	2.06	1.75	1.39	0.00	1.53	3.74	0.45	0.34	2.63	1.94	0.41	0.31	0.00	0.81	2.31	0.00	1.01	0.37
6.00	6.61	1.30	3.60	2.37	0.00	0.34	4.55	0.00	1.22	2.57	3.73	1.00	0.81	3.33	1.66	0.94	0.19	0.00	0.35	1.21	0.00	1.35	0.87
7.00	6.59	0.15	3.05	0.00	0.00	2.00	4.72	3.14	0.44	3.21	2.40	2.03	0.67	2.85	1.24	0.99	0.11	0.00	1.72	2.08	0.00	1.24	1.42
8.00	6.61	0.00	2.65	0.49	0.00	0.77	5.71	0.61	4.15	4.19	3.11	1.98	0.00	3.90	3.12	1.05	0.01	0.00	2.97	0.93	0.00	1.58	2.33
9.00	6.59	3.78	2.30	1.74	0.00	3.73	5.68	3.67	1.83	3.89	0.93	1.95	0.35	3.87	3.04	0.39	0.49	0.00	3.11	3.30	0.00	2.38	2.06
10.00	6.61	0.00	4.33	1.71	0.00	1.41	5.00	0.00	0.00	0.49	2.80	0.99	3.39	3.91	3.33	0.48	0.00	0.00	3.21	0.66	0.00	2.23	1.40
11.00	6.59	0.06	0.88	3.86	0.00	2.51	4.22	0.20	2.72	3.34	1.08	1.19	0.74	2.33	0.57	0.00	0.06	0.00	1.44	0.99	0.00	2.03	0.38
12.00	6.61	0.08	0.46	2.99	0.00	2.03	3.71	0.14	1.91	4.93	4.33	1.38	1.26	0.67	1.40	0.95	2.10	0.00	1.46	0.78	0.00	2.07	0.27
13.00	6.59	1.01	2.89	0.00	0.00	1.73	4.66	3.31	2.08	4.99	2.77	3.12	1.42	1.72	0.00	2.13	3.03	0.00	3.27	1.08	0.00	1.83	2.77
14.00	6.59	0.77	1.15	3.31	0.00	1.81	2.68	0.66	1.17	3.82	2.05	1.20	0.05	0.99	2.72	0.00	0.00	0.00	0.44	1.11	0.00	0.82	2.01
15.00	6.61	1.85	2.93	0.31	0.00	3.76	2.72	0.91	2.51	1.13	1.74	1.73	0.16	3.07	1.77	1.25	0.00	0.00	3.18	1.24	0.00	0.81	1.54
16.00	6.59	1.18	2.18	2.68	0.00	5.58	5.70	2.13	0.02	0.95	0.45	1.30	0.49	1.83	1.08	1.94	0.00	0.00	3.30	2.34	0.00	3.14	1.24
17.00	6.61	1.41	0.89	0.00	0.00	4.04	5.46	2.23	0.41	1.53	1.98	0.00	0.00	3.90	1.93	0.05	0.49	0.00	2.93	0.32	0.00	2.40	1.19
18.00	6.59	1.24	0.53	2.21	0.00	5.72	2.79	0.00	0.02	1.79	1.25	0.00	0.49	2.58	2.32	0.99	0.00	0.00	0.54	1.38	0.00	2.40	2.11
19.00	6.61	0.82	3.06	1.81	0.00	2.86	5.70	0.07	0.59	0.85	4.42	3.51	0.00	2.37	1.85	0.00	0.59	0.00	0.66	2.65	0.00	1.40	2.27
20.00	6.59	0.38	2.33	0.69	0.00	4.66	5.69	0.00	1.15	4.96	3.39	0.08	0.00	2.97	1.92	2.25	0.13	0.00	2.40	0.12	0.00	1.83	1.13
21.00	6.61	0.89	3.57	2.46	0.00	3.20	2.14	0.16	1.30	3.09	0.94	3.21	2.76	3.74	1.64	0.00	0.91	0.00	1.55	2.00	0.00	1.55	1.94
22.00	6.59	1.12	2.41	0.14	0.00	4.43	4.76	1.33	1.19	2.52	1.41	1.34	0.20	2.67	0.07	0.93	0.08	0.00	3.30	0.85	0.00	1.57	1.58
23.00	6.61	0.00	0.51	3.66	0.00	0.00	1.40	0.00	2.23	2.92	4.27	1.61	0.00	3.19	2.27	3.09	2.66	0.00	2.85	0.75	0.00	1.99	0.02
24.00	6.59	0.01	1.18	0.65	0.00	1.48	4.04	0.00	0.73	4.33	3.69	1.67	0.00	2.44	3.21	2.31	0.04	0.00	2.43	0.31	0.00	2.33	1.73
25.00	6.61	1.18	2.13	4.06	0.00	0.99	5.59	0.31	1.24	4.85	0.37	4.19	2.10	0.95	3.26	2.45	0.24	0.00	0.82	0.34	0.00	2.41	1.05
26.00	6.59	0.75	5.00	0.00	0.00	1.22	1.72	0.00	0.73	0.72	1.14	4.15	2.23	2.54	1.50	1.59	2.26	0.00	1.11	0.66	0.00	2.34	1.53
27.00	6.61	1.33	2.89	0.49	0.00	0.95	6.75	1.37	1.68	2.17	3.26	2.01	1.55	3.34	3.59	1.73	2.20	0.00	2.17	0.12	0.00	1.71	0.00
28.00	6.59	1.75	3.66	1.19	0.00	1.31	4.95	0.21	1.63	3.80	1.27	2.73	0.15	3.11	2.20	2.11	0.38	0.00	2.57	2.25	0.00	0.86	0.54
29.00	6.59	0.95	3.92	0.00	0.00	2.78	5.55	0.19	1.25	2.93	0.00	3.07	0.46	1.83	1.46	1.64	1.00	0.00	2.61	0.60	0.00	2.00	0.84
30.00	6.61	0.00	5.32	1.71	0.00	3.21	5.25	0.19	0.11	1.08	2.13	3.16	0.89	3.31	2.50	1.95	0.05	0.00	3.07	0.48	0.00	1.81	1.79
31.00	6.59	0.12	4.99	1.24	0.00	1.46	5.06	0.21	0.00	1.80	2.53	0.71	0.02	3.30	1.26	1.78	0.46	0.00	2.97	1.00	0.00	1.61	1.46
32.00	6.61	1.50	3.27	3.72	0.00	2.53	2.91	1.52	0.15	0.58	0.00	0.87	0.00	2.87	0.32	1.33	0.00	0.00	2.85	2.61	0.00	0.01	0.58
33.00	6.59	0.59	2.32	2.50	0.00	1.33	2.84	0.54	3.00	6.03	1.97	1.54	0.12	2.73	1.98	2.04	0.61	0.00	2.51	1.53	0.00	2.06	1.63
34.00	6.61	1.65	2.16	0.88	0.00	2.08	5.25	0.55	1.41	5.11	0.45	2.33	0.00	3.65	1.13	2.39	0.89	0.00	2.61	0.95	0.00	0.72	0.99
35.00	6.59	0.00	3.79	1.52	0.00	0.59	2.61	0.00	1.13	1.94	4.32	0.01	0.49	3.67	2.19	0.02	0.02	0.00	2.53	2.57	0.00	0.71	2.32
36.00	6.61	0.00	0.73	1.24	0.00	0.00	4.64	2.87	0.78	4.60	2.99	2.71	2.17	3.54	1.74	4.18	2.38	0.00	2.23	0.47	0.00	2.19	1.10
37.00	6.59	1.14	5.04	0.00	0.00	1.71	3.54	1.65	0.37	4.86	1.91	1.06	0.00	3.90	3.60	2.50	0.92	0.00	1.32	2.70	0.00	2.19	2.40
38.00	6.61	2.71	2.01	0.32	0.00	0.38	2.47	0.28	0.21	1.17	5.11	1.60	0.00	1.08	3.23	0.26	1.08	0.00	2.27	2.23	0.00	0.68	2.14
39.00	6.59	0.79	6.06	0.00	0.00	1.17	6.26	0.00	3.91	2.17	4.16	0.39	0.00	3.90	3.01	2.56	0.00	0.00	1.27	1.91	0.00	1.32	0.69
40.00	6.61	2.32	5.77	0.22	0.00	1.07	4.23	0.02	4.12	3.99	2.85	1.70	0.87	2.25	2.65	0.00	0.13	0.00	2.27	1.81	0.00	2.03	0.45
41.00	6.59	0.55	1.08	0.48	0.00	1.27	4.62	2.12	2.83	4.03	1.88	1.22	0.99	4.63	0.81	3.38	0.05	0.00	1.72	0.94	0.00	1.80	0.94
42.00	6.59	0.40	1.15	1.85	0.00	1.22	5.66	2.63	0.26	2.03	1.57	2.25	0.00	3.07	3.21	2.63	1.45	0.00	2.03	0.66	0.00	1.51	2.10
43.00	6.61	0.00	4.03	0.59	0.00	0.47	4.40	1.14	0.00	1.67	1.64	2.70	0.75	3.44	1.50	1.47	3.47	0.00	1.74	1.94	0.00	1.18	0.07
44.00	6.59	0.00	5.49	1.86	0.00	2.77	5.39	1.77	1.52	3.13	0.99	1.50	1.74	3.56	3.20	3.43	0.57	0.00	3.18	1.98	0.00	2.21	1.71
45.00	6.61	2.87	5.18	0.94	0.00	2.28	4.65	0.93	0.94	0.00	1.30	3.94	2.00	3.87	2.07	1.54	1.25	0.00	3.31	2.50	0.00	2.17	1.67
46.00	6.59	0.74	1.92	3.23	0.00	0.87	3.19	0.14	2.96	2.45	0.99	1.64	0.00	2.60	1.95	2.86	0.00	0.00	1.99	2.06	0.00	2.33	1.85
47.00	6.61	1.24	3.04	1.93	0.00	2.21	2.28	1.81	0.12	4.33	0.49	2.52	0.00	2.27	0.72	1.35	0.06	0.00	0.37	0.80	0.00	2.32	1.65
48.00	6.59	2.59	2.08	1.18	0.00	1.86	3.90	0.00	0.00	0.94	0.91	0.00	0.00	2.63	2.46	0.77	0.00	0.00	3.42	2.58	0.00	1.54	2.33
49.00	6.61	1.10	3.93	0.11	0.00	4.03	4.98	1.25	2.54	4.02	1.42	2.94	1.11	2.74	3.59	2.79	0.48	0.00	0.71	0.72	0.00	2.40	2.08
50.00	6.59	0.00	5.95	0.00	0.00	1.05	0.59	0.93	0.01	0.89	0.01	0.97	0.00	2.99	2.61	0.22	0.99	0.00	3.01	2.11	0.00	1.68	1.83
51.00	6.61	0.33	5.57	0.39	0.00	0.00	4.13	0.13	0.98	4.26	1.01	1.94	1.53	2.56	2.76	1.42	0.47	0.00	3.17	1.30	0.00	1.91	1.90
52.00	6.59	0.52	0.73	0.11	0.00	3.26	4.49	0.29	0.32	3.24	1.53	0.25	0.49	2.94	2.68	1.13	1.04	0.00	3.12	1.32	0.00	1.35	0.64
53.00	6.61	0.77	2.07	0.00	0.00	0.97	5.70	0.00	0.14	1.73	0.00	1.44	0.00	3.90	2.51	3.36	1.73	0.00	2.72	1.88	0.00	1.51	0.57
54.00	6.59	0.77	6.61	0.00	0.00	1.22	5.70	0.05	1.60	0.16	3.36	2.50	0.00	3.90	3.60	3.60	2.08	0.00	0.06	2.41	0.00	2.40	1.99
55.00	6.59	1.21	2.63	1.75	0.00	2.85	5.70	0.08	1.05	3.60	5.11	0.85	0.99	3.90	3.58	1.47	0.34	0.00	2.63	0.42	0.00	2.38	2.40
56.00	6.61	3.53	2.87	3.94	0.00	0.32	3.87	0.00	0.00	3.04	4.88	0.31	0.49	3.90	3.53	1.73	1.05	0.00	3.18	2.45	0.00	2.43	2.39
57.00	6.59	2.17	5.06	2.92	0.00	0.58	4.43	0.53	1.80	1.48	4.60	0.62	1.25	1.91	3.23	2.25	0.00	0.00	1.21	2.06	0.00	1.50	2.04
58.00	6.61	2.48	4.98	0.00	0.00	2.43	5.32	0.91	0.00	3.79	5.10	1.20	0.00	3.78	3.46	0.00	0.49	0.00	1.72	2.47	0.00	1.75	1.79
59.00	6.59	0.38	5.46	0.00	0.00	1.18	1.14	0.00	0.68	3.85	2.23	2.26	0.99	3.05	2.05	0.79	0.00	0.00	1.72	2.39	0.00	1.55	2.34
60.00	6.61	0.52	4.50	1.01	0.00	3.31	5.69	0.48	1.19	2.65	1.48	1.04	0.00	2.67	3.16	1.01	0.01	0.00	1.08	1.27	0.00	2.37	1.98
61.00	6.59	0.55	0.82	0.07	0.00	0.45	5.71	0.22	1.02	2.72	0.64	3.80	0.00	2.23	2.84	2.36	0.79	0.00	2.30	1.80	0.00	2.41	1.71
62.00	6.61	0.00	0.49	0.13	0.00	0.00	4.92	0.00	1.08	1.28	0.00	1.44	0.53	1.07	3.07	0.72	0.01	0.00	2.59	2.11	0.00	0.52	1.05
63.00	6.59	1.61	4.52	2.17	0.00	3.24	4.24	0.05	3.73	3.70	0.00	0.46	0.49	2.39	3.56	2.21	0.53	0.00	2.60	2.36	0.00	2.77	1.24
64.00	6.61	1.32	3.51	0.18	0.00	4.02	3.65	1.06	0.94	3.65	5.51	2.39	0.49	1.64	2.19	3.44	0.05	0.00	1.21	1.54	0.00	2.38	2.39
65.00	6.59	1.83	4.63	0.37	0.00	1.91	4.32	0.94	2.89	2.36	0.84	0.37	0.41	3.92	0.60	0.18	0.45	0.00	1.40	2.38	0.00	0.95	1.13
66.00	6.61	0.27	1.15	3.38	0.00	1.33	5.71	0.00	1.24	0.72	4.45	1.92	0.07	2.16	1.86	0.58	0.45	0.00	3.30	2.67	0.00	1.10	0.81
67.00	6.59	0.99	2.97	0.81	0.00	1.21	4.80	0.35	0.45	1.13	4.79	1.02	1.90	3.90	3.01	1.91	0.00	0.00	2.26	1.31	0.00	1.55	1.72
68.00	6.59	0.05	1.39	0.34	0.00	0.62	2.86	0.14	2.63	1.87	2.23	2.48	1.88	1.45	1.12	0.60	0.18	0.00	2.04	1.44	0.00	2.06	1.08
69.00	6.61	0.00	3.94	0.29	0.00	0.39	1.98	0.11	2.28	1.22	2.17	0.19	3.01	2.41	2.80	1.71	0.67	0.00	2.00	1.74	0.00	2.07	1.92
70.00	6.59	0.99	3.84	0.99	0.00	0.47	5.28	0.05	1.37	2.23	1.99	1.13	0.32	3.85	1.72	1.55	0.04	0.00	2.76	2.47	0.00	0.87	1.88
71.00	6.61	1.99	6.04	0.15	0.00	1.10	4.36	0.49	2.08	1.81	1.88	1.97	0.49	2.44	2.90	0.04	2.01	0.00	1.31	1.98	0.00	1.05	0.98
72.00	6.59	0.01	5.28	0.47	0.00	3.36	4.65	0.05	0.65	3.69	3.49	0.31	0.69	3.62	2.72	1.06	0.01	0.00	2.17	1.85	0.00	1.65	1.79
73.00	6.61	0.55	3.44	3.05	0.00	3.06	4.46	0.00	0.05	2.58	0.00	2.04	0.00	3.12	1.67	1.74	0.09	0.00	0.40	1.32	0.00	1.86	1.61
74.00	6.59	0.01	2.66	0.53	0.00	1.04	4.64	0.00	3.36	3.38	3.86	0.45	0.00	3.82	2.32	2.18	0.93	0.00	2.51	2.21	0.00	2.41	0.60
