Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.730s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	8.68	7.77	7.80	1.39	1.18	0.39	0.95	0.00	0.99	0.41	1.25	0.00	0.18	3.01	0.21	1.54	2.72	1.44	1.02
3.00	8.70	7.80	7.80	3.72	3.66	0.25	3.50	0.31	0.74	1.86	2.76	0.01	0.00	0.74	0.00	0.53	3.00	3.29	2.25
4.00	8.70	7.81	7.81	3.53	4.70	0.24	5.83	0.21	4.55	1.91	0.00	3.78	3.53	1.98	0.00	0.61	1.87	3.13	1.59
5.00	8.70	7.80	7.80	2.56	1.04	0.48	2.06	0.00	2.92	3.82	2.53	3.58	1.84	1.22	0.64	0.74	1.14	1.97	0.16
6.00	8.69	7.80	7.80	0.08	1.57	1.86	3.26	0.28	4.86	0.06	0.00	2.18	0.34	4.19	2.08	2.19	2.31	3.20	0.00
7.00	8.70	7.81	7.81	0.00	0.67	3.43	5.99	2.48	5.41	4.96	0.00	0.13	1.75	4.20	0.08	0.06	3.62	3.31	0.00
8.00	8.70	7.80	7.80	0.00	5.04	3.54	5.90	3.21	4.07	4.82	0.00	5.35	0.49	4.05	0.00	0.00	3.59	3.30	0.00
9.00	8.70	7.80	7.80	1.74	0.40	0.08	5.94	0.00	3.87	0.15	1.25	1.19	0.06	4.20	0.00	0.00	2.46	0.78	0.00
10.00	8.70	7.81	7.81	0.00	6.48	0.60	4.55	0.52	5.39	1.73	4.57	0.99	3.52	4.19	0.72	0.65	3.82	0.00	0.00
11.00	8.69	7.80	7.80	0.00	6.47	0.73	0.19	0.75	1.17	0.12	0.00	3.98	1.48	2.18	0.88	3.65	3.30	0.00	0.00
12.00	8.70	7.81	7.80	3.31	4.11	0.62	0.49	0.57	5.39	0.20	0.00	1.50	0.19	3.58	0.00	0.59	2.39	0.00	0.00
13.00	8.70	7.80	7.81	7.80	6.55	0.00	0.99	0.00	5.41	1.48	0.00	0.00	0.75	4.13	2.84	2.83	0.75	0.00	0.00
14.00	8.70	7.80	7.80	0.13	5.15	1.00	2.36	0.92	5.36	2.52	1.28	0.00	2.84	4.05	0.00	1.44	2.44	0.00	0.00
15.00	8.70	7.81	7.81	0.00	6.57	2.11	5.12	1.79	5.44	1.59	0.00	0.00	3.89	4.24	0.00	0.02	3.59	0.00	0.00
16.00	8.69	7.80	7.80	1.94	2.72	0.98	4.69	0.92	1.87	0.69	3.36	0.00	2.39	3.59	1.73	1.60	0.65	0.00	0.00
17.00	8.70	7.80	7.80	0.93	4.12	0.40	4.66	0.33	1.59	1.97	1.91	0.00	2.33	1.59	0.40	1.40	0.21	0.00	1.61
18.00	8.70	7.81	7.81	5.15	0.00	0.73	3.62	0.68	3.53	4.91	5.10	0.00	1.60	4.19	0.00	1.93	0.00	3.19	2.70
19.00	8.70	7.80	7.80	1.55	2.25	1.14	2.73	1.06	4.19	4.29	5.10	0.00	0.15	1.72	1.01	2.17	1.40	1.39	2.28
20.00	8.70	7.80	7.80	0.00	4.58	0.11	0.12	0.11	5.39	5.10	5.09	0.00	0.00	0.00	0.02	0.04	2.51	0.00	0.01
21.00	8.69	7.81	7.81	0.00	6.61	0.00	4.52	0.00	5.42	4.80	5.11	0.00	3.23	3.42	1.77	1.81	2.91	1.44	0.07
22.00	8.70	7.80	7.80	0.99	5.73	1.17	2.67	0.91	4.78	1.87	4.29	0.00	3.12	4.20	0.33	1.35	2.54	3.29	0.00
23.00	8.70	7.81	7.80	1.53	4.73	2.40	4.23	0.00	4.58	1.48	4.85	0.94	0.00	4.20	0.58	1.12	3.21	3.31	2.58
24.00	8.70	7.80	7.81	0.58	2.12	0.00	1.17	0.00	5.39	0.68	5.10	3.67	2.17	4.20	0.00	2.97	3.04	3.12	1.79
25.00	8.69	7.80	7.80	0.93	0.77	0.00	3.36	0.00	5.39	0.99	5.10	2.96	1.30	4.19	0.00	0.00	2.27	3.30	2.58
26.00	8.70	7.81	7.81	2.56	3.86	4.09	1.58	0.00	4.10	0.00	5.11	2.17	0.69	4.20	0.00	0.00	2.48	3.29	2.61
27.00	8.70	7.80	7.80	2.30	5.79	2.97	0.49	0.00	5.39	2.99	5.04	0.57	0.00	4.18	0.00	0.15	3.59	3.30	0.29
28.00	8.70	7.80	7.80	4.68	3.73	1.47	4.47	0.01	5.28	1.90	2.77	0.00	0.64	3.39	0.00	0.32	3.32	1.46	0.00
29.00	8.70	7.81	7.81	5.90	4.97	1.90	4.16	1.71	5.30	1.94	0.49	0.00	2.24	4.17	0.00	1.59	3.36	3.07	0.00
30.00	8.69	7.80	7.80	0.00	4.62	0.52	0.59	0.39	5.41	2.41	4.42	0.00	2.06	4.22	0.04	0.81	3.23	3.21	0.00
31.00	8.70	7.80	7.80	0.00	6.59	0.41	0.81	0.37	5.39	1.30	4.99	0.00	3.38	4.18	0.11	0.15	3.59	3.27	0.00
32.00	8.70	7.81	7.81	3.92	2.93	0.00	5.64	0.00	4.65	0.68	4.97	0.00	0.00	4.22	1.67	1.26	3.60	0.44	1.14
33.00	8.70	7.80	7.80	0.00	7.24	3.10	5.99	2.77	5.39	2.26	1.97	0.00	0.65	4.19	1.51	1.61	3.60	0.00	0.00
34.00	8.70	7.81	7.81	0.00	6.59	1.77	6.01	1.59	5.31	3.46	5.10	0.00	1.39	3.64	0.00	0.00	3.60	0.00	0.20
35.00	8.69	7.80	7.80	0.00	3.18	3.14	5.94	2.86	5.31	4.00	5.10	0.00	5.29	1.99	0.51	3.44	3.47	0.49	0.00
36.00	8.70	7.80	7.80	0.00	6.11	1.47	4.39	0.27	2.01	2.43	2.76	0.00	3.83	3.54	1.67	2.01	3.49	0.00	0.09
37.00	8.70	7.81	7.81	0.00	5.51	2.86	0.54	0.00	5.58	5.10	0.00	0.00	4.40	4.38	1.18	1.15	3.60	0.00	0.00
38.00	8.70	7.80	7.80	0.19	6.28	0.45	5.99	0.35	1.15	3.03	0.00	0.00	2.54	4.10	0.01	0.53	3.38	0.00	0.00
39.00	8.70	7.80	7.80	0.00	5.92	0.08	3.29	0.05	5.41	2.71	0.00	0.00	2.20	2.77	3.18	3.21	1.83	0.00	0.00
40.00	8.69	7.81	7.81	0.00	6.14	1.63	0.51	1.48	5.39	5.71	0.00	0.00	4.04	3.53	1.42	3.74	3.60	0.00	0.00
41.00	8.70	7.80	7.80	0.00	6.61	0.62	1.54	0.38	5.39	5.08	0.00	0.00	1.80	0.49	0.00	1.85	3.59	0.00	0.00
42.00	8.70	7.80	7.80	0.00	6.45	1.14	6.01	1.06	5.41	3.46	3.37	1.39	2.32	4.20	0.98	1.66	3.59	0.64	0.00
43.00	8.70	7.81	7.81	0.00	5.23	1.05	5.78	0.94	5.19	5.24	0.51	0.00	2.34	4.20	1.40	3.11	3.60	0.33	0.00
44.00	8.70	7.80	7.80	6.57	5.55	2.32	3.29	0.62	1.74	4.30	1.59	0.49	1.84	3.12	0.00	0.85	3.06	0.00	0.00
45.00	8.69	7.81	7.81	5.30	6.58	1.07	6.03	0.00	0.00	5.06	0.00	0.00	4.25	4.20	0.34	1.54	1.33	0.00	0.00
46.00	8.70	7.80	7.80	1.32	6.62	0.29	5.44	0.20	5.18	5.13	0.49	2.21	3.78	3.96	2.94	3.27	3.38	0.00	0.09
47.00	8.70	7.80	7.80	0.99	6.37	0.27	3.97	0.12	5.39	2.70	0.00	0.77	3.40	2.66	2.71	3.44	3.23	0.00	0.00
48.00	8.70	7.81	7.81	3.57	6.37	0.00	2.36	0.00	2.93	0.00	1.98	4.55	3.32	4.04	2.43	2.41	1.71	1.77	0.01
49.00	8.69	7.80	7.80	4.43	5.44	0.65	1.64	0.08	5.41	3.86	0.57	0.95	3.39	2.01	0.64	0.69	3.59	0.84	1.72
50.00	8.70	7.80	7.80	1.17	6.09	1.31	0.00	1.10	4.97	4.40	0.00	1.21	1.84	2.03	0.95	0.94	3.26	0.00	0.45
51.00	8.70	7.81	7.81	7.43	6.61	1.08	0.00	1.00	5.43	4.86	1.48	0.49	1.46	0.59	0.38	1.26	3.31	0.00	0.00
52.00	8.70	7.80	7.80	0.47	6.59	1.65	3.06	1.52	5.41	0.72	0.00	0.00	4.51	4.20	0.00	0.00	3.60	0.00	0.00
53.00	8.70	7.80	7.80	5.51	6.31	0.27	2.87	0.24	5.41	3.77	0.00	0.49	4.05	3.29	0.12	0.74	3.52	0.00	2.51
54.00	8.69	7.81	7.81	5.12	6.61	0.77	3.10	0.00	5.39	0.27	0.00	0.08	4.50	4.10	0.06	1.12	3.60	0.00	2.70
55.00	8.70	7.80	7.80	4.53	6.52	1.77	6.02	0.61	5.41	0.47	0.00	0.00	4.51	4.20	0.00	1.77	3.60	0.00	2.70
56.00	8.70	7.81	7.81	2.72	6.17	1.22	3.85	0.00	4.73	0.58	4.31	0.00	3.18	4.05	1.04	0.27	3.44	0.00	2.70
57.00	8.70	7.80	7.80	0.00	6.39	2.66	4.51	0.00	5.38	1.98	5.09	4.83	4.27	3.94	0.38	0.92	0.72	0.00	2.70
58.00	8.70	7.80	7.80	0.00	2.81	6.43	0.11	0.00	5.33	0.42	5.02	0.44	4.16	3.36	0.00	3.46	4.46	0.00	2.70
59.00	8.69	7.81	7.81	3.52	3.19	2.13	6.11	0.39	3.91	2.36	5.10	2.25	3.37	3.17	0.49	2.38	1.61	4.24	0.01
60.00	8.70	7.80	7.80	0.99	5.85	1.40	3.87	0.00	5.41	5.09	5.00	0.00	4.32	4.04	0.00	0.95	2.30	3.30	0.00
61.00	8.70	7.80	7.80	0.00	6.62	0.61	2.94	0.00	5.41	5.11	0.00	0.00	4.55	4.20	0.00	4.05	3.60	3.30	0.00
62.00	8.70	7.81	7.81	0.99	6.04	0.00	5.44	0.00	1.50	4.40	0.00	4.51	1.11	3.69	0.99	0.48	3.20	3.31	0.04
63.00	8.70	7.80	7.80	7.75	3.26	0.00	6.01	0.00	5.94	0.49	0.00	4.80	3.12	4.20	0.00	0.91	3.60	3.30	0.00
64.00	8.69	7.80	7.80	5.56	6.59	1.79	6.01	1.64	5.41	0.00	0.00	1.72	2.32	3.32	0.46	2.14	3.60	2.59	0.00
65.00	8.70	7.81	7.81	0.05	6.61	0.14	5.62	0.16	5.39	2.97	0.00	0.00	1.21	4.19	0.00	1.63	3.57	0.00	0.00
66.00	8.70	7.80	7.80	0.00	6.55	0.26	5.43	0.24	5.37	2.26	0.00	0.00	1.34	4.16	1.24	3.46	2.71	0.00	0.00
67.00	8.70	7.81	7.81	0.00	5.86	0.28	2.30	0.29	2.70	1.38	1.83	0.00	2.71	4.25	0.80	3.01	3.42	0.00	0.00
68.00	8.69	7.80	7.80	3.01	6.59	0.47	1.66	0.45	1.55	3.58	2.40	0.00	4.40	4.03	0.00	0.21	3.60	0.00	0.00
69.00	8.70	7.80	7.80	0.00	6.61	0.02	5.99	0.04	5.39	5.10	0.00	0.00	4.37	4.20	0.00	0.58	3.59	0.00	0.00
70.00	8.70	7.81	7.81	0.00	6.59	1.27	6.01	1.19	5.41	5.10	0.00	0.00	4.29	4.20	1.10	1.61	3.60	0.00	0.00
71.00	8.70	7.80	7.80	0.00	6.35	5.15	1.25	0.24	2.26	4.93	0.49	0.00	2.23	4.17	2.48	2.58	2.83	0.00	0.00
72.00	8.70	7.80	7.80	0.00	5.94	5.51	5.44	1.47	5.41	5.10	0.00	0.00	1.54	4.20	0.59	1.77	3.51	0.00	0.00
73.00	8.69	7.81	7.81	0.00	5.78	0.75	4.51	0.65	5.41	5.04	0.00	0.00	0.06	4.19	0.00	2.03	3.59	0.00	0.00
74.00	8.70	7.80	7.80	0.49	6.59	2.13	5.05	0.00	4.02	2.33	2.06	4.26	1.51	0.89	0.11	0.04	1.35	0.00	2.92
75.00	8.70	7.80	7.80	0.99	2.98	2.74	5.20	2.45	4.96	3.52	0.00	4.83	1.22	0.34	0.00	0.72	1.20	0.00	1.75
76.00	8.70	7.81	7.81	0.49	2.99	0.12	1.78	0.00	5.12	3.31	0.00	4.70	2.61	2.71	0.00	0.00	1.30	0.00	2.70
77.00	8.70	7.80	7.80	0.00	2.70	2.00	2.77	0.00	5.12	3.76	0.49	4.73	2.43	4.18	0.45	0.78	1.60	0.00	2.68
78.00	8.69	7.81	7.81	0.00	5.77	1.32	5.99	0.00	4.26	4.59	0.00	2.06	2.99	3.83	0.00	0.00	3.53	0.00	2.68
79.00	8.70	7.80	7.80	0.00	3.33	0.49	6.01	0.00	5.41	5.11	0.00	0.00	4.51	4.20	0.00	0.49	3.60	0.00	2.73
80.00	8.70	7.80	7.80	0.49	4.89	0.18	4.79	0.16	5.03	4.30	0.49	3.18	3.31	2.48	0.65	0.69	3.59	0.00	2.36
81.00	8.70	7.81	7.81	0.99	3.96	0.13	3.69	0.20	0.18	4.15	0.99	3.92	4.16	1.97	2.52	2.51	3.49	0.00	2.70
82.00	8.70	7.80	7.80	3.63	5.83	1.10	4.66	0.85	6.19	5.90	5.22	0.00	0.92	0.74	0.85	0.85	0.48	0.00	2.50
83.00	8.69	7.80	7.80	4.38	6.59	0.52	5.66	0.00	5.41	4.86	2.59	0.99	1.37	1.95	0.25	3.09	1.15	0.00	2.14
84.00	8.70	7.81	7.81	0.00	6.61	0.99	6.01	0.00	5.41	5.10	0.00	0.00	1.18	1.54	2.63	2.14	2.61	0.00	2.70
85.00	8.70	7.80	7.80	0.00	6.59	0.00	5.99	0.00	5.39	5.11	0.00	0.00	1.18	4.20	0.05	0.06	3.60	0.00	2.71
86.00	8.70	7.80	7.80	1.50	6.44	1.72	6.01	0.00	5.41	4.82	0.00	0.00	0.04	4.19	0.00	0.20	3.52	0.00	2.68
87.00	8.70	7.81	7.81	0.49	6.14	1.95	5.62	0.29	5.33	3.14	1.28	3.24	1.19	4.19	0.29	0.95	3.20	0.00	2.70
88.00	8.69	7.80	7.80	0.00	5.31	0.69	1.77	0.65	5.46	0.00	0.00	4.80	1.08	4.20	0.00	3.92	3.62	0.00	2.72
89.00	8.70	7.81	7.81	0.99	4.30	0.00	4.38	0.00	5.41	0.64	0.00	4.80	0.01	4.19	0.00	3.90	3.60	0.00	2.70
90.00	8.70	7.80	7.80	0.00	2.01	0.00	5.71	0.00	5.39	1.18	0.49	4.80	3.42	4.06	0.00	3.79	3.59	0.00	2.70
91.00	8.70	7.80	7.80	0.00	5.68	0.26	5.99	0.15	5.41	0.72	0.00	4.79	4.39	4.19	0.00	3.79	3.60	0.00	2.71
