Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.118s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	9.60	1.44	1.70	4.52	4.26	0.00	0.00	0.85	0.00	3.42	2.48	3.12	0.00	0.09	1.93
3.00	9.60	1.53	1.88	2.28	3.03	0.15	0.60	0.05	2.96	1.45	1.28	1.37	0.06	1.10	1.26
4.00	9.60	6.11	4.79	1.33	1.28	1.21	1.86	0.42	4.09	3.94	2.26	2.33	0.00	1.70	2.46
5.00	9.60	5.99	4.76	3.67	5.92	0.33	1.12	0.00	3.86	1.78	0.55	2.40	1.31	3.00	2.06
6.00	9.61	5.05	6.52	2.64	3.52	0.77	1.40	2.28	1.01	2.93	1.08	2.87	1.99	0.18	2.58
7.00	9.60	1.47	4.52	2.32	4.20	2.27	0.00	1.61	2.46	3.24	2.51	3.52	0.92	0.98	2.78
8.00	9.60	2.71	1.07	3.38	3.24	0.18	0.00	1.83	2.98	3.39	1.61	1.58	0.99	1.12	2.30
9.00	9.60	0.18	6.57	6.98	3.76	2.18	2.05	0.00	4.80	1.24	1.01	4.50	0.52	3.50	3.00
10.00	9.60	2.56	2.57	3.23	2.60	0.41	1.59	1.38	3.79	0.88	2.04	4.19	0.04	1.46	1.44
11.00	9.61	0.49	0.00	2.85	3.80	1.19	0.13	2.10	4.85	3.66	3.25	3.19	1.97	3.24	1.53
12.00	9.60	2.71	0.00	6.78	4.47	0.81	2.01	1.10	4.68	4.09	4.27	0.95	3.33	3.70	2.92
13.00	9.60	3.45	2.78	2.93	5.70	2.34	1.41	1.41	4.73	4.79	3.45	4.63	3.44	2.70	2.99
