Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.378s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	7.77	0.00	0.91	0.37	1.53	0.48	0.00	0.00	0.00	0.00	0.00	1.25	0.97	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26
3.00	7.80	0.00	1.80	0.77	2.27	1.52	0.88	0.21	1.06	0.95	0.05	3.26	1.70	0.40	0.20	0.00	0.00	0.79	0.00	0.38	0.09	0.00	0.00	1.30
4.00	7.81	0.00	1.11	3.64	1.79	0.00	4.11	0.64	1.11	2.43	0.00	2.87	2.24	2.77	0.20	0.00	0.00	0.00	0.00	1.07	0.01	0.00	0.02	0.68
5.00	7.80	5.35	0.00	0.00	1.66	0.00	4.70	1.06	5.08	2.97	0.00	0.00	4.89	1.97	0.54	0.00	0.00	0.00	0.48	2.10	0.26	0.71	0.00	1.07
6.00	7.80	6.82	1.48	2.70	2.52	0.00	0.20	0.00	5.06	2.00	0.00	0.00	4.13	0.73	0.81	0.00	0.00	0.00	2.00	2.43	0.51	1.12	0.71	1.21
7.00	7.81	6.91	1.41	4.78	1.42	0.00	3.80	0.26	4.82	1.41	0.00	1.67	3.74	0.05	0.00	0.00	0.00	0.00	0.00	2.32	0.00	1.80	0.37	1.38
8.00	7.80	6.44	0.87	1.40	0.94	0.00	1.84	0.00	5.06	3.42	0.00	2.11	2.61	0.46	0.71	0.49	0.00	0.00	0.21	0.49	0.26	1.67	0.12	1.47
9.00	7.80	6.59	2.34	0.48	2.96	2.48	4.12	0.75	1.98	1.27	0.24	4.24	2.63	1.11	0.41	0.68	0.00	0.35	1.38	2.27	0.13	1.71	0.14	0.73
10.00	7.81	2.14	2.16	1.74	1.84	0.00	2.24	1.07	3.60	1.78	0.00	1.75	1.37	2.04	0.62	2.06	0.14	0.00	0.64	0.00	0.29	0.55	0.00	0.75
11.00	7.80	0.00	4.95	2.32	0.49	0.00	4.29	0.81	5.04	4.55	0.00	1.46	4.13	0.02	0.84	0.94	0.37	0.00	3.04	0.49	0.49	0.00	0.00	1.92
12.00	7.81	2.34	3.04	1.45	1.22	0.00	1.70	1.63	3.91	1.99	0.00	2.57	1.91	0.99	0.01	0.00	0.16	0.00	0.97	0.38	0.00	0.57	0.41	1.27
13.00	7.80	5.99	3.84	1.04	5.09	0.22	6.37	1.51	2.40	0.99	0.00	4.19	1.24	1.66	0.16	0.49	1.35	0.12	1.79	1.05	0.08	0.67	0.49	1.27
14.00	7.80	3.03	1.39	5.38	0.00	0.00	1.04	1.95	4.58	1.18	0.00	2.72	0.41	1.06	0.00	0.00	0.65	0.00	1.30	0.08	0.00	0.71	0.81	0.95
15.00	7.81	6.21	4.56	4.02	0.00	1.07	4.86	0.38	1.35	3.18	0.00	1.04	2.50	0.00	0.20	0.00	1.91	0.65	2.70	1.00	0.09	1.63	1.06	0.46
16.00	7.80	3.57	0.00	2.38	0.64	0.39	1.52	1.48	4.71	3.53	0.00	1.94	0.40	0.20	0.01	0.00	0.73	0.24	1.63	0.00	0.00	1.02	0.69	0.26
