Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.436s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	9.84	7.47	6.58	0.00	1.00	1.14	0.00	0.02	0.00	0.75	1.44	0.46	1.35	0.07	0.00	0.89	0.16	0.77	0.18	0.00	0.65	0.05	0.04
3.00	9.90	7.50	6.59	2.08	1.97	3.05	1.12	2.51	1.48	1.06	0.79	0.81	4.52	2.65	0.00	1.41	0.74	0.62	2.08	0.08	0.08	0.94	0.00
4.00	9.90	7.50	6.61	2.51	1.37	3.79	2.00	4.19	1.04	0.97	0.67	0.54	0.59	3.18	1.21	0.39	0.04	0.34	2.08	0.61	0.53	1.42	0.00
5.00	9.89	7.50	6.59	1.48	0.79	4.96	3.39	3.91	1.66	0.39	0.78	2.70	0.25	1.42	0.00	2.54	0.38	0.00	3.58	1.42	1.51	0.53	0.00
6.00	9.90	7.50	6.61	2.76	0.67	5.37	1.79	4.55	4.83	1.77	1.68	4.00	0.66	2.23	0.00	3.30	0.28	0.00	3.31	1.61	2.14	0.00	0.45
7.00	9.90	7.50	6.59	6.31	1.63	3.39	2.51	2.78	1.67	0.49	0.33	1.22	0.00	3.37	0.00	1.73	1.11	0.00	2.54	0.00	1.41	1.57	0.00
8.00	9.89	7.50	6.61	1.10	2.86	5.10	3.70	1.53	1.59	0.00	1.50	0.13	0.00	0.89	0.00	0.25	1.98	2.14	3.20	0.00	0.00	1.77	0.00
9.00	9.90	7.50	6.59	1.91	0.15	2.72	3.46	5.10	5.11	0.00	0.94	1.57	0.00	1.91	0.00	1.26	0.11	3.62	3.60	0.00	0.00	2.40	0.38
10.00	9.90	7.49	6.61	1.48	2.07	1.93	1.32	0.86	2.74	0.81	0.06	0.02	4.36	3.26	0.00	0.88	1.39	2.79	2.90	0.00	1.71	2.39	0.00
11.00	9.89	7.50	6.59	0.49	3.12	3.01	0.78	2.51	0.80	4.79	3.14	1.64	4.51	3.01	0.00	0.32	2.17	1.40	2.39	0.00	1.33	2.40	0.00
