Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (7.135s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	6.88	6.29	6.28	0.06	0.60	0.99	0.00	0.00	0.27	0.00	1.22	1.08	0.00	0.00	0.00	0.59	0.09	0.13	0.31	0.62	0.25	0.00	0.29	0.00	0.00
3.00	6.90	6.30	6.30	0.73	3.17	2.11	0.00	0.00	2.60	0.99	1.75	1.35	2.17	0.00	0.00	1.57	2.96	1.66	1.40	0.82	0.00	1.31	0.00	0.00	0.00
4.00	6.90	6.30	6.30	1.50	0.57	3.51	1.26	0.55	0.00	2.10	1.33	3.73	0.72	0.54	0.95	3.40	3.16	0.81	1.17	2.23	0.65	0.64	0.59	0.00	0.00
5.00	6.90	6.30	6.30	1.05	3.96	3.91	0.49	2.72	1.92	0.79	1.34	2.87	2.40	2.57	0.41	3.80	2.76	0.09	0.00	1.44	1.52	0.61	0.26	0.21	0.08
6.00	6.90	6.30	6.30	1.59	3.74	4.76	2.61	0.00	0.42	3.86	3.97	3.29	3.47	4.20	0.14	2.97	1.48	2.46	1.55	0.91	2.53	0.32	0.00	0.54	0.14
7.00	6.90	6.30	6.30	1.44	1.30	5.25	2.63	2.80	4.70	0.91	3.53	2.92	0.00	2.92	0.05	3.91	3.70	0.49	0.46	2.61	1.80	0.60	0.69	0.00	0.00
8.00	6.90	6.30	6.30	0.49	2.45	4.40	0.28	0.73	2.31	0.49	2.38	1.75	2.52	0.42	0.00	2.40	3.44	0.78	2.00	0.15	0.89	1.11	0.98	0.48	0.13
9.00	6.90	6.30	6.30	0.86	2.48	3.45	0.00	0.00	2.84	0.00	4.99	0.87	4.36	0.00	0.74	0.00	3.60	1.25	0.18	1.45	1.59	1.50	1.27	0.57	0.09
10.00	6.90	6.30	6.30	2.45	1.90	2.81	0.68	0.67	0.00	0.00	2.83	2.45	4.04	3.49	1.00	0.54	3.60	3.56	1.05	2.48	1.77	1.32	0.00	0.41	0.08
11.00	6.90	6.30	6.30	1.39	3.25	4.07	2.26	4.79	0.92	0.00	0.49	0.14	2.11	3.93	0.53	3.94	0.89	0.93	0.00	0.18	1.71	0.65	1.34	0.55	0.15
12.00	6.90	6.30	6.30	1.12	0.19	1.42	0.71	3.23	0.00	1.05	1.44	3.14	3.18	3.26	0.68	3.33	0.87	0.88	0.12	2.61	1.73	1.47	1.51	0.33	0.11
13.00	6.90	6.30	6.30	4.33	2.37	1.79	3.40	4.44	0.00	3.32	3.47	0.42	1.48	3.96	0.00	4.13	2.05	1.84	0.99	2.72	1.81	1.78	1.28	0.00	0.00
14.00	6.90	6.30	6.30	2.54	1.45	4.20	1.54	1.44	2.43	4.02	1.79	0.57	4.36	3.34	0.00	3.89	3.45	2.73	1.66	2.41	1.79	1.14	0.62	0.12	0.05
15.00	6.90	6.30	6.30	1.19	2.10	1.52	2.41	0.00	0.02	3.04	1.55	3.63	4.47	4.15	0.69	1.73	3.06	3.27	0.61	0.19	1.80	1.26	1.24	0.00	0.01
16.00	6.90	6.30	6.30	1.99	2.96	5.28	2.93	1.46	1.39	4.27	1.85	3.00	4.52	2.43	0.00	0.75	3.49	1.34	0.73	0.00	1.79	1.74	1.22	0.00	0.00
17.00	6.89	6.30	6.30	0.00	3.89	0.52	4.15	0.47	2.94	3.67	3.96	1.58	4.51	2.10	0.00	2.68	3.62	0.00	0.77	0.27	1.71	1.50	0.59	0.16	0.05
18.00	6.90	6.30	6.30	3.90	2.06	0.00	1.70	4.89	0.55	4.35	1.64	1.25	3.94	1.60	0.00	3.25	3.58	1.94	0.00	2.00	1.73	1.42	1.73	0.08	0.02
19.00	6.90	6.30	6.30	4.88	1.05	1.97	1.58	3.16	0.24	4.76	4.51	0.00	1.02	0.49	0.00	2.00	3.62	3.64	0.00	2.71	1.83	1.50	1.28	0.00	0.00
20.00	6.90	6.30	6.30	1.66	4.39	1.40	0.58	0.01	2.37	3.42	4.37	1.40	0.00	2.97	0.15	3.65	3.59	3.20	0.41	0.75	1.48	1.51	1.46	0.07	0.06
21.00	6.90	6.30	6.30	0.55	0.00	2.71	1.01	4.49	4.06	1.75	2.19	3.50	4.90	1.26	2.94	3.92	3.60	3.00	0.59	2.97	1.17	1.41	0.92	0.11	0.02
22.00	6.90	6.30	6.30	0.00	2.83	4.50	0.61	0.24	3.97	2.99	3.24	2.67	3.52	1.90	0.38	3.89	3.59	2.20	2.33	2.63	1.87	1.48	0.97	0.08	0.01
23.00	6.90	6.30	6.30	0.49	0.57	5.11	2.80	1.48	0.49	4.82	4.56	3.26	1.41	0.99	0.27	3.83	3.62	0.00	1.57	1.65	1.50	1.52	0.98	0.01	0.00
24.00	6.90	6.30	6.30	2.12	0.94	5.05	1.87	4.04	1.72	1.67	4.40	0.00	2.03	0.58	0.00	1.06	3.60	3.74	0.49	0.20	1.93	1.50	0.07	0.48	0.11
25.00	6.90	6.30	6.30	0.62	1.87	3.00	1.99	3.66	1.15	4.80	4.02	1.35	2.40	0.32	0.00	3.52	2.94	0.38	0.82	1.47	1.67	1.50	1.50	0.02	0.01
