Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.062s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	8.35	8.03	2.58	0.00	4.22	3.07	0.38	1.41	0.00	0.00	0.60
3.00	8.40	8.10	1.58	0.00	3.38	2.87	0.00	0.49	0.00	0.00	0.02
4.00	8.40	8.10	5.85	0.00	7.81	5.71	0.00	6.44	0.00	0.00	0.00
5.00	8.41	8.10	2.85	0.55	2.70	2.18	0.00	1.97	0.00	0.89	0.00
6.00	8.40	8.10	1.94	0.00	4.26	6.54	0.00	2.74	0.00	1.20	0.00
7.00	8.40	8.10	0.00	2.00	7.38	5.70	0.00	6.06	0.00	1.40	0.00
8.00	8.41	8.09	6.24	0.09	1.73	1.17	0.02	1.61	0.00	0.94	0.48
9.00	8.40	8.10	3.31	0.00	7.36	3.74	0.00	6.22	0.00	0.45	0.00
10.00	8.40	8.10	7.81	0.00	6.89	5.70	2.71	5.41	0.00	3.14	3.29
11.00	8.41	8.10	7.80	0.00	6.91	5.70	0.05	5.39	0.00	5.10	0.08
12.00	8.40	8.10	7.80	0.00	6.90	5.69	0.00	5.41	0.00	5.10	0.00
13.00	8.40	8.10	7.81	0.00	6.90	5.71	0.00	5.39	0.00	5.10	0.00
14.00	8.41	8.09	7.80	0.00	6.89	5.70	0.00	5.41	0.00	5.10	0.00
15.00	8.40	8.10	7.80	0.00	6.91	5.70	0.00	5.39	0.00	5.10	0.00
16.00	8.40	8.10	7.81	0.00	6.89	5.69	0.00	5.41	0.00	5.11	0.00
17.00	8.41	8.10	7.74	0.00	6.90	5.71	0.00	5.39	0.00	5.10	0.00
18.00	8.40	8.10	7.80	0.00	6.90	5.70	0.00	5.41	0.00	5.10	0.00
19.00	8.40	8.10	7.80	0.00	6.90	5.70	0.00	5.39	0.00	5.10	0.00
20.00	8.40	8.09	7.81	0.00	6.90	5.70	0.00	5.41	0.00	5.10	0.00
21.00	8.41	8.10	7.80	0.00	6.90	5.70	0.00	5.41	0.00	5.10	0.00
22.00	8.40	8.10	7.81	0.00	6.90	5.70	0.00	5.39	0.00	5.10	0.00
23.00	8.40	8.10	7.80	0.00	6.90	5.70	0.00	5.41	0.00	5.10	0.00
24.00	8.41	8.10	7.81	0.00	6.90	5.70	0.00	5.39	0.00	5.10	0.00
25.00	8.40	8.10	7.80	0.00	6.90	5.70	0.00	5.41	0.00	5.10	0.00
