Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.760s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	6.84	6.57	5.72	1.83	0.00	0.01	4.83	0.00	0.00	0.00	0.03	3.21
3.00	6.86	6.58	5.73	0.00	0.06	0.01	5.14	0.03	0.00	0.00	3.35	3.44
4.00	6.87	6.58	5.72	0.06	0.47	0.00	5.15	0.02	1.71	0.00	3.44	3.43
5.00	6.86	6.58	5.73	0.01	0.08	0.02	5.14	5.33	4.86	0.00	3.43	3.44
6.00	6.87	6.58	5.72	0.01	0.00	0.00	5.15	4.78	1.99	0.00	3.43	3.44
7.00	6.86	6.58	5.73	0.56	0.00	0.01	4.94	2.40	5.79	1.45	3.43	3.44
8.00	6.86	6.58	5.72	0.04	0.00	0.12	5.31	4.99	4.90	1.01	3.45	3.41
9.00	6.87	6.58	5.73	0.00	0.42	3.27	5.18	2.82	3.60	1.71	2.79	3.40
10.00	6.86	6.58	5.72	0.43	1.80	3.19	5.12	4.01	3.96	0.21	2.80	3.48
11.00	6.87	6.58	5.73	0.70	1.30	4.98	5.18	4.91	2.43	0.00	3.14	3.43
12.00	6.86	6.58	5.72	0.30	0.02	5.53	5.15	2.58	0.20	0.00	3.49	3.44
13.00	6.86	6.58	5.73	4.76	0.00	5.44	5.14	4.13	0.02	0.00	3.43	3.44
14.00	6.87	6.58	5.72	5.42	0.00	5.42	5.14	4.82	0.28	0.00	3.44	3.37
15.00	6.86	6.58	5.73	4.58	0.00	5.45	4.36	3.75	5.17	0.00	3.43	3.39
16.00	6.87	6.58	5.72	4.99	0.00	5.36	4.84	4.02	5.00	0.00	3.39	3.54
17.00	6.86	6.57	5.73	2.66	0.00	3.23	5.12	5.08	4.87	1.04	3.28	3.43
18.00	6.87	6.58	5.72	2.21	0.01	0.00	4.30	2.21	4.87	2.59	1.77	3.44
19.00	6.86	6.58	5.73	4.87	0.00	0.90	5.12	0.00	2.83	0.00	3.36	2.00
20.00	6.86	6.58	5.72	0.55	0.00	5.56	5.02	0.00	0.62	0.00	3.41	2.86
21.00	6.87	6.58	5.73	6.27	0.00	5.46	5.26	0.00	5.24	0.00	3.39	2.38
22.00	6.86	6.58	5.72	4.57	0.00	5.45	5.15	0.00	4.86	0.00	3.43	0.00
23.00	6.87	6.58	5.73	4.30	0.00	4.85	5.15	0.00	4.36	0.00	3.11	4.13
24.00	6.86	6.58	5.72	5.27	0.00	5.31	5.14	0.00	4.75	0.12	3.34	3.44
25.00	6.86	6.58	5.73	5.47	0.00	5.48	5.15	0.00	2.75	0.36	3.44	3.43
26.00	6.87	6.58	5.72	3.39	0.00	2.55	5.14	0.00	0.00	2.62	2.43	3.44
