Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.369s)
CreateVariables () DONE !!!
Creating 24 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23
2.00	8.09	0.87	0.00	0.00	0.61	0.00	0.00	0.11	1.00	0.00	0.00	0.00	1.93	0.00	0.67	0.62	0.00	0.57	0.69	0.00	0.00	0.00	0.37	0.00
3.00	8.10	1.05	0.57	0.00	1.60	0.00	0.00	0.25	3.14	0.00	0.00	0.00	1.35	1.20	3.39	0.49	1.02	1.07	2.03	0.00	0.33	0.00	0.88	0.00
4.00	8.10	1.46	2.26	0.99	0.57	1.12	0.05	0.80	3.84	0.39	0.00	0.20	0.00	0.58	4.29	0.00	2.23	3.18	2.44	0.22	0.11	0.64	1.81	0.00
5.00	8.10	3.03	1.79	0.00	1.67	0.02	0.00	2.36	1.24	0.00	0.00	0.94	2.01	1.04	1.37	2.21	0.79	1.45	1.26	0.00	1.88	0.00	2.40	0.35
6.00	8.10	1.19	5.25	0.00	0.18	0.05	3.00	0.57	0.41	1.28	0.08	0.49	2.99	0.14	3.44	0.01	0.00	0.51	0.00	0.37	1.06	1.81	1.78	0.00
7.00	8.10	2.34	3.03	0.00	1.17	0.00	0.21	0.08	1.71	1.73	0.44	0.77	2.24	1.37	4.19	0.44	1.39	0.81	2.38	1.20	0.00	0.84	0.62	0.00
8.00	8.09	1.85	3.07	0.00	1.90	0.79	0.62	1.39	2.24	0.01	0.00	0.14	0.00	2.07	3.44	2.16	2.87	2.86	3.36	0.09	0.81	1.80	2.18	0.60
9.00	8.10	0.49	0.21	0.00	0.00	1.44	3.34	0.49	5.10	0.00	0.00	0.00	0.00	0.99	2.03	2.03	2.48	1.24	2.31	0.60	1.46	0.00	2.37	0.00
10.00	8.10	0.49	2.81	0.00	1.48	0.00	2.45	0.99	0.60	0.41	0.00	0.00	0.52	0.06	1.75	1.41	1.64	2.65	2.94	0.02	2.30	0.04	1.02	0.00
11.00	8.10	0.00	0.49	0.00	2.86	3.63	0.06	1.47	0.65	0.00	0.00	0.00	0.98	2.63	1.88	3.39	0.04	0.00	2.59	0.89	0.61	0.49	2.00	1.25
12.00	8.10	6.88	0.00	0.00	1.51	1.28	0.57	0.06	0.00	0.11	0.00	1.01	4.02	0.00	3.87	3.91	0.49	4.33	3.31	0.59	0.09	0.00	2.40	0.48
13.00	8.10	1.04	5.28	0.00	0.00	0.25	0.71	1.07	1.68	0.00	0.00	0.73	1.59	3.78	4.11	2.66	0.99	0.24	3.30	0.92	3.54	0.00	2.40	0.00
14.00	8.09	3.82	0.94	0.86	1.51	0.15	0.38	2.67	0.60	0.00	0.00	0.21	2.17	0.54	2.63	0.51	0.00	1.44	2.85	1.27	1.11	0.00	1.81	0.00
15.00	8.10	2.57	3.60	0.04	0.55	0.12	0.49	1.44	0.49	0.87	0.69	0.49	2.65	1.39	2.38	2.87	0.00	2.17	2.43	1.52	2.32	0.00	0.00	0.00
16.00	8.10	5.10	3.58	0.00	5.23	1.05	4.03	1.20	0.16	0.55	0.00	0.49	0.62	0.14	4.19	2.34	0.00	2.16	1.44	0.14	3.05	0.72	2.01	0.74
17.00	8.10	3.64	0.80	0.00	2.14	1.84	1.72	0.00	3.63	1.51	0.27	2.07	0.22	0.51	3.99	1.73	1.66	2.30	2.40	0.00	2.78	0.00	1.61	0.00
18.00	8.10	0.93	6.05	0.00	0.85	0.00	1.86	0.00	3.97	0.72	0.00	0.00	0.82	1.66	3.65	3.37	0.47	2.94	1.61	1.05	2.94	0.49	2.16	0.00
19.00	8.10	2.96	5.46	1.21	1.11	0.00	0.71	0.47	0.54	0.81	0.39	0.00	0.57	0.00	4.46	2.17	0.00	3.33	0.00	0.77	3.30	2.25	2.05	1.07
20.00	8.09	1.53	5.43	0.04	0.48	0.00	1.66	1.90	1.22	0.02	0.00	1.13	0.51	1.81	4.05	0.38	0.00	0.85	2.84	0.01	3.30	0.00	0.67	0.00
21.00	8.10	3.39	4.59	0.00	0.31	2.04	0.51	0.00	2.90	0.09	0.02	1.33	1.28	1.13	4.20	0.66	2.66	3.10	3.11	0.15	2.93	0.00	1.39	0.07
22.00	8.10	3.34	1.81	0.00	2.18	0.00	2.74	2.31	0.49	0.00	0.00	0.00	0.49	1.13	3.09	1.37	0.48	3.29	1.31	1.12	1.70	0.98	1.24	0.00
23.00	8.10	3.84	4.17	0.34	2.73	0.00	2.76	1.33	2.45	0.22	0.13	0.49	0.99	3.53	4.03	1.26	1.91	3.63	3.60	2.16	3.05	0.00	1.35	0.00
