Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.356s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.68	0.00	0.00	0.00	0.00
3.00	6.90	2.39	0.00	0.00	0.00	0.00	0.00	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.04	0.28	0.92	0.00
4.00	6.90	0.00	0.00	0.00	0.32	0.28	0.80	1.66	0.20	1.14	0.39	1.47	0.58	0.54	0.19	0.00	2.59	0.14	2.06	2.24	1.74	0.00	0.16
5.00	6.90	0.99	0.00	5.68	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.55	2.96	0.02	0.00	1.15	0.00	0.00	0.80	1.94	0.00	0.18
6.00	6.90	3.93	0.69	5.56	0.15	0.00	0.75	0.99	0.02	0.16	0.00	0.94	0.00	0.87	0.86	1.46	1.61	0.00	0.02	1.22	2.34	0.65	0.12
7.00	6.90	6.35	0.64	2.52	0.34	0.00	0.00	1.86	0.64	0.45	1.67	0.25	0.61	3.40	0.00	3.39	1.11	0.00	1.34	1.68	1.53	0.73	0.46
8.00	6.90	3.01	2.63	1.33	0.00	0.00	1.46	1.20	0.41	1.50	1.20	1.61	0.29	1.78	2.34	2.50	1.84	0.00	1.38	2.68	0.00	0.00	0.25
9.00	6.90	1.38	4.24	4.37	0.00	0.00	0.00	0.69	1.20	0.08	4.16	0.95	0.88	2.18	0.14	3.76	0.61	0.00	3.56	2.63	1.64	0.47	0.28
10.00	6.90	5.56	4.43	3.33	0.00	0.00	0.25	1.88	0.00	0.18	0.61	0.00	1.37	4.18	1.37	4.05	2.91	0.09	0.48	0.79	1.07	1.97	0.31
11.00	6.90	6.47	1.17	2.81	0.00	0.00	0.60	1.26	0.00	0.42	1.07	0.00	0.86	2.46	0.02	1.65	0.81	0.00	0.86	2.97	0.00	1.41	0.33
12.00	6.90	1.79	3.12	0.24	0.28	0.00	0.00	0.59	0.21	1.20	2.52	0.39	0.02	1.41	0.46	3.80	1.26	0.00	1.99	2.26	2.05	0.31	0.13
13.00	6.90	3.77	1.66	5.26	0.00	0.11	1.87	0.99	0.46	0.46	2.98	0.00	0.00	3.12	0.59	2.21	0.46	0.00	2.36	2.19	1.61	1.06	0.79
14.00	6.90	6.91	1.78	4.71	0.73	0.02	0.00	1.71	0.00	0.27	2.57	0.00	0.02	2.40	0.01	1.25	1.86	0.00	2.06	0.16	2.71	0.68	0.32
15.00	6.90	4.51	2.51	2.37	0.00	0.00	0.24	2.66	0.00	0.26	0.69	0.00	2.70	2.52	0.80	4.40	1.02	0.00	0.62	1.11	2.41	1.42	0.33
16.00	6.90	5.31	0.00	3.17	0.00	0.00	0.53	3.83	0.00	0.97	0.67	0.00	0.41	2.84	0.00	3.87	2.04	0.00	0.52	1.80	0.00	1.06	0.37
17.00	6.89	0.65	2.74	5.08	0.00	0.00	1.24	1.50	0.22	0.57	2.48	0.00	0.49	2.18	2.26	1.22	2.52	0.71	2.00	1.14	2.39	0.01	0.28
18.00	6.90	2.45	1.11	5.95	0.00	0.00	0.85	3.83	0.00	0.61	0.00	0.00	1.24	0.00	1.12	2.70	4.07	0.00	0.00	1.18	1.54	0.94	0.00
19.00	6.90	2.83	2.32	2.51	0.00	0.00	1.70	1.00	0.61	0.54	0.57	0.00	1.53	2.84	1.52	3.91	3.52	0.00	0.46	1.01	2.39	2.01	0.37
20.00	6.90	3.00	0.04	4.42	0.00	0.00	0.12	1.87	0.05	0.99	0.88	0.00	2.78	3.40	0.00	2.43	3.34	0.00	0.71	1.68	2.25	1.33	0.46
21.00	6.90	1.93	0.40	6.01	1.00	0.00	0.72	4.02	0.00	1.83	0.64	0.00	1.26	2.87	0.75	2.27	0.87	0.00	2.89	2.83	2.71	0.42	0.38
22.00	6.90	7.08	1.79	5.23	0.00	0.00	1.22	3.29	0.49	0.45	0.00	0.00	0.00	2.80	0.91	3.83	2.89	0.00	1.67	2.99	1.84	2.16	0.38
23.00	6.90	3.60	1.71	3.59	0.00	0.00	0.86	0.55	0.00	0.00	1.79	0.07	0.09	1.87	0.00	2.54	1.42	0.00	1.46	1.94	1.14	0.62	0.25
24.00	6.90	2.68	0.00	4.25	0.45	0.00	0.00	3.86	0.00	0.78	2.90	0.00	0.00	3.44	0.00	1.64	4.79	0.00	2.32	3.10	1.05	0.00	0.46
25.00	6.90	6.90	0.78	4.11	0.00	0.00	0.00	1.28	0.00	0.00	1.87	0.00	0.00	1.48	0.15	0.00	3.90	0.00	1.51	2.92	2.40	0.57	0.19
26.00	6.90	3.91	3.86	5.19	0.00	0.00	0.32	3.23	0.00	0.53	1.31	0.00	1.08	1.67	0.07	3.24	0.84	0.00	1.08	2.33	0.62	1.15	0.05
27.00	6.90	6.65	4.24	5.98	0.00	0.08	1.41	2.26	0.74	0.01	0.00	0.00	0.00	0.91	0.25	3.58	0.62	0.00	0.72	2.65	1.68	1.33	0.12
28.00	6.90	4.43	1.18	6.02	0.00	0.00	0.00	0.11	0.29	0.69	0.00	0.00	0.29	4.36	2.80	1.91	0.00	0.00	0.87	1.71	1.90	1.70	0.61
29.00	6.90	5.35	0.00	5.95	0.16	0.00	0.00	2.56	0.62	0.11	1.47	0.00	1.01	3.64	0.32	1.57	2.86	0.00	0.99	0.20	0.89	1.33	0.38
30.00	6.90	3.47	0.33	1.93	0.00	0.00	0.14	1.92	0.00	0.00	2.70	0.00	0.00	2.24	0.00	1.87	2.72	0.00	2.13	1.25	1.98	0.73	0.27
31.00	6.90	4.75	2.19	4.15	1.85	0.00	1.07	1.71	0.00	1.63	0.42	0.00	0.84	1.54	0.15	1.54	0.79	0.00	0.33	1.32	1.95	0.87	0.53
32.00	6.90	1.63	5.58	5.99	0.00	0.00	0.35	2.79	0.00	3.32	1.25	0.00	0.27	3.10	1.91	3.87	1.46	0.00	1.14	2.85	0.00	0.33	0.40
33.00	6.90	5.13	0.38	3.24	0.00	0.00	0.81	2.06	0.00	0.01	0.49	0.00	1.06	0.45	0.40	1.63	0.16	0.00	0.42	1.15	2.72	0.80	0.06
34.00	6.89	6.90	2.28	5.68	0.00	0.00	0.24	0.05	0.00	0.00	3.63	0.00	1.26	1.63	0.13	1.64	3.43	0.00	2.90	2.73	2.34	0.66	0.22
35.00	6.90	3.73	0.80	5.62	0.19	0.00	0.26	2.81	0.00	0.67	1.47	0.95	0.49	1.93	0.14	3.90	1.67	0.00	1.17	1.71	2.61	1.26	0.27
36.00	6.90	6.58	0.49	5.79	0.00	0.00	0.00	0.60	0.00	0.34	0.29	0.00	0.19	1.73	1.63	3.90	2.64	0.00	1.11	0.81	2.08	2.07	0.24
37.00	6.90	6.67	0.19	3.89	0.00	0.22	0.00	1.18	0.00	0.00	2.58	0.00	0.29	1.00	0.13	3.91	0.00	0.00	2.05	2.00	0.24	0.38	0.13
38.00	6.90	3.05	3.09	5.63	1.32	0.00	0.08	0.22	0.00	0.66	2.12	0.42	2.00	2.08	0.01	1.68	1.41	0.00	1.81	1.55	1.27	0.19	0.28
39.00	6.90	1.61	1.64	2.38	0.62	0.00	0.80	4.30	0.55	0.57	1.34	0.00	0.68	4.06	0.12	0.25	1.59	0.00	0.85	2.79	0.02	0.11	0.55
40.00	6.90	6.32	1.06	2.43	0.00	0.00	1.61	2.67	0.45	0.00	1.19	0.54	0.51	1.44	0.81	1.66	0.93	0.00	1.30	1.21	1.55	2.26	0.20
41.00	6.90	2.31	1.01	2.60	0.28	0.00	2.76	2.97	0.99	1.10	2.27	0.00	0.66	2.36	0.01	2.56	2.32	0.00	1.79	0.46	3.03	0.53	0.31
42.00	6.90	6.90	1.98	3.57	0.00	0.00	0.89	2.53	0.00	0.00	1.86	0.00	1.02	2.10	0.02	2.53	2.17	0.00	1.48	2.17	2.20	1.88	0.29
43.00	6.90	4.71	1.47	1.93	0.00	0.00	0.20	1.67	0.00	0.00	1.63	0.00	0.75	2.86	0.00	3.89	1.55	0.00	1.27	1.15	1.85	0.62	0.38
44.00	6.90	6.51	0.48	4.24	0.05	0.35	0.09	0.00	0.00	0.04	0.00	0.00	0.06	1.85	0.15	3.90	1.71	0.00	2.53	3.00	2.70	0.98	0.25
