Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.173s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	10.20	0.00	0.00	2.00	1.01	0.87	0.00	0.00	1.28	0.00	2.85	1.32	0.09	0.93	0.85	0.00	0.32
3.00	10.20	3.21	0.00	1.94	2.30	0.00	2.72	2.57	0.29	1.87	3.53	1.63	0.00	1.27	2.74	0.00	0.20
4.00	10.20	6.37	0.00	6.81	2.83	0.49	1.02	4.44	0.18	4.47	1.45	0.72	4.86	1.66	4.50	1.61	0.00
5.00	10.20	3.86	0.00	2.07	0.99	0.01	1.34	0.51	0.34	1.78	1.95	3.78	0.69	3.87	2.72	0.55	1.50
6.00	10.20	4.96	0.00	2.87	2.44	0.00	1.79	5.52	3.26	0.59	4.20	2.47	0.28	1.26	3.74	0.31	2.70
7.00	10.21	3.98	1.19	6.54	3.17	1.10	1.70	5.71	0.64	0.93	1.19	0.29	0.22	4.39	3.69	0.27	3.00
8.00	10.20	0.39	0.12	1.30	1.45	1.06	1.05	1.53	0.00	0.35	1.24	2.19	0.00	0.84	3.29	0.00	2.60
9.00	10.20	2.58	0.25	5.63	5.20	0.33	5.35	2.33	1.63	0.00	4.36	0.38	0.16	3.83	4.50	0.06	3.00
10.00	10.20	5.78	0.00	5.75	2.68	0.68	3.83	2.32	0.98	2.86	5.39	1.79	0.52	3.78	4.03	0.48	2.00
11.00	10.20	0.06	0.78	4.33	2.45	0.81	3.49	2.40	1.52	1.52	5.02	1.90	0.67	2.04	3.37	0.51	1.04
12.00	10.20	0.00	0.00	3.92	4.70	0.73	5.25	3.33	4.91	0.49	5.37	1.65	0.53	1.40	3.89	0.41	2.72
13.00	10.21	0.22	0.00	3.97	2.23	2.70	3.18	5.10	2.67	0.60	2.96	2.89	3.42	4.32	3.82	2.48	2.36
14.00	10.20	1.48	0.00	1.31	3.90	0.16	2.58	2.84	2.70	1.32	1.17	1.60	0.00	1.31	4.32	0.00	1.11
15.00	10.20	0.94	0.05	4.27	2.60	0.05	0.00	4.43	0.00	1.66	2.00	0.48	0.39	2.04	4.50	0.29	3.00
16.00	10.20	0.49	0.02	4.62	3.53	0.01	6.56	3.42	2.34	0.80	1.60	0.37	1.06	1.33	3.51	0.82	2.92
17.00	10.20	0.00	0.04	4.24	4.58	1.27	6.01	3.27	5.70	0.88	0.99	3.91	0.75	2.24	3.90	0.32	0.85
18.00	10.20	1.30	0.00	3.53	3.54	0.87	1.65	3.07	2.87	1.28	2.53	2.66	0.04	1.71	3.83	0.01	2.33
19.00	10.21	6.11	0.16	2.51	4.17	1.53	3.89	4.50	3.64	1.47	0.00	1.38	0.13	2.94	4.49	0.11	0.89
20.00	10.20	1.75	0.00	6.62	0.41	0.07	1.55	2.86	0.97	0.33	5.66	0.54	3.65	0.73	4.47	2.80	0.79
21.00	10.20	0.85	0.44	5.83	5.72	1.02	0.11	5.25	0.78	0.68	4.26	1.27	0.32	0.15	4.51	0.01	0.81
22.00	10.20	2.20	0.00	2.30	0.42	0.94	2.46	4.99	1.37	1.87	1.83	4.38	0.00	3.49	4.26	0.06	2.44
23.00	10.20	2.31	0.16	5.64	4.35	0.72	4.13	3.20	4.25	2.25	1.66	0.00	0.49	1.81	1.63	0.00	2.71
24.00	10.20	3.12	0.00	3.93	1.95	0.22	5.05	4.53	2.30	0.08	0.66	2.01	0.62	4.24	2.30	0.53	2.65
25.00	10.21	4.30	0.15	1.83	3.11	0.13	3.23	3.07	3.45	0.95	2.74	3.45	1.00	1.28	2.72	0.68	1.42
26.00	10.20	1.94	0.00	1.25	4.22	0.53	3.83	2.71	5.65	1.24	1.41	0.69	0.74	4.56	3.99	0.25	3.44
27.00	10.20	0.99	0.00	4.05	4.20	1.73	2.03	2.78	2.68	4.59	2.56	0.00	0.41	1.40	3.07	0.32	2.66
28.00	10.20	0.00	0.21	4.92	5.15	0.19	1.46	3.50	2.94	4.60	2.28	1.18	0.46	3.89	4.50	0.32	2.92
29.00	10.20	1.34	1.12	4.51	2.57	3.94	2.28	4.39	3.16	1.87	1.11	3.39	0.00	2.37	2.07	0.00	1.44
30.00	10.20	4.57	0.00	5.48	4.11	0.21	5.03	0.14	0.00	0.81	2.03	4.38	2.90	0.00	2.74	2.27	3.20
31.00	10.21	6.98	0.00	1.41	0.93	0.49	2.73	5.44	3.73	0.38	4.88	0.00	0.25	3.42	2.44	0.25	0.02
32.00	10.20	4.40	0.85	1.75	2.20	1.12	4.00	4.78	1.79	2.21	2.56	3.09	0.00	4.46	4.33	0.00	1.87
33.00	10.20	4.71	0.00	3.40	2.67	0.99	5.00	3.14	3.23	0.00	3.44	3.70	0.00	2.61	2.17	0.00	1.74
34.00	10.20	7.43	0.44	1.75	0.85	0.35	0.00	1.93	2.56	1.46	3.04	0.00	0.00	1.85	2.68	0.00	1.26
35.00	10.20	5.71	0.04	2.61	2.39	0.68	0.49	1.18	0.33	0.05	5.42	4.60	0.00	1.57	3.96	0.00	1.86
36.00	10.20	2.51	0.00	4.11	3.99	1.28	4.07	0.37	0.99	0.57	4.52	2.68	0.26	1.79	4.70	0.16	1.98
37.00	10.21	7.29	0.00	0.00	1.46	0.00	0.49	3.03	4.71	0.33	5.00	2.92	0.00	1.99	4.50	0.00	1.51
38.00	10.20	1.84	0.00	1.10	0.61	0.25	2.80	0.27	2.31	0.35	0.47	0.51	0.41	0.06	0.93	0.32	1.24
39.00	10.20	2.34	0.04	3.45	0.49	0.08	6.85	0.48	3.23	0.60	0.00	2.07	0.00	1.45	4.69	0.00	2.45
40.00	10.20	2.21	0.00	5.13	1.78	0.05	4.40	6.23	4.70	1.67	0.69	0.53	0.11	4.51	2.46	0.09	1.53
41.00	10.20	2.90	0.00	5.83	0.38	0.33	0.99	3.32	2.20	1.19	1.33	0.89	0.77	2.45	1.48	0.22	1.81
42.00	10.20	3.51	0.02	6.69	3.40	0.02	0.00	4.43	0.00	0.57	4.24	3.25	0.00	2.41	2.25	0.00	0.51
43.00	10.21	1.34	0.55	2.86	3.16	0.51	3.86	2.46	1.25	0.86	1.71	3.24	0.00	3.33	3.33	0.00	1.67
44.00	10.20	4.60	0.69	1.26	3.09	0.64	0.49	4.50	0.00	0.08	4.68	4.96	0.31	0.94	3.20	0.00	2.21
45.00	10.20	3.34	0.00	2.26	2.73	0.86	3.47	3.11	1.25	1.38	3.64	2.86	2.30	2.70	3.58	0.00	1.68
46.00	10.20	7.40	0.00	3.71	0.47	0.09	3.44	1.12	0.49	0.84	4.40	0.47	0.00	1.34	3.80	0.00	2.28
47.00	10.20	1.40	0.44	6.61	5.89	0.38	4.58	1.65	2.32	0.00	1.88	2.71	0.39	0.02	4.50	0.94	2.36
48.00	10.20	0.00	0.00	6.59	6.30	0.00	5.99	6.67	0.00	0.49	3.84	5.10	0.00	0.00	4.51	0.00	3.00
49.00	10.21	4.57	0.84	3.82	3.52	0.74	2.86	4.59	0.06	0.65	4.89	4.99	0.21	0.32	3.01	0.00	2.32
50.00	10.20	4.23	0.00	1.71	5.10	0.53	1.92	3.32	2.91	0.58	2.53	2.36	0.28	0.53	4.06	0.21	1.55
51.00	10.20	0.22	1.80	5.37	1.42	2.56	6.30	5.43	5.42	2.57	2.50	0.14	0.27	0.12	4.50	0.22	2.85
52.00	10.20	5.96	0.00	5.86	1.78	0.12	3.50	4.78	5.35	4.32	5.55	1.94	0.59	2.00	4.50	0.46	2.96
53.00	10.20	6.18	0.00	2.03	1.60	0.27	0.49	1.01	2.58	0.18	2.23	2.01	1.25	4.06	4.35	0.00	1.70
54.00	10.20	3.20	0.00	0.46	0.71	1.18	0.31	5.15	1.39	0.97	1.97	4.36	0.35	4.09	4.35	0.00	3.05
55.00	10.21	2.28	0.12	4.76	5.00	0.15	1.68	4.65	1.41	0.48	3.04	4.05	0.38	3.57	4.50	0.00	0.54
56.00	10.20	6.02	0.00	0.29	0.00	1.52	0.48	2.19	0.34	2.84	3.39	3.70	0.20	1.40	4.39	0.58	0.57
57.00	10.20	7.50	0.00	5.62	0.00	0.20	1.28	0.94	2.28	1.92	5.41	2.36	4.16	0.00	4.50	0.00	3.34
58.00	10.20	7.50	0.27	6.59	4.53	0.25	1.41	1.94	3.74	0.62	5.22	0.14	0.00	2.31	4.50	0.00	3.59
59.00	10.20	6.22	0.60	4.45	4.47	2.91	4.79	1.95	1.61	0.53	1.79	2.06	0.00	2.57	3.42	0.00	2.53
60.00	10.20	2.08	0.00	2.61	6.32	0.85	1.38	4.73	2.43	0.05	2.18	1.64	0.95	2.08	4.50	0.74	2.63
61.00	10.21	5.17	0.00	6.55	4.38	0.92	0.00	4.24	2.37	1.52	1.57	0.12	0.44	1.84	4.16	0.32	1.84
62.00	10.20	2.84	0.48	1.91	1.65	0.27	4.26	6.09	5.69	1.00	4.43	4.80	0.00	2.18	4.50	0.00	2.94
