Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.622s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	6.54	0.00	0.00	0.99	0.99	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.00
3.00	6.59	0.00	0.00	1.40	0.00	0.00	0.00	2.06	2.74	0.00	0.00	0.59	0.00	0.00	1.05	0.00	0.00	0.00	0.07	1.91	0.00	0.00	0.08
4.00	6.61	0.00	1.04	0.00	0.00	0.00	0.00	0.75	4.79	0.00	0.00	2.44	0.00	0.00	4.16	0.00	0.00	0.87	0.00	0.00	0.00	0.00	0.00
5.00	6.59	0.00	0.42	1.42	0.16	0.00	0.00	3.53	1.94	0.00	0.00	0.00	0.06	0.00	2.36	0.00	1.94	1.15	0.00	1.42	0.00	0.00	0.60
6.00	6.61	0.18	0.73	4.46	0.01	0.00	0.44	1.97	3.45	0.00	0.00	1.92	0.20	0.00	3.82	0.20	0.39	1.15	1.55	0.00	0.07	0.00	0.60
7.00	6.59	0.00	0.13	5.88	0.00	0.00	0.09	0.00	4.53	0.00	0.00	4.26	1.18	0.00	4.20	0.08	3.16	0.57	0.00	0.22	0.09	0.00	1.21
8.00	6.61	0.05	3.31	3.17	0.00	0.00	0.55	1.57	1.98	0.00	0.05	0.57	0.42	0.00	3.70	0.44	0.02	0.00	0.00	2.23	0.33	0.00	0.42
9.00	6.59	0.00	0.74	2.71	0.00	0.00	0.06	0.00	4.62	0.00	0.00	1.39	4.26	0.00	2.34	0.04	0.02	0.00	0.00	3.30	0.02	0.00	0.00
10.00	6.61	0.00	1.26	1.47	0.00	0.00	0.00	1.12	4.72	0.00	0.00	0.77	1.67	0.27	4.13	0.00	0.00	0.33	0.22	2.61	0.00	0.00	1.00
11.00	6.59	0.00	3.45	0.28	0.00	0.00	0.00	2.65	4.44	0.00	0.00	0.00	0.29	0.01	4.07	0.00	0.00	3.34	0.01	0.31	0.00	0.00	0.58
