Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.565s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	7.49	5.99	1.34	0.00	0.26	1.27	0.18	2.46	2.36	2.70	0.67
3.00	7.50	6.01	2.34	0.00	0.25	0.24	0.15	4.29	0.04	1.22	1.02
4.00	7.50	5.99	3.53	1.73	1.87	0.66	0.81	0.93	1.02	0.65	0.39
5.00	7.50	6.01	0.00	1.57	1.02	2.21	0.93	0.99	1.22	0.62	0.44
6.00	7.50	5.99	0.00	3.62	3.10	2.08	0.11	0.00	0.69	0.01	0.55
7.00	7.50	6.01	0.88	0.60	5.24	0.00	2.90	5.57	2.38	2.21	0.00
8.00	7.50	5.99	0.75	2.40	3.71	2.07	1.83	3.38	2.16	2.32	0.00
9.00	7.50	6.01	0.00	2.13	3.25	0.71	0.00	5.31	2.65	1.10	0.00
10.00	7.49	5.99	0.00	5.39	5.39	3.77	0.00	5.10	4.20	3.38	0.00
11.00	7.50	6.01	0.00	1.04	1.38	2.79	0.00	2.14	2.07	1.32	0.00
12.00	7.50	5.99	0.00	2.63	2.00	3.99	0.00	0.00	0.22	1.59	0.00
13.00	7.50	6.01	3.85	0.47	5.41	2.03	0.74	0.49	0.66	1.14	0.00
14.00	7.50	5.99	0.80	0.04	3.13	1.85	0.49	1.19	2.00	0.00	0.00
15.00	7.50	6.01	1.95	3.39	0.75	0.51	0.87	2.04	0.68	3.64	0.00
16.00	7.50	5.99	0.49	5.42	6.47	1.01	0.47	0.05	0.39	3.90	0.48
17.00	7.50	6.01	0.00	4.17	5.39	1.18	0.22	0.00	1.15	3.90	0.00
18.00	7.50	5.99	0.00	5.38	5.41	2.65	0.00	0.00	4.19	3.91	0.00
19.00	7.49	6.01	0.00	5.37	5.39	5.41	0.00	0.00	4.20	3.90	0.00
20.00	7.50	5.99	0.00	5.41	5.41	5.41	0.00	0.00	4.19	3.90	0.00
21.00	7.50	6.01	0.00	5.38	5.39	5.39	0.00	0.00	4.20	3.90	0.00
22.00	7.50	5.99	0.00	1.71	4.76	2.43	0.00	0.00	3.65	2.99	0.00
23.00	7.50	6.01	0.00	4.69	4.95	0.75	0.00	0.00	3.76	0.06	0.00
24.00	7.50	5.99	0.49	5.41	4.99	2.05	0.00	0.00	4.20	0.00	0.00
25.00	7.50	6.01	0.00	5.38	5.41	5.41	0.00	0.00	4.19	3.53	0.00
26.00	7.50	5.99	0.00	5.41	5.39	5.39	0.00	0.00	4.20	3.90	2.59
27.00	7.50	6.01	0.00	5.41	5.41	5.41	0.00	0.00	4.19	3.90	3.90
28.00	7.49	5.99	0.00	5.39	5.39	5.39	0.00	0.00	4.20	3.90	3.90
