Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.676s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.48	6.85	0.71	1.63	1.50	0.00	0.65	0.00	0.46	0.00	1.48	0.00	0.00	0.69	0.27	0.00	1.37	0.19	0.00	0.00	0.08	0.15
3.00	7.50	6.90	0.26	0.14	1.18	2.61	1.27	0.00	0.00	3.37	3.84	0.00	1.02	3.54	0.55	2.37	0.73	2.71	0.54	0.87	0.00	1.05
4.00	7.50	6.90	4.85	0.01	1.70	0.00	3.18	0.00	0.13	1.92	1.86	1.71	2.37	3.91	0.40	2.99	0.00	1.67	0.00	0.57	0.00	0.38
5.00	7.50	6.90	1.57	1.72	4.03	3.06	2.47	0.00	0.00	1.54	1.18	2.17	0.62	1.55	0.07	3.57	2.41	1.99	1.42	0.00	0.00	0.34
6.00	7.50	6.90	3.40	0.09	5.71	3.26	3.01	0.00	0.00	1.40	4.76	1.08	0.79	2.31	3.07	3.60	0.85	1.47	1.71	1.34	0.53	0.82
7.00	7.50	6.90	3.10	5.23	5.08	2.44	3.21	0.00	0.00	3.03	4.79	2.34	1.21	2.84	3.40	3.60	1.55	1.53	1.28	2.81	0.79	0.75
8.00	7.50	6.90	0.00	2.54	5.13	0.04	0.16	0.00	0.02	4.80	4.70	0.08	0.53	3.04	1.22	3.59	3.42	3.46	2.30	2.24	2.00	0.88
9.00	7.50	6.90	0.00	0.00	4.65	2.05	3.11	0.00	0.48	3.99	4.57	2.61	0.02	3.11	0.00	3.60	0.78	2.87	1.61	2.39	1.11	0.89
10.00	7.49	6.90	0.00	1.88	4.71	4.46	1.79	0.00	0.00	3.47	2.74	4.36	0.59	1.12	1.47	3.59	1.05	3.30	2.99	2.39	1.86	0.62
11.00	7.50	6.90	1.21	2.37	5.88	3.56	0.00	0.00	1.52	2.56	2.11	1.32	0.08	0.00	1.13	3.60	0.49	2.28	1.33	0.00	1.94	0.06
