Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.501s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	8.64	7.77	0.00	0.34	0.00	0.00	0.00	0.26	0.09	0.08	0.60	0.00	0.20	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.35	0.05	0.15
3.00	8.70	7.80	0.11	0.00	0.00	0.93	0.00	1.38	0.14	0.21	0.00	0.00	1.50	0.00	2.37	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.67	0.00	0.00
4.00	8.70	7.81	1.12	0.37	0.00	0.00	0.61	0.00	3.92	2.46	0.00	0.09	1.52	0.00	2.60	0.00	0.00	0.00	0.93	1.63	0.18	3.18	0.00	1.01	1.37
5.00	8.70	7.80	1.46	0.25	0.00	0.67	0.00	0.72	0.91	0.99	3.74	0.91	1.00	0.00	0.59	0.48	0.07	0.99	0.18	0.00	1.73	1.95	0.92	0.29	0.32
6.00	8.69	7.80	3.87	0.31	0.00	2.71	1.67	1.12	2.05	0.86	3.97	0.84	1.08	2.72	1.48	0.19	0.82	0.00	2.32	0.89	1.78	2.92	0.60	1.41	0.62
7.00	8.70	7.81	2.52	1.52	0.99	1.86	0.38	3.38	2.31	3.99	3.74	0.26	1.52	0.29	0.75	0.06	0.00	0.01	0.25	1.37	0.20	2.94	0.00	0.11	0.21
8.00	8.70	7.80	0.00	0.24	0.00	3.16	0.00	0.92	3.34	1.40	2.13	1.60	0.07	0.00	1.39	0.09	0.00	0.00	0.00	1.18	0.41	2.99	2.10	1.07	0.59
9.00	8.70	7.80	0.00	1.06	0.45	1.01	0.02	4.42	1.67	1.06	2.43	0.00	1.24	0.00	0.47	0.09	0.00	0.00	2.18	0.39	1.17	3.00	0.93	1.15	0.28
10.00	8.70	7.81	0.99	1.32	0.00	1.11	0.00	2.32	3.72	0.00	1.53	0.99	2.06	0.00	1.20	0.00	0.73	0.01	0.54	1.01	0.00	3.00	0.47	0.69	0.86
11.00	8.69	7.80	0.00	3.47	0.00	0.99	0.00	3.65	3.86	2.72	3.82	0.00	0.31	1.05	2.07	0.11	0.02	1.99	0.13	0.87	0.89	2.87	1.84	0.12	0.57
