Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.264s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.09	0.57	0.00	0.00	0.00	1.42	0.60	0.04	0.32	0.07	0.00	2.52	0.20	0.20	1.40	0.13	0.00	0.79	1.21	0.28	0.00
3.00	8.10	2.51	0.14	0.21	0.00	2.89	3.47	1.44	1.87	3.58	0.52	0.59	0.80	1.18	1.08	1.05	0.00	0.74	1.05	0.11	0.20
4.00	8.10	3.04	0.00	5.45	0.62	3.37	1.44	3.21	2.51	3.32	1.22	1.04	0.42	2.63	1.06	0.05	0.00	0.12	3.17	0.60	0.39
5.00	8.10	2.04	0.00	2.89	0.00	3.67	1.28	4.46	1.68	1.68	0.00	0.57	1.20	1.73	1.50	0.49	0.19	0.18	1.25	0.00	0.87
6.00	8.10	2.66	0.45	1.55	0.16	1.90	1.33	3.31	0.92	2.14	1.21	2.96	1.12	1.59	0.72	0.38	0.14	1.10	0.37	0.39	0.22
7.00	8.10	0.00	0.45	2.57	0.12	5.46	3.37	4.78	0.33	3.70	1.42	3.87	1.18	1.57	0.77	0.00	0.00	0.21	0.19	0.49	0.18
8.00	8.09	5.58	0.00	2.73	0.24	2.84	1.94	3.20	0.00	3.25	0.07	2.43	0.28	1.84	0.39	0.26	0.00	0.79	0.84	0.02	0.65
9.00	8.10	2.44	0.00	5.78	1.17	6.03	1.01	0.78	1.17	1.93	0.00	3.47	0.06	1.53	1.10	1.27	0.57	0.79	1.17	1.39	0.65
10.00	8.10	2.56	0.28	2.45	0.00	5.58	2.48	2.43	0.72	3.04	1.12	0.24	0.71	3.29	0.06	0.98	0.00	0.84	1.07	1.79	0.66
11.00	8.10	0.00	0.00	1.18	1.18	5.37	2.60	3.26	1.12	2.36	1.52	4.82	0.00	0.00	0.80	1.19	0.00	1.47	1.30	1.08	0.06
12.00	8.10	0.65	0.00	2.99	1.13	5.64	1.90	1.41	1.44	3.79	1.64	1.83	1.31	3.50	0.25	0.00	0.35	1.05	2.91	0.95	0.00
13.00	8.10	1.98	0.71	3.87	0.29	5.73	1.42	1.93	0.33	4.56	1.15	1.21	0.52	0.97	0.32	0.78	0.00	1.33	0.71	0.04	0.61
14.00	8.09	0.45	0.00	1.59	0.00	2.85	0.40	4.45	3.01	1.53	0.00	2.86	1.34	1.32	2.06	2.66	0.00	0.00	2.41	0.26	0.05
15.00	8.10	3.26	0.00	3.16	0.00	5.00	1.87	1.30	0.24	3.79	1.57	0.98	0.26	2.43	0.64	1.88	0.00	1.46	2.21	1.24	0.45
16.00	8.10	0.69	0.71	3.51	0.95	6.01	1.52	0.00	2.27	3.62	1.20	1.71	2.38	3.86	0.80	3.72	0.00	0.93	3.30	1.80	0.00
17.00	8.10	4.46	0.00	4.42	3.82	2.96	5.64	0.99	1.41	2.71	2.11	2.63	0.33	3.25	0.51	0.85	0.13	0.82	0.72	1.35	0.18
18.00	8.10	2.78	0.00	0.00	0.37	5.77	3.43	0.99	0.00	4.45	2.86	2.50	1.21	0.74	0.53	0.00	0.00	3.21	0.11	0.02	0.00
19.00	8.10	2.65	0.00	2.50	0.11	4.32	3.25	1.59	0.00	4.51	2.76	2.59	0.00	2.37	2.30	0.77	0.00	1.38	0.69	0.45	0.00
20.00	8.09	2.16	0.00	1.42	0.00	6.04	4.23	6.24	1.67	4.82	0.52	2.50	0.51	3.85	0.00	0.40	0.04	0.55	0.35	1.01	0.00
21.00	8.10	2.01	0.00	1.45	0.20	3.16	2.56	1.30	0.13	4.59	2.58	1.11	0.65	2.70	1.26	0.05	0.00	0.48	1.80	0.06	0.00
22.00	8.10	5.63	0.00	2.36	0.85	1.17	1.44	2.26	0.77	2.52	1.21	1.00	0.86	2.40	0.92	1.25	0.00	1.91	1.11	0.52	0.72
23.00	8.10	0.49	0.00	3.32	0.00	6.55	3.54	2.26	1.44	1.39	3.00	1.33	1.75	1.31	0.89	1.63	0.44	0.00	2.74	0.97	0.19
24.00	8.10	2.25	0.00	3.06	0.00	5.77	1.93	2.84	1.32	3.76	1.37	3.14	0.52	1.80	1.31	0.00	1.00	0.84	0.53	0.02	0.67
25.00	8.10	1.02	0.98	1.70	0.82	3.96	1.99	3.73	0.65	1.72	2.20	1.34	0.45	2.32	1.08	1.12	0.22	1.33	2.03	0.19	0.26
26.00	8.09	2.06	1.53	0.80	0.00	1.88	0.81	3.23	2.52	0.39	0.00	3.93	2.32	2.79	0.37	0.00	0.49	0.82	2.18	0.02	1.54
27.00	8.10	0.46	0.00	2.32	0.00	5.96	3.29	5.36	1.46	3.77	0.49	3.40	0.00	3.25	0.89	0.00	0.84	1.35	0.00	0.69	1.07
28.00	8.10	1.06	0.00	4.18	1.20	2.52	1.58	3.72	0.21	2.77	2.01	2.67	2.51	1.60	0.64	1.32	0.16	0.02	1.46	0.57	0.41
29.00	8.10	0.49	0.00	3.82	0.57	3.07	1.81	1.71	0.24	2.94	0.54	1.10	1.39	2.16	1.54	0.00	0.21	0.24	1.40	0.46	0.37
30.00	8.10	5.78	1.00	2.98	1.50	5.94	1.50	3.77	1.40	3.58	1.93	0.75	0.94	1.44	1.02	0.00	0.00	1.22	1.47	0.05	0.49
31.00	8.10	0.49	0.00	3.16	0.00	5.76	0.57	2.83	1.37	1.85	0.54	1.12	0.64	1.65	0.77	0.95	1.55	0.98	0.86	0.67	1.30
32.00	8.10	1.13	0.00	0.49	0.15	5.38	5.22	3.12	0.73	4.77	4.30	1.63	1.17	0.86	0.01	0.00	0.00	0.00	0.12	0.59	1.27
33.00	8.09	6.94	0.00	3.27	0.00	4.72	4.75	2.23	0.65	2.97	4.07	2.99	1.45	1.44	0.82	1.22	0.41	0.15	1.85	0.14	1.60
34.00	8.10	2.17	0.00	2.74	0.08	4.96	3.56	0.49	1.92	2.33	2.41	0.00	2.39	3.90	1.38	1.77	0.00	0.35	2.44	0.01	0.93
35.00	8.10	0.46	0.00	1.10	0.05	3.25	1.31	1.02	1.38	4.31	1.12	1.52	1.51	3.40	1.08	1.15	0.69	1.92	2.51	0.81	0.44
36.00	8.10	4.64	0.00	2.50	0.33	1.86	2.73	4.09	1.04	2.64	0.94	1.46	0.93	1.94	0.08	1.77	0.78	0.82	1.46	0.91	0.95
37.00	8.10	2.30	0.00	0.64	0.64	3.86	4.44	4.86	0.99	5.45	0.00	3.05	4.04	4.00	0.00	1.93	0.74	1.53	2.68	1.93	0.37
38.00	8.10	0.41	0.00	1.90	0.55	1.84	3.12	0.39	2.47	1.42	0.00	1.75	2.16	1.87	0.00	0.69	2.04	0.12	0.68	0.09	0.11
39.00	8.09	1.85	0.00	1.53	0.00	5.56	5.22	4.36	1.07	3.27	0.00	2.11	0.51	3.21	1.01	1.38	0.82	0.58	1.22	0.00	1.15
40.00	8.10	1.92	0.00	4.07	0.28	5.94	4.20	4.88	0.60	0.87	3.58	0.07	0.29	1.24	2.85	0.00	0.44	1.14	0.00	1.28	0.57
41.00	8.10	0.49	0.00	1.92	0.53	5.56	4.77	5.39	1.19	1.06	0.49	0.41	3.63	1.85	1.45	2.33	0.77	2.70	2.19	0.25	1.15
42.00	8.10	1.07	0.00	0.75	0.00	3.69	2.32	5.41	0.00	4.12	1.79	3.65	2.45	3.36	0.28	1.04	0.00	0.04	1.42	0.47	0.01
43.00	8.10	0.49	0.00	3.65	0.00	5.08	2.65	4.70	1.18	3.25	2.12	2.03	1.27	1.68	0.00	0.66	0.15	0.04	0.61	1.31	0.32
44.00	8.10	2.32	0.00	0.49	0.00	5.98	1.58	5.39	1.46	2.53	0.33	4.82	2.54	0.62	0.39	1.80	0.00	0.93	1.67	1.70	0.99
45.00	8.09	4.84	0.22	4.95	0.95	5.56	0.95	2.89	0.71	3.97	0.82	2.93	0.00	2.20	0.27	1.07	0.00	2.16	2.34	0.71	0.09
46.00	8.10	0.86	0.66	2.73	0.00	5.69	0.88	0.69	0.01	1.77	0.69	2.27	0.00	1.86	3.40	3.50	0.00	0.82	3.20	1.70	0.04
47.00	8.10	3.83	0.00	0.78	0.19	3.60	1.48	0.07	0.98	3.37	1.12	1.26	0.33	0.25	0.99	1.38	0.00	0.44	1.77	0.12	1.40
48.00	8.10	0.49	0.00	1.14	0.18	1.98	1.32	0.61	1.46	4.27	1.25	0.44	1.55	2.25	1.32	0.49	0.07	0.93	0.52	0.07	0.01
49.00	8.10	1.64	0.00	1.97	0.00	6.04	1.80	1.48	0.15	2.10	1.50	3.47	1.12	1.47	2.40	1.01	0.11	0.05	1.02	0.97	1.11
50.00	8.10	1.93	0.00	1.93	0.00	5.99	1.25	5.41	0.02	4.78	0.24	1.64	0.00	2.33	1.78	1.87	0.01	0.19	2.76	1.59	0.31
51.00	8.09	2.79	0.00	2.16	1.02	4.70	2.73	5.39	0.44	4.82	0.00	1.55	1.48	3.10	1.01	1.05	0.28	0.06	0.95	0.35	0.00
52.00	8.10	5.52	0.00	1.68	1.25	5.78	1.55	5.02	0.46	3.53	1.57	1.17	0.71	3.38	0.28	0.26	0.40	0.00	0.24	1.06	1.33
53.00	8.10	5.71	0.00	0.91	0.00	4.36	2.85	2.86	1.70	2.44	2.40	1.55	0.62	2.46	0.77	0.47	0.08	0.54	0.11	0.01	0.45
54.00	8.10	0.33	0.20	3.21	0.00	5.97	5.13	2.16	1.04	3.49	0.89	2.39	0.64	2.65	1.08	0.24	0.72	1.17	0.82	0.97	0.99
55.00	8.10	4.45	0.00	2.93	0.00	5.97	0.98	3.62	0.05	2.20	1.19	3.25	0.00	3.31	0.75	0.48	0.04	1.44	1.57	0.84	1.13
56.00	8.10	2.53	0.00	1.85	0.08	3.93	1.00	2.03	2.16	4.36	0.82	1.39	2.38	3.43	1.31	0.00	0.99	1.15	0.92	0.93	1.39
57.00	8.10	2.99	0.00	0.00	0.00	5.19	2.50	4.15	0.67	4.68	2.17	2.19	1.39	2.76	0.49	0.07	0.51	0.73	3.10	1.10	0.86
58.00	8.09	4.13	0.47	4.53	0.59	5.06	1.46	4.17	0.94	3.01	1.11	1.77	1.31	3.01	0.54	1.47	0.00	0.07	1.61	0.65	0.89
