Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.628s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	8.08	2.50	1.99	0.00	0.62	0.00	0.00	0.00	0.00	0.58	0.00	0.00	0.00	0.67	0.29	0.87	0.00	0.00	0.54	0.82	0.00
3.00	8.10	1.91	0.62	2.32	2.17	0.00	0.32	1.22	0.00	2.17	0.05	1.80	2.24	3.16	1.11	0.22	0.00	2.99	2.36	0.99	1.72
4.00	8.10	2.32	2.17	1.42	1.28	1.00	0.00	1.50	0.91	1.52	1.70	2.56	1.06	2.45	2.24	2.80	0.71	2.43	2.03	1.30	1.31
5.00	8.10	2.28	0.02	0.00	1.27	0.20	1.08	0.18	0.00	2.21	1.86	2.18	1.74	3.17	2.27	0.20	0.00	2.99	0.57	2.36	0.99
6.00	8.10	5.00	1.13	0.00	2.19	0.49	0.00	0.00	0.00	2.23	1.15	3.90	1.01	2.16	1.72	1.60	3.12	3.30	0.00	1.58	0.74
7.00	8.10	3.99	0.18	1.57	2.27	1.30	1.41	1.92	0.00	3.79	3.51	2.61	0.99	3.49	1.08	1.00	0.00	2.97	2.37	0.46	0.68
8.00	8.09	4.97	0.80	0.00	0.54	0.00	0.02	0.00	0.00	0.00	3.25	1.42	0.99	1.73	2.01	2.34	1.10	0.31	2.47	0.47	1.80
9.00	8.10	5.38	1.78	0.00	0.49	0.00	0.81	0.97	0.00	5.25	1.78	3.84	1.32	3.60	1.55	3.57	0.46	3.76	3.30	1.38	2.87
10.00	8.10	5.41	0.97	0.00	0.69	0.00	0.05	2.23	0.00	2.06	2.40	3.70	3.57	3.60	0.73	3.11	0.98	3.21	3.31	1.84	1.51
11.00	8.10	5.59	1.38	0.75	1.28	0.00	0.28	1.65	0.00	3.21	1.78	3.92	1.52	3.59	0.52	3.43	0.20	2.41	2.44	3.32	2.07
12.00	8.10	6.56	0.00	0.00	0.00	0.00	0.12	5.30	0.00	4.43	2.80	3.73	2.34	3.60	3.12	2.98	1.22	3.29	3.31	2.98	1.75
13.00	8.10	2.83	1.33	0.00	1.97	0.00	2.21	0.44	0.00	2.19	3.07	1.68	2.01	3.60	1.54	0.69	0.18	2.64	1.88	2.08	2.53
14.00	8.09	6.83	0.48	0.49	4.05	0.64	0.85	2.05	0.00	3.29	2.57	3.24	0.35	3.53	2.19	0.46	2.78	1.01	3.14	2.30	2.58
15.00	8.10	1.79	0.00	1.48	1.21	2.18	3.04	3.04	0.00	2.26	1.60	2.40	0.31	2.90	2.26	2.48	0.64	3.01	0.27	2.46	2.08
16.00	8.10	3.43	0.57	0.98	0.00	0.21	1.27	3.80	0.00	3.97	3.97	2.11	0.71	2.28	0.85	1.33	3.42	2.76	1.75	2.07	2.48
17.00	8.10	3.74	0.60	2.56	0.49	1.73	1.04	1.20	0.00	1.80	3.54	2.31	0.72	2.33	1.42	3.07	2.37	2.84	1.75	1.10	0.00
18.00	8.10	2.81	0.00	0.49	2.45	1.22	1.46	4.35	0.00	2.74	2.67	2.70	2.72	1.71	0.09	2.89	1.01	3.16	1.61	2.26	2.45
19.00	8.10	5.94	0.99	3.25	1.13	0.00	0.00	1.38	0.00	4.07	3.98	3.04	0.99	2.89	1.28	2.33	0.78	3.31	4.31	2.43	2.46
20.00	8.09	0.97	0.49	0.42	3.27	0.02	0.29	0.33	0.00	0.59	1.18	2.80	3.83	0.60	1.75	1.64	0.72	2.83	1.39	3.78	1.86
21.00	8.10	4.02	0.95	0.00	3.00	0.00	0.37	0.00	0.00	1.54	2.79	3.11	2.92	0.39	0.15	2.13	2.08	2.51	2.57	1.85	2.11
22.00	8.10	4.15	0.93	0.00	0.05	0.00	0.00	1.28	0.00	2.80	3.57	3.59	2.16	1.21	1.42	2.12	0.91	2.34	3.64	2.13	1.37
23.00	8.10	3.11	1.30	0.00	3.87	1.22	1.14	0.00	0.00	0.59	3.52	2.63	2.44	2.26	2.79	0.99	2.90	3.13	0.69	1.01	1.47
24.00	8.10	6.61	0.00	0.49	3.56	1.22	0.49	2.03	0.00	1.72	2.24	3.13	2.98	3.59	3.32	1.24	0.21	2.96	3.31	2.06	2.16
25.00	8.10	2.57	0.64	0.75	0.61	1.18	0.19	1.39	0.00	3.23	3.17	2.06	2.98	3.50	2.61	0.95	0.13	2.34	1.50	3.00	1.50
