Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.328s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	7.75	3.58	0.74	0.00	0.00	0.00	0.94	0.00	0.60	0.00	0.00	0.00	0.00	1.38	0.00	0.00	0.00	0.73	0.00	0.00
3.00	7.80	4.93	0.94	0.65	0.26	1.08	0.22	0.01	2.11	1.08	1.97	0.00	2.54	2.64	1.27	0.00	0.00	2.30	0.00	0.62
4.00	7.81	4.17	2.80	0.16	1.71	0.75	2.93	2.91	3.04	0.24	1.32	0.62	1.44	2.90	2.28	0.00	0.00	0.86	1.00	0.95
5.00	7.80	2.86	4.10	2.18	2.84	2.06	1.58	3.56	3.63	0.58	1.88	0.32	5.00	0.49	3.67	0.65	0.00	2.16	0.40	0.69
6.00	7.80	5.03	1.50	0.95	0.99	0.28	1.07	4.16	3.87	0.53	2.37	0.64	2.50	2.91	0.60	0.41	0.93	1.65	0.47	0.72
7.00	7.81	5.85	4.00	0.00	0.00	4.00	0.94	3.23	4.58	0.71	2.32	2.28	3.86	1.47	3.43	0.07	0.00	1.59	0.52	1.13
8.00	7.80	1.55	2.85	0.98	2.79	0.40	3.78	3.98	4.78	0.52	1.93	0.49	3.74	2.86	3.23	0.55	0.80	1.60	1.52	1.13
9.00	7.80	6.88	2.97	1.06	3.72	0.86	1.95	0.49	5.10	1.45	1.26	1.01	3.33	3.62	2.44	0.02	0.69	0.95	0.34	0.53
10.00	7.81	6.94	0.49	0.11	1.67	0.26	0.77	4.52	5.04	1.79	1.44	1.35	1.27	1.11	0.73	0.00	0.13	1.51	0.01	1.17
11.00	7.80	5.92	2.77	1.50	2.04	2.79	2.94	4.56	3.62	2.99	1.59	0.99	3.64	0.29	0.16	0.55	0.51	1.52	0.37	0.66
12.00	7.81	2.92	2.96	1.20	0.00	1.52	2.73	3.38	1.71	2.99	3.46	0.59	2.17	2.01	1.75	0.00	0.58	1.05	0.97	1.07
13.00	7.80	4.72	0.08	1.72	1.99	0.00	4.79	0.11	2.12	0.95	1.73	0.42	2.72	0.91	3.20	0.00	0.22	0.49	0.61	1.02
14.00	7.80	5.33	1.98	1.63	1.78	1.99	3.00	1.28	2.32	0.84	0.86	1.31	2.58	3.27	2.38	0.92	0.04	1.31	0.75	1.20
15.00	7.81	4.70	2.06	0.00	1.46	0.00	1.84	1.79	3.98	2.20	2.40	2.25	2.72	1.48	1.88	0.49	1.06	1.68	1.38	1.14
16.00	7.80	6.22	2.19	0.00	5.49	1.18	0.12	2.91	4.02	1.83	0.00	1.32	1.71	1.41	3.51	0.25	0.52	1.31	0.69	1.17
17.00	7.80	4.98	3.16	0.35	2.06	0.65	1.04	4.37	3.31	1.98	2.45	1.68	3.31	1.48	2.60	0.20	0.78	2.78	0.22	0.40
18.00	7.81	3.93	3.38	0.14	1.42	0.00	2.60	1.46	2.27	0.68	2.48	0.47	1.95	1.91	1.48	0.49	0.27	1.61	0.15	0.62
19.00	7.80	6.61	3.05	0.73	0.74	3.10	1.72	2.93	1.24	1.64	1.94	2.92	3.34	3.70	2.24	0.19	0.79	2.40	0.44	1.20
20.00	7.80	6.57	2.43	0.00	2.19	2.06	1.78	1.05	4.96	1.98	0.00	0.26	3.32	0.00	3.67	0.49	0.22	2.28	0.69	1.13
21.00	7.81	1.92	0.53	0.00	2.00	1.12	1.15	4.23	4.31	3.29	0.99	1.92	3.17	0.77	2.17	1.18	0.80	2.56	1.25	0.61
22.00	7.80	2.97	1.55	0.51	0.27	0.00	3.49	3.74	4.73	4.09	1.27	0.00	3.76	4.17	2.06	0.66	0.20	2.57	0.16	1.42
