Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.528s)
CreateVariables () DONE !!!
Creating 25 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
2.00	9.54	6.85	0.19	0.00	0.00	0.09	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.32	0.00	0.12	0.49	0.21	0.00	1.60	1.65	0.00
3.00	9.60	6.90	0.00	0.13	0.00	3.56	0.07	1.40	1.34	2.90	0.00	1.02	0.16	0.00	1.35	0.48	0.00	0.00	0.97	1.34	0.00	0.00	0.19	0.49	0.00
4.00	9.60	6.90	2.40	0.49	0.00	0.00	0.00	0.00	0.89	3.63	0.00	2.57	1.86	0.05	0.75	0.00	0.00	0.00	0.61	1.95	0.01	0.00	1.11	2.37	0.00
5.00	9.60	6.90	4.37	2.13	0.00	0.97	0.05	4.59	0.47	3.53	0.00	1.80	1.92	2.26	0.00	0.00	0.52	0.00	0.22	1.08	0.00	0.00	0.59	1.92	0.00
6.00	9.61	6.90	1.46	1.37	0.00	0.11	0.34	0.91	2.23	3.47	0.45	3.19	0.73	0.00	0.48	1.80	0.58	0.00	0.64	0.62	0.00	0.26	2.28	0.53	0.45
7.00	9.60	6.90	1.87	0.07	0.48	4.93	0.12	1.74	0.49	3.00	0.82	4.50	0.66	0.00	0.00	1.71	0.12	0.00	2.58	3.44	0.00	0.51	2.44	3.43	0.22
8.00	9.60	6.90	1.15	1.25	0.49	0.12	0.00	3.71	4.31	2.13	0.77	3.06	2.05	0.37	1.17	0.82	0.09	0.00	0.04	0.37	1.19	0.46	1.45	2.99	0.00
9.00	9.60	6.90	2.58	0.92	0.99	1.93	0.01	1.42	3.01	2.56	0.89	4.03	1.19	0.42	0.51	0.72	1.31	0.00	0.49	3.71	1.53	0.55	1.08	3.00	0.02
10.00	9.60	6.90	1.80	3.09	0.05	2.76	1.26	0.87	0.38	2.83	0.12	4.51	2.67	1.60	2.77	0.00	1.30	0.00	0.00	3.62	2.64	0.07	2.76	2.28	0.05
11.00	9.61	6.90	1.47	1.17	0.00	0.02	0.07	1.38	2.04	4.40	0.00	4.51	2.85	0.00	0.00	0.02	1.78	0.00	2.01	3.59	0.07	0.00	2.84	2.43	0.65
12.00	9.60	6.90	4.25	2.36	0.40	1.06	1.57	2.44	1.58	3.86	0.47	4.50	0.42	1.32	0.00	0.04	0.14	0.00	2.96	3.43	0.00	0.31	2.52	2.19	1.13
13.00	9.60	6.90	0.59	0.79	0.00	3.11	0.26	0.00	1.99	1.94	0.00	1.60	1.95	0.45	0.57	1.75	2.56	0.94	2.81	2.86	1.24	0.00	1.77	2.79	0.00
14.00	9.60	6.90	3.45	0.00	0.00	1.19	0.19	3.74	1.28	1.80	0.00	2.34	1.57	0.24	0.15	1.12	0.00	0.00	3.59	3.62	1.46	0.00	1.45	2.50	0.00
15.00	9.61	6.90	2.65	0.00	0.00	3.71	0.49	4.00	4.39	2.87	0.00	4.51	0.98	0.29	0.00	1.13	0.00	0.00	3.27	3.59	0.59	0.00	0.75	2.40	0.00
16.00	9.60	6.90	2.43	2.94	0.21	0.55	1.02	2.77	1.87	0.18	0.24	1.63	1.85	1.04	0.44	1.38	0.07	0.00	1.35	1.33	0.01	0.78	3.00	3.00	0.00
17.00	9.60	6.89	1.60	3.00	0.00	3.47	0.00	2.12	1.84	1.66	0.00	0.00	3.37	0.69	0.01	0.00	0.19	0.00	0.01	0.39	0.00	0.00	2.99	2.99	1.51
18.00	9.60	6.90	2.30	2.47	0.00	4.36	0.00	1.31	1.48	4.71	0.00	3.25	4.46	0.00	0.55	0.00	0.49	0.00	1.33	2.05	1.08	0.00	2.99	2.98	0.58
19.00	9.60	6.90	0.98	0.79	0.08	2.99	1.35	0.73	0.00	3.04	0.72	1.61	3.38	0.00	0.02	0.00	2.05	0.00	0.27	2.21	0.93	0.45	3.01	3.03	0.14
20.00	9.61	6.90	2.33	1.77	0.81	1.44	0.01	1.52	1.30	1.15	1.01	2.68	2.38	0.52	1.90	0.62	0.84	0.00	0.06	0.99	0.81	0.57	1.74	0.79	1.14
21.00	9.60	6.90	0.00	3.71	0.00	0.34	0.05	0.00	3.03	4.79	0.00	4.50	1.17	0.52	0.09	0.00	0.00	0.00	2.64	2.63	0.00	0.00	0.68	3.77	0.58
22.00	9.60	6.90	4.30	1.42	0.00	0.55	0.00	0.00	2.46	3.11	0.00	2.45	2.96	0.51	0.00	0.99	0.00	0.00	1.40	1.53	0.00	0.00	3.00	2.48	0.51
23.00	9.60	6.90	1.98	1.07	0.00	0.49	0.00	0.00	3.20	1.98	0.00	2.65	4.02	0.80	0.00	0.68	0.00	0.00	3.31	3.32	0.00	0.00	1.48	2.58	0.39
24.00	9.61	6.90	0.49	0.00	0.00	0.00	0.00	0.00	0.00	3.65	0.00	4.50	4.25	2.66	0.00	2.03	0.00	0.00	3.49	3.49	0.00	0.00	1.34	2.83	0.06
25.00	9.60	6.90	0.49	3.98	0.00	0.00	0.07	0.00	3.49	4.80	0.00	4.16	2.30	1.60	0.00	1.21	0.00	0.00	1.32	1.33	0.00	0.00	2.07	1.87	0.49
26.00	9.60	6.90	4.31	1.48	0.26	1.92	0.00	3.13	3.71	3.34	0.21	3.83	4.45	0.00	0.05	0.67	0.00	0.00	0.67	0.62	0.00	0.00	0.86	1.60	0.00
27.00	9.60	6.90	5.22	3.01	0.00	0.45	0.00	1.72	1.04	4.50	0.00	0.92	2.30	1.10	0.00	2.12	0.00	0.00	1.50	2.17	0.00	0.00	3.67	3.00	0.00
28.00	9.60	6.90	1.66	0.21	0.02	1.52	0.00	0.99	3.89	3.82	0.06	2.87	4.45	0.35	1.58	0.08	0.00	0.00	0.00	2.51	0.04	0.02	0.95	2.99	0.08
29.00	9.61	6.90	0.85	3.20	0.00	1.46	0.00	1.28	1.15	3.42	0.00	2.58	2.98	0.46	0.04	0.04	0.00	0.00	0.12	0.45	0.00	0.00	1.87	2.73	0.06
30.00	9.60	6.90	1.52	2.71	0.00	3.56	0.00	0.00	2.74	2.74	0.00	4.02	4.88	0.00	0.00	0.42	0.00	0.00	2.90	2.86	0.00	0.00	2.76	2.65	1.07
31.00	9.60	6.90	0.42	0.07	0.00	0.49	0.00	0.00	4.93	4.12	0.00	4.49	3.72	1.51	0.00	0.00	0.00	0.00	3.51	3.62	0.00	0.00	2.43	0.00	0.02
32.00	9.60	6.90	0.00	1.78	0.00	0.00	0.00	0.00	4.85	0.81	0.00	4.51	3.80	1.86	0.00	2.08	0.00	0.00	2.48	2.50	0.00	0.00	1.84	2.97	0.05
33.00	9.60	6.90	1.66	0.88	0.00	0.00	0.00	0.00	4.93	4.77	0.00	4.50	0.99	0.00	0.00	0.18	0.00	0.00	3.59	3.60	0.00	0.00	2.96	2.99	0.54
34.00	9.61	6.89	3.78	0.13	0.00	5.18	0.00	2.19	2.11	4.40	0.06	4.07	2.08	0.00	0.00	0.00	0.00	0.00	3.56	3.53	0.00	0.02	1.05	2.96	0.06
35.00	9.60	6.90	4.24	1.30	0.00	1.25	0.00	0.99	1.48	2.85	0.00	2.85	4.43	0.00	0.00	0.00	0.00	0.00	3.00	2.96	0.00	0.00	3.00	2.92	0.00
36.00	9.60	6.90	2.07	2.34	0.00	1.32	0.00	2.93	4.56	2.39	0.00	2.18	3.74	0.00	1.64	0.00	0.00	0.00	3.60	3.60	0.00	0.00	2.87	1.80	0.00
37.00	9.60	6.90	1.83	1.06	0.00	0.88	0.00	0.99	1.84	0.82	0.00	5.26	1.47	0.21	1.24	1.34	0.20	0.00	1.72	1.77	0.00	0.00	1.86	1.18	0.52
38.00	9.61	6.90	0.00	0.00	0.00	1.87	0.00	2.06	0.00	0.01	0.00	4.50	0.99	1.70	0.00	0.00	0.00	0.00	1.84	3.03	0.00	0.00	3.13	2.52	0.49
39.00	9.60	6.90	0.21	0.05	0.00	0.00	0.00	0.00	1.39	3.09	0.00	4.50	5.53	0.99	0.00	1.41	0.00	0.00	0.00	3.62	0.00	0.00	3.00	3.01	0.16
40.00	9.60	6.90	1.80	2.40	0.00	3.97	0.00	0.00	4.85	2.26	0.00	4.42	4.31	1.30	0.01	2.30	0.00	0.00	1.88	2.97	0.00	0.00	1.45	2.96	0.00
41.00	9.60	6.90	0.24	0.49	0.00	0.91	0.00	0.00	2.37	2.31	0.00	0.98	2.84	0.48	0.00	0.00	0.00	0.00	2.52	3.10	0.00	0.00	2.92	2.70	0.89
42.00	9.60	6.90	0.60	1.10	0.00	4.59	0.00	0.00	4.69	4.58	0.31	3.94	3.80	0.00	0.00	0.62	0.00	0.00	3.62	3.60	0.05	0.19	1.17	3.01	0.79
43.00	9.61	6.90	2.23	1.24	0.00	1.35	0.00	0.00	5.10	0.71	0.00	4.32	0.00	0.61	0.00	0.31	0.00	0.00	1.40	1.73	0.00	0.00	0.82	2.36	0.14
44.00	9.60	6.90	4.18	1.67	0.00	0.00	1.48	0.00	4.62	2.12	0.00	4.50	3.49	0.00	0.00	0.00	0.00	0.00	2.26	2.98	0.00	0.00	3.00	2.76	0.59
45.00	9.60	6.90	2.16	0.38	0.00	0.00	1.24	0.00	3.36	4.79	0.00	4.05	1.26	0.67	0.00	0.00	0.00	0.00	3.60	3.59	0.00	0.00	1.80	2.99	0.69
46.00	9.60	6.90	2.66	5.25	0.00	0.00	0.00	0.00	2.33	4.79	0.00	4.00	4.07	0.16	1.18	0.00	0.00	0.00	1.60	1.71	0.00	0.00	2.74	2.94	0.32
47.00	9.61	6.90	2.99	0.77	0.00	0.00	0.00	0.00	0.84	4.04	0.00	4.18	2.63	0.13	0.00	0.00	0.00	0.00	0.92	1.21	0.00	0.00	1.42	2.19	0.00
48.00	9.60	6.90	5.18	0.55	0.00	0.00	0.00	0.00	1.90	2.45	0.00	3.07	2.14	0.60	0.00	1.64	0.00	0.00	0.04	3.19	0.00	0.00	0.40	2.40	0.05
49.00	9.60	6.90	2.83	1.71	0.00	0.49	1.25	0.00	0.47	3.73	0.00	1.90	2.39	0.25	0.00	0.04	0.00	0.00	2.53	3.04	0.00	0.00	2.51	1.73	0.00
50.00	9.60	6.89	1.77	2.21	0.00	0.00	0.28	1.63	0.00	2.36	0.00	3.49	3.72	0.00	0.84	0.00	0.00	0.00	0.86	2.84	0.00	0.00	0.06	3.00	0.05
51.00	9.60	6.90	0.80	2.21	0.00	0.00	0.00	0.00	0.26	1.04	0.00	2.64	0.16	0.95	0.00	0.44	0.00	0.00	3.07	3.01	0.05	0.00	3.53	3.00	0.08
52.00	9.61	6.90	2.11	0.99	0.00	0.32	0.00	1.47	2.17	2.14	0.00	3.70	3.14	0.49	2.46	0.29	0.52	0.00	1.02	3.56	0.74	0.00	2.91	2.78	1.06
53.00	9.60	6.90	2.11	1.20	0.00	0.20	0.02	3.11	2.03	2.25	0.31	3.78	1.95	0.02	1.59	0.00	0.75	0.00	2.18	1.99	0.00	0.19	2.12	2.96	0.77
54.00	9.60	6.90	1.39	0.41	0.00	1.05	0.01	4.52	0.53	1.02	0.00	2.39	2.76	0.06	0.00	0.00	0.01	0.00	3.01	2.94	0.00	0.00	2.93	2.16	0.01
55.00	9.60	6.90	4.33	0.00	0.00	0.79	2.60	5.10	0.64	0.00	0.00	0.00	4.50	0.27	0.00	1.20	0.24	0.25	2.24	3.60	0.00	0.00	3.00	3.00	0.00
56.00	9.60	6.90	1.05	1.83	0.80	1.98	0.00	2.41	1.64	1.15	0.39	4.27	3.54	0.07	1.77	0.00	0.34	0.00	2.58	3.09	0.57	0.25	2.85	2.47	1.83
57.00	9.61	6.90	4.04	1.74	0.00	0.00	0.00	0.22	3.19	1.91	0.00	1.34	2.85	1.18	0.00	2.40	0.00	0.00	2.32	2.65	0.00	0.00	2.81	1.26	0.68
58.00	9.60	6.90	5.53	3.72	0.00	0.00	0.00	0.00	4.04	3.60	0.00	4.45	4.06	2.11	0.00	0.00	0.00	0.00	2.28	2.28	0.00	0.00	2.86	1.60	0.13
59.00	9.60	6.90	5.69	1.33	0.00	0.00	0.00	0.00	4.65	4.05	0.00	4.50	4.09	0.02	0.00	0.00	0.00	0.00	0.02	1.77	0.00	0.00	2.84	2.81	0.00
60.00	9.60	6.90	3.37	1.80	0.00	0.00	0.00	0.00	2.96	3.57	0.00	2.64	1.18	1.47	0.00	0.52	0.00	0.00	0.51	3.62	0.00	0.00	1.15	2.99	0.00
61.00	9.61	6.90	2.38	0.49	0.00	5.05	0.14	2.99	2.84	4.71	0.00	0.00	2.13	1.61	0.00	0.13	0.13	0.00	3.34	3.32	0.84	0.00	1.73	2.99	0.05
62.00	9.60	6.90	0.67	0.00	0.00	5.11	0.00	1.34	1.71	0.95	0.00	0.94	3.43	3.80	0.00	0.75	0.00	0.00	1.42	1.42	0.00	0.00	2.38	2.51	0.51
63.00	9.60	6.90	0.37	1.44	0.00	0.65	0.00	0.00	2.71	2.58	0.00	4.00	3.83	2.58	0.00	0.05	0.00	0.00	3.46	3.46	0.00	0.00	0.58	1.73	0.00
64.00	9.60	6.90	1.19	0.19	0.04	0.00	0.00	0.00	0.53	1.44	0.00	4.50	3.52	1.42	0.00	1.35	0.00	0.00	3.45	3.46	0.00	0.00	1.95	3.67	0.85
65.00	9.60	6.90	2.59	2.87	0.00	0.00	0.00	0.00	2.17	4.57	0.00	4.51	1.70	0.00	0.00	0.58	0.00	0.00	1.63	1.78	0.00	0.00	2.06	2.77	1.34
66.00	9.61	6.89	0.28	0.33	0.00	0.00	0.00	0.00	5.10	2.53	0.00	4.50	4.04	1.24	0.00	0.53	0.00	0.00	1.31	1.33	0.00	0.00	1.27	2.73	1.74
67.00	9.60	6.90	2.44	2.19	0.00	0.00	0.00	0.49	2.27	3.80	0.00	2.56	3.52	1.06	0.00	1.37	0.00	0.00	3.44	3.50	0.00	0.00	2.48	2.72	0.05
68.00	9.60	6.90	2.32	0.91	0.00	0.88	0.00	0.00	0.47	4.78	0.00	0.00	1.39	0.47	0.33	0.00	0.00	0.00	3.62	3.62	0.00	0.00	2.70	3.00	0.89
69.00	9.60	6.90	0.68	1.94	0.00	0.00	0.00	0.00	1.48	4.05	0.00	1.22	1.21	1.60	0.75	0.09	0.00	0.00	3.26	3.31	0.00	0.00	2.64	2.97	0.72
70.00	9.61	6.90	3.91	0.00	0.00	0.00	0.00	0.00	0.06	1.65	0.00	1.12	3.44	1.24	0.00	0.59	0.00	0.00	1.20	1.21	0.00	0.00	2.20	0.95	1.07
71.00	9.60	6.90	1.20	0.75	0.00	1.46	0.00	1.86	1.18	0.00	0.00	4.37	3.04	0.00	0.00	0.89	0.54	0.00	2.90	3.03	0.00	0.00	2.72	3.94	1.10
72.00	9.60	6.90	1.65	0.85	0.00	0.99	0.00	0.00	0.98	1.37	0.00	3.63	3.06	2.24	0.00	3.42	0.00	0.00	1.08	3.59	0.00	0.00	2.66	3.00	2.25
73.00	9.60	6.90	4.10	1.26	0.00	0.00	0.00	0.00	3.52	4.24	0.00	4.65	4.51	1.50	0.00	0.78	0.00	0.00	2.71	3.60	0.00	0.00	3.00	3.00	0.00
74.00	9.60	6.90	0.49	3.09	0.00	0.00	0.00	0.00	1.80	1.34	0.00	4.50	4.33	1.57	0.00	1.45	0.00	0.00	2.89	2.92	0.00	0.00	2.34	2.84	0.01
75.00	9.61	6.90	1.52	0.33	0.00	2.67	0.00	0.00	2.43	2.31	0.00	4.39	3.77	0.47	0.00	3.14	0.00	0.00	2.39	3.03	0.00	0.00	2.01	2.91	0.08
76.00	9.60	6.90	3.29	3.32	0.00	0.99	0.00	0.49	1.17	2.80	0.00	3.70	3.52	0.00	0.00	1.00	0.00	0.00	0.00	1.50	0.00	0.00	2.20	2.67	0.46
77.00	9.60	6.90	1.55	3.94	0.00	0.49	0.00	0.00	1.68	2.33	0.00	3.73	3.80	0.00	0.00	0.00	0.00	0.00	0.18	0.16	0.00	0.00	0.27	3.01	0.48
78.00	9.60	6.90	2.47	4.73	0.00	0.00	0.00	0.00	3.94	2.84	0.00	3.96	4.10	0.00	0.00	0.00	0.00	0.00	0.59	0.59	0.00	0.00	3.12	3.01	0.81
79.00	9.60	6.90	3.80	2.83	0.00	0.99	0.00	0.49	2.47	4.40	0.00	2.37	4.49	0.32	0.00	0.02	0.00	0.00	3.29	3.29	0.00	0.00	2.99	2.98	1.17
80.00	9.61	6.90	3.43	0.13	0.00	0.00	0.00	0.00	1.61	0.49	0.00	1.95	3.14	1.72	0.00	0.00	0.00	0.00	3.44	3.45	0.00	0.00	2.61	3.01	0.00
81.00	9.60	6.90	0.49	1.32	0.00	0.00	0.00	1.81	0.55	1.10	0.00	4.50	1.44	0.00	0.00	2.03	0.00	0.00	1.17	1.15	0.00	0.00	1.19	2.99	0.15
82.00	9.60	6.89	2.06	0.19	0.00	0.00	0.00	0.00	1.35	4.53	0.00	2.31	0.95	1.85	0.00	3.66	0.00	0.00	3.21	3.19	0.00	0.00	2.18	2.99	2.08
83.00	9.60	6.90	2.54	1.59	0.00	1.44	0.00	0.00	0.07	3.83	0.00	4.00	3.53	0.99	0.06	1.28	0.00	0.00	0.99	0.85	0.00	0.00	2.83	2.71	2.05
84.00	9.61	6.90	0.99	2.63	0.00	0.00	0.00	0.00	3.44	4.69	0.00	4.06	3.45	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	3.00	2.89	0.38
85.00	9.60	6.90	2.05	2.65	0.00	4.22	0.00	0.00	4.37	4.44	0.00	4.35	4.15	0.89	0.00	0.00	0.00	0.00	0.60	0.65	0.00	0.00	3.00	2.99	0.00
86.00	9.60	6.90	0.04	1.27	0.00	0.00	0.00	0.49	0.73	1.90	0.00	3.45	3.84	3.34	0.11	0.26	0.00	0.00	3.32	3.27	0.00	0.00	2.54	2.68	0.00
87.00	9.60	6.90	2.17	2.99	0.00	0.00	0.00	0.00	4.05	4.82	0.00	4.45	4.45	2.37	0.00	0.84	0.00	0.00	3.56	3.58	0.00	0.00	3.00	2.99	0.00
88.00	9.60	6.90	2.70	2.89	0.00	0.49	0.00	0.00	1.26	3.94	0.00	2.48	4.57	2.94	0.42	1.01	0.00	0.00	2.12	3.29	0.00	0.00	3.00	2.84	0.05
89.00	9.61	6.90	3.17	1.22	0.00	1.54	0.00	5.57	3.79	2.96	0.00	3.04	2.89	0.11	0.00	0.87	0.00	0.00	0.00	3.59	0.00	0.00	2.20	2.11	0.71
90.00	9.60	6.90	0.00	4.09	0.00	0.00	0.00	4.98	3.52	0.18	0.00	4.49	1.47	1.17	0.00	1.04	0.00	0.00	0.00	3.51	0.00	0.00	2.87	2.99	0.00
91.00	9.60	6.90	0.00	1.28	0.00	0.99	0.00	0.00	1.81	3.53	0.00	4.20	3.52	0.91	0.00	0.00	0.00	0.00	1.91	1.24	0.00	0.00	0.84	2.73	1.40
92.00	9.60	6.90	0.22	1.65	0.00	3.06	0.00	0.00	5.15	3.37	0.00	3.42	1.17	1.11	0.21	0.51	0.00	0.00	2.18	3.54	0.00	0.00	2.67	1.22	0.04
93.00	9.61	6.90	1.32	3.19	0.00	0.00	0.00	0.00	4.04	4.80	0.00	4.33	0.51	0.54	0.00	0.00	0.00	0.00	2.30	3.60	0.00	0.00	2.32	3.00	0.00
94.00	9.60	6.90	5.05	2.89	0.00	1.05	0.00	2.41	3.11	4.42	0.00	4.51	2.52	0.00	0.00	0.59	0.00	0.00	0.49	3.60	0.00	0.00	0.00	2.81	0.05
95.00	9.60	6.90	1.26	4.80	0.00	0.49	0.00	0.15	0.67	2.52	0.00	4.49	4.31	0.00	0.00	2.16	0.00	0.00	1.44	3.34	0.00	0.00	1.92	2.78	0.44
96.00	9.60	6.90	1.02	1.88	0.00	0.00	0.00	0.00	1.67	2.44	0.00	4.51	3.26	0.00	1.47	1.34	0.00	0.00	2.67	2.79	0.21	0.00	1.79	1.87	1.34
97.00	9.60	6.90	1.59	1.54	0.00	0.00	0.00	2.34	1.20	4.09	0.00	2.76	2.11	2.46	0.59	2.00	0.00	0.00	1.04	1.05	0.71	0.00	2.77	2.99	0.51
98.00	9.61	6.89	2.51	0.28	0.00	0.49	0.49	0.99	3.53	2.63	0.00	0.45	1.67	0.02	1.24	0.22	0.00	0.00	2.14	2.39	0.00	0.00	2.48	3.01	0.05
99.00	9.60	6.90	2.05	4.73	0.00	0.00	0.00	0.00	3.76	2.12	0.00	0.25	3.49	1.28	0.00	0.78	0.00	0.00	2.60	2.64	0.00	0.00	2.99	2.99	0.31
100.00	9.60	6.90	3.57	3.00	0.44	2.39	0.00	3.21	0.54	1.85	0.39	2.73	4.50	0.00	0.99	3.82	0.00	0.00	0.00	0.21	0.00	0.00	2.98	3.00	0.00
101.00	9.60	6.90	3.96	3.26	0.00	1.21	0.00	1.31	2.85	2.83	0.00	0.00	4.33	1.30	0.00	0.72	0.00	0.00	3.14	3.43	0.00	0.00	2.26	2.71	0.32
102.00	9.60	6.90	2.79	4.63	0.00	0.00	0.00	0.00	2.24	3.13	0.00	2.47	4.47	2.58	0.00	0.00	0.00	0.00	2.86	2.86	0.00	0.00	2.45	2.86	1.10
103.00	9.61	6.90	3.50	3.76	0.00	2.16	0.00	0.00	0.99	3.14	0.00	4.69	3.86	1.10	0.02	2.01	0.00	0.00	3.11	3.54	0.00	0.00	2.99	2.89	0.39
104.00	9.60	6.90	0.00	3.70	0.00	3.98	0.00	0.00	3.77	3.56	0.00	3.11	1.94	1.68	0.00	0.69	0.00	0.00	1.48	2.44	0.00	0.00	1.85	2.78	0.47
105.00	9.60	6.90	0.00	0.00	0.00	3.76	0.00	0.00	4.78	3.11	0.00	0.00	3.89	0.00	0.00	3.91	0.00	0.00	3.43	3.46	0.00	0.00	0.49	2.90	0.00
106.00	9.60	6.90	3.58	3.09	0.00	2.67	0.00	0.00	0.93	4.69	0.00	2.92	0.19	2.06	0.00	1.99	0.00	0.00	2.81	2.80	0.00	0.00	2.96	2.07	0.00
107.00	9.61	6.90	2.27	0.49	0.00	0.00	0.00	0.99	2.33	3.82	0.00	4.26	2.33	2.50	0.00	0.49	0.00	0.00	0.49	3.64	0.00	0.00	2.92	3.01	0.00
108.00	9.60	6.90	0.49	5.37	0.00	0.00	0.00	2.01	2.21	4.79	0.00	4.47	1.90	0.16	0.00	0.02	0.00	0.00	0.00	3.49	0.00	0.00	1.50	2.92	0.00
109.00	9.60	6.90	2.70	1.50	0.00	0.49	0.00	1.64	3.18	2.28	0.00	3.90	2.36	1.99	0.14	1.18	0.00	0.00	0.00	3.10	0.00	0.00	1.75	2.87	0.00
110.00	9.60	6.90	1.26	2.13	0.00	0.00	0.00	1.48	3.73	4.29	0.00	3.62	4.05	1.41	0.00	0.00	0.00	0.00	0.00	3.56	0.00	0.00	2.99	2.67	0.02
111.00	9.60	6.90	1.74	0.37	0.00	1.32	0.00	4.86	3.43	4.57	0.00	4.49	4.47	2.23	0.00	0.00	0.00	0.00	0.00	3.60	0.00	0.00	2.44	2.99	0.01
112.00	9.61	6.90	3.56	0.75	0.00	0.99	0.00	0.00	1.75	3.77	0.00	3.79	4.02	0.49	0.00	2.05	0.00	0.00	2.59	3.07	0.00	0.00	0.85	1.78	0.00
113.00	9.60	6.90	5.63	1.63	0.00	1.95	0.00	0.00	3.10	0.89	0.00	4.50	4.39	2.13	0.00	0.05	0.00	0.00	0.80	3.60	0.00	0.00	2.59	4.12	0.22
114.00	9.60	6.89	4.64	5.44	0.00	0.00	0.00	0.00	1.27	0.82	0.00	4.36	4.12	0.61	0.00	0.05	0.00	0.00	1.85	2.97	0.00	0.00	1.97	3.00	0.00
115.00	9.60	6.90	3.94	0.00	0.00	3.89	0.00	0.99	0.81	1.45	0.00	3.63	4.02	0.00	0.00	1.01	0.00	0.00	2.40	3.58	0.00	0.00	3.07	2.77	0.00
116.00	9.61	6.90	0.92	2.57	0.00	0.00	0.00	0.49	4.43	1.74	0.00	1.28	4.35	2.43	0.00	0.14	0.00	0.00	0.00	2.26	0.00	0.00	2.01	1.38	0.00
117.00	9.60	6.90	1.77	2.17	0.00	0.00	0.00	0.00	2.92	4.06	0.00	4.51	3.00	0.26	0.00	2.31	0.00	0.00	1.48	3.10	0.00	0.00	2.92	3.00	0.78
118.00	9.60	6.90	0.68	1.85	0.00	0.49	0.00	0.00	2.25	2.17	0.00	4.50	3.44	0.00	0.00	2.73	0.00	0.00	0.00	2.39	0.00	0.00	2.99	2.56	0.42
119.00	9.60	6.90	2.73	1.95	0.00	0.00	0.00	1.67	3.17	1.05	0.00	4.06	2.83	2.96	0.00	1.20	0.00	0.00	1.86	1.90	0.00	0.00	2.89	2.81	0.49
10.2.1.2	9.78	8.53
10.2.1.3	7.03	8.30
10.1.1.3	2.16	73891.63
10.1.1.4	1.82	119769.33
10.1.1.5	0.06	950181.79
10.1.1.6	1.16	271274.99
10.1.1.7	0.13	385308.47
10.1.1.8	0.99	319692.88
10.1.1.9	2.38	81577.53
10.1.1.10	2.96	59526.40
10.1.1.11	0.08	636817.41
10.1.1.12	3.35	27311.05
10.1.1.13	2.98	63973.56
10.1.1.14	0.93	249654.31
10.1.1.15	0.28	484965.21
10.1.1.16	0.83	163263.54
10.1.1.17	0.13	476487.48
10.1.1.18	0.03	417052.15
10.1.1.19	1.84	103385.78
10.1.1.20	2.66	13195.14
10.1.1.21	0.16	205377.90
10.1.1.22	0.09	525264.44
10.1.1.23	2.22	23829.19
10.1.1.24	2.67	22601.06
10.1.1.25	0.41	220033.41
