Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.928s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	7.47	7.17	6.88	2.24	2.07	1.53	2.79	0.00	2.80	3.57	0.05	3.47	0.13	0.75	1.38	1.86	0.42
3.00	7.50	7.20	6.90	5.65	5.26	1.26	0.02	1.75	4.77	3.26	4.92	0.28	2.60	2.61	0.01	2.24	0.99
4.00	7.50	7.21	6.90	3.44	4.45	3.91	2.85	1.05	4.60	3.19	5.03	1.45	3.45	1.37	2.98	1.33	0.49
5.00	7.50	7.20	6.90	0.73	6.01	1.87	4.90	1.27	3.72	3.91	5.08	4.42	3.07	0.14	0.34	1.97	0.21
6.00	7.50	7.21	6.90	2.60	5.62	2.67	5.69	2.96	5.18	5.41	4.88	4.50	0.00	0.20	0.04	2.57	0.92
7.00	7.50	7.20	6.90	2.72	2.51	3.52	2.37	0.45	5.26	5.32	2.50	4.36	0.00	1.92	0.00	3.00	1.53
8.00	7.50	7.20	6.90	5.26	4.42	1.04	0.00	3.72	4.12	3.78	3.83	3.05	0.99	1.13	1.08	3.00	0.00
9.00	7.50	7.21	6.90	6.83	5.91	4.15	6.58	2.85	4.33	4.27	0.79	4.50	0.72	0.00	0.00	2.99	0.35
10.00	7.49	7.20	6.90	2.87	5.99	0.26	5.70	0.15	5.36	4.02	5.41	4.12	3.11	0.59	0.37	2.98	0.08
11.00	7.50	7.21	6.90	1.45	5.86	2.85	5.70	0.26	5.26	5.41	5.19	4.49	3.91	1.54	0.00	2.99	0.00
12.00	7.50	7.20	6.90	2.31	5.09	5.59	5.71	1.01	3.96	3.77	5.44	4.51	3.90	1.88	1.70	2.98	0.19
13.00	7.50	7.20	6.90	6.48	5.84	3.57	5.51	0.00	5.22	4.64	5.13	4.38	3.53	0.00	0.65	2.84	0.91
