Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.199s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	9.60	0.00	1.26	1.98	4.86	0.00	1.15	0.00	1.94	1.00	0.00	1.81	0.00	0.00	0.16	1.13	0.00
3.00	9.60	0.00	1.20	1.61	0.00	0.00	3.16	0.44	3.42	0.00	3.70	1.95	0.39	3.01	1.51	1.06	0.31
4.00	9.60	0.00	4.75	4.93	0.27	5.38	0.04	2.13	1.04	0.09	4.86	2.73	0.08	3.23	3.51	2.27	0.00
5.00	9.60	0.00	0.53	0.49	5.50	0.47	0.99	1.05	1.38	0.22	4.55	0.34	0.00	3.71	1.25	0.00	0.21
6.00	9.61	0.00	1.50	0.66	2.37	2.11	0.67	2.72	5.10	2.58	4.70	0.24	0.00	3.25	1.94	0.00	0.00
7.00	9.60	0.00	3.58	2.73	2.89	2.03	0.55	1.71	1.37	2.14	5.42	0.00	0.00	4.22	1.17	0.00	0.00
8.00	9.60	0.00	4.78	5.97	5.70	0.78	3.90	0.37	1.79	4.70	5.17	0.61	0.00	1.80	1.48	0.00	0.45
9.00	9.60	0.00	6.59	3.66	4.52	1.14	2.93	0.00	4.83	3.25	5.05	0.82	0.00	2.30	1.01	0.00	0.61
10.00	9.60	0.00	6.12	2.03	5.72	1.73	0.59	2.71	3.85	2.81	4.64	1.06	0.00	1.58	1.04	0.00	0.64
11.00	9.61	0.00	2.39	2.84	1.58	2.43	0.15	3.37	1.18	0.58	4.71	1.97	0.00	0.64	2.45	0.27	1.45
12.00	9.60	0.00	0.01	6.58	0.00	1.00	0.48	4.82	0.99	0.51	5.39	3.00	0.00	0.92	3.49	1.11	2.25
13.00	9.60	0.00	1.67	6.62	1.07	2.34	2.21	3.07	1.65	3.46	2.12	1.15	0.00	2.13	2.50	0.47	0.48
14.00	9.60	0.00	1.20	4.58	4.22	2.17	1.63	1.65	2.11	4.22	5.85	1.34	0.00	2.38	0.89	0.00	0.00
15.00	9.61	0.00	1.27	0.49	6.30	6.78	1.66	4.33	0.77	5.39	5.39	0.00	0.00	4.80	3.04	0.57	0.00
16.00	9.60	0.00	2.44	6.65	6.09	1.84	2.78	2.26	5.31	3.57	5.24	0.20	0.00	3.90	2.72	0.88	0.00
17.00	9.60	0.00	5.75	1.54	5.10	4.83	1.24	1.48	0.32	0.69	4.30	0.68	0.00	3.40	3.03	1.71	0.49
