Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (5.334s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	9.86	6.58	5.97	2.23	2.20	0.80	2.58	0.00	1.18	0.00	3.47	0.00	2.64	0.00	0.60	0.92	1.45	0.37	0.14	2.23	0.05	0.88
3.00	9.90	6.59	6.01	1.68	4.02	0.72	1.20	2.61	2.33	0.85	3.13	0.00	1.26	3.44	0.02	0.58	1.45	0.77	0.26	1.19	0.99	2.10
4.00	9.90	6.61	5.99	2.07	1.48	0.00	2.78	3.52	3.56	1.54	1.50	1.64	3.69	4.06	0.21	1.37	0.67	0.07	0.00	2.45	0.57	0.71
5.00	9.89	6.59	6.01	0.00	4.82	2.81	3.29	0.49	1.28	1.48	1.21	3.06	4.29	3.14	1.78	0.22	0.13	2.40	1.27	2.08	1.48	1.90
6.00	9.90	6.61	5.99	4.84	5.71	1.30	4.30	3.25	2.57	0.92	0.71	1.31	2.50	3.91	2.51	1.22	3.60	3.63	0.75	1.46	0.00	2.04
7.00	9.90	6.59	6.01	5.72	5.69	0.00	5.42	3.50	4.76	0.00	0.00	0.00	4.50	4.50	0.00	2.12	3.18	3.60	1.01	2.77	1.92	3.00
8.00	9.89	6.61	5.99	2.80	2.70	3.10	4.45	3.17	1.40	2.32	3.53	1.19	4.50	1.68	0.20	0.00	3.01	0.12	0.00	0.38	0.27	2.73
9.00	9.90	6.59	6.01	0.62	5.37	1.50	3.97	3.82	3.04	4.44	2.91	1.22	4.50	2.40	0.00	0.61	3.53	0.00	0.53	0.68	2.84	2.31
10.00	9.90	6.61	5.99	2.11	4.66	0.00	5.61	2.24	4.75	1.11	3.79	2.04	4.50	4.19	0.64	1.00	0.65	2.45	0.00	3.31	2.80	0.35
11.00	9.89	6.59	6.01	5.08	5.51	0.00	3.90	5.10	4.06	2.52	3.47	0.58	4.03	3.69	1.26	1.34	0.51	2.65	0.24	2.45	1.07	3.27
12.00	9.90	6.61	5.99	0.00	0.32	1.02	4.31	3.26	0.33	4.79	4.72	2.61	1.88	3.72	1.07	1.72	3.60	3.89	0.04	2.36	1.64	3.00
13.00	9.90	6.59	6.01	6.62	1.54	0.00	4.52	0.57	0.97	4.65	4.59	1.99	4.46	1.13	0.69	1.85	1.65	1.47	1.88	0.49	0.26	2.99
14.00	9.90	6.61	5.99	0.52	0.00	2.74	4.70	5.50	3.92	4.51	4.16	4.07	4.53	3.45	0.00	1.47	0.00	0.20	0.60	2.56	2.61	2.76
15.00	9.89	6.59	6.01	0.00	2.38	2.36	1.39	0.65	2.04	4.59	4.32	3.21	4.47	4.50	0.16	2.43	3.16	2.17	0.00	3.00	3.00	2.27
16.00	9.90	6.59	5.99	2.01	0.00	0.98	4.46	0.00	3.66	2.50	3.07	3.32	3.03	4.50	0.55	1.65	3.54	0.94	0.00	3.20	1.60	2.59
