Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.576s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	9.60	6.84	6.29	0.00	2.74	0.60	0.00	0.00	2.14	0.16	0.00	0.24	0.68	1.60	0.00	0.25	0.00	0.98	0.08	1.74	0.00	0.79
3.00	9.60	6.90	6.30	3.38	2.59	1.83	1.52	0.00	3.18	3.06	3.30	0.00	2.68	0.49	2.07	0.19	0.00	2.36	0.69	0.00	2.00	1.94
4.00	9.60	6.90	6.30	1.94	0.68	2.59	3.64	0.00	2.85	2.24	0.00	0.45	3.04	0.00	4.03	0.00	1.30	2.25	2.98	2.48	2.58	2.01
5.00	9.60	6.90	6.30	1.94	1.01	2.96	3.47	0.65	4.12	1.19	0.00	3.51	2.13	0.80	3.90	1.32	0.00	1.71	2.40	2.67	2.08	2.28
6.00	9.61	6.90	6.30	0.99	0.48	1.48	2.45	1.30	0.00	4.69	0.00	0.75	4.20	4.09	3.90	0.02	0.31	3.00	2.04	3.00	2.70	1.50
7.00	9.60	6.90	6.30	0.00	1.50	4.73	3.76	0.00	2.58	2.17	1.34	0.00	4.19	3.96	3.90	2.26	0.64	2.87	0.37	3.00	2.66	2.23
8.00	9.60	6.90	6.30	0.00	0.15	5.70	1.24	0.00	2.92	5.15	0.00	2.76	3.62	0.07	3.73	0.07	0.00	3.00	0.00	2.91	2.70	0.81
9.00	9.60	6.90	6.30	5.24	0.00	4.60	5.15	0.00	4.95	4.02	1.70	0.12	1.90	0.38	3.91	0.24	1.70	2.98	0.53	2.99	2.63	1.40
10.00	9.60	6.90	6.30	0.85	0.00	3.47	0.00	1.20	5.41	1.14	4.82	0.00	4.20	4.19	3.90	1.27	0.54	2.41	0.66	0.58	2.60	1.52
11.00	9.61	6.90	6.30	0.16	4.47	5.55	0.00	0.00	5.06	0.34	0.28	0.99	4.20	0.14	3.04	1.20	0.00	3.00	0.00	1.58	1.54	0.04
12.00	9.60	6.90	6.30	0.00	5.59	5.70	3.44	0.45	5.39	4.46	0.00	0.00	4.18	0.27	3.90	0.00	0.00	2.98	0.00	2.99	2.70	1.95
13.00	9.60	6.90	6.30	0.00	5.15	2.87	3.62	0.45	5.41	4.71	0.00	0.92	4.09	1.68	3.90	2.23	0.00	2.83	0.00	2.86	2.70	2.57
14.00	9.60	6.90	6.30	0.09	4.75	0.00	0.26	0.00	5.33	3.11	4.05	0.05	3.74	4.20	3.91	1.71	0.00	2.54	0.62	2.99	1.97	1.50
15.00	9.61	6.90	6.30	0.60	1.92	6.56	3.51	0.00	5.38	4.56	4.79	0.00	0.11	4.19	3.89	1.47	0.49	2.91	0.00	2.99	1.02	2.58
16.00	9.60	6.90	6.30	0.00	0.00	2.76	1.21	0.18	5.42	1.44	4.80	0.13	1.77	3.98	3.91	0.54	0.00	2.78	0.00	3.01	1.04	2.70
17.00	9.60	6.89	6.30	0.00	0.49	0.98	3.67	0.00	1.46	0.00	4.80	0.49	1.78	2.94	3.01	0.48	0.00	1.39	0.00	2.66	0.39	1.72
18.00	9.60	6.90	6.30	6.09	3.66	0.58	0.00	0.00	5.23	0.49	0.62	0.49	3.31	3.66	3.90	1.85	0.00	2.57	0.00	2.99	1.34	2.59
19.00	9.60	6.90	6.30	0.98	0.00	2.06	0.00	2.80	5.16	0.00	0.00	1.27	3.25	4.19	3.91	0.53	0.00	2.65	0.00	3.00	2.78	2.70
20.00	9.61	6.90	6.30	1.87	0.00	4.22	1.48	0.01	3.39	2.98	2.78	0.49	3.18	2.12	3.90	0.05	0.00	2.27	1.80	3.00	2.05	2.48
21.00	9.60	6.90	6.30	1.55	4.89	5.68	1.53	2.28	2.18	0.99	1.04	0.00	2.68	4.19	3.67	1.65	0.00	2.64	2.99	2.98	1.67	2.70
22.00	9.60	6.90	6.30	1.48	0.00	3.59	0.49	0.00	4.97	4.33	0.00	0.00	4.25	4.00	4.12	0.01	0.53	3.04	0.84	3.01	2.70	2.64
23.00	9.60	6.90	6.30	0.00	0.00	3.54	0.49	2.84	5.41	0.65	0.49	2.61	4.20	4.18	3.90	0.00	1.58	2.98	0.00	3.00	2.58	1.25
