Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.611s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	7.47	7.20	6.29	4.30	2.12	2.12	0.00	0.00	2.43	2.03	0.12	0.00	2.24	2.98	2.10	1.10	0.19	0.37	0.13	0.00	0.00	0.00
3.00	7.50	7.20	6.30	0.55	0.49	0.08	0.00	0.00	2.64	2.73	0.00	0.00	0.01	2.53	4.18	1.70	0.00	0.00	0.77	0.00	0.95	0.81
4.00	7.50	7.21	6.30	6.18	1.67	1.05	0.54	0.68	1.70	5.00	1.61	0.09	5.19	3.93	4.19	0.80	1.12	0.41	2.23	0.85	0.00	1.72
5.00	7.50	7.20	6.30	4.77	4.18	2.20	0.02	0.00	5.72	2.51	1.45	0.09	3.84	3.77	3.06	2.67	2.89	1.45	0.14	0.04	0.00	2.07
6.00	7.50	7.21	6.30	1.74	3.84	2.37	0.00	1.14	5.11	4.68	3.84	0.31	3.71	2.27	3.32	1.55	0.80	0.80	2.10	1.44	0.00	1.75
7.00	7.50	7.20	6.30	5.72	1.48	1.25	0.48	0.35	4.91	5.10	1.85	2.27	4.80	3.39	4.19	3.23	3.07	0.00	0.60	0.25	0.00	2.10
8.00	7.50	7.20	6.30	4.57	3.63	3.66	1.21	0.01	5.11	4.24	3.57	0.00	2.23	3.50	1.33	0.14	3.52	1.34	1.04	0.00	0.00	2.11
9.00	7.50	7.21	6.30	5.75	0.45	1.47	0.06	1.37	4.83	5.10	0.86	1.86	4.65	1.75	3.85	4.85	2.93	0.00	1.38	0.20	1.32	2.10
10.00	7.49	7.20	6.30	5.99	0.00	1.17	0.11	0.00	5.10	5.10	2.51	0.99	4.80	0.00	4.19	1.65	3.90	2.71	0.00	0.12	2.87	2.10
11.00	7.50	7.21	6.30	4.27	4.17	4.02	1.97	1.77	5.06	2.18	2.33	0.49	4.45	0.00	4.20	1.40	3.90	0.33	1.91	0.00	0.06	2.08
12.00	7.50	7.20	6.30	5.69	5.99	1.94	4.92	0.05	5.10	0.80	1.26	0.00	4.80	5.13	4.20	3.23	3.63	1.85	0.00	1.81	0.00	2.05
13.00	7.50	7.20	6.30	5.25	1.35	3.74	0.46	0.00	5.08	4.45	0.69	0.00	4.79	3.29	4.19	2.10	3.62	2.96	1.79	2.43	0.00	2.08
14.00	7.50	7.21	6.30	6.42	6.04	4.42	1.00	0.00	2.17	0.26	4.45	0.00	4.64	0.66	4.20	0.00	3.91	0.58	1.68	0.00	0.00	2.12
15.00	7.50	7.20	6.30	6.01	5.99	5.63	1.64	0.00	2.83	0.00	5.09	0.00	4.80	0.00	4.20	0.00	3.90	0.00	0.00	0.00	0.00	2.10
16.00	7.50	7.21	6.30	5.99	5.52	5.31	0.49	0.00	5.10	4.64	2.77	0.00	1.75	2.63	4.19	0.00	3.89	1.19	0.00	0.00	0.00	2.10
17.00	7.50	7.20	6.30	5.85	5.68	2.64	0.00	0.00	5.10	5.02	4.50	0.00	5.15	2.84	4.20	0.00	3.79	2.41	0.00	0.51	0.00	2.10
