Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.518s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	8.08	6.89	6.58	0.00	3.87	0.48	0.45	0.00	0.00	0.48	0.08	0.00	0.00	1.22	0.61	0.29	1.15	0.00	1.26	0.00
3.00	8.10	6.90	6.59	4.29	3.58	0.88	3.92	2.85	4.39	0.00	1.74	0.05	0.39	4.39	1.31	0.05	3.59	1.27	1.92	1.59
4.00	8.10	6.90	6.61	1.78	4.70	5.16	1.71	5.61	4.09	0.94	0.06	2.93	2.76	0.81	1.52	1.06	0.65	3.16	0.93	1.70
5.00	8.10	6.90	6.59	1.84	1.63	1.97	0.99	1.51	4.64	0.38	0.00	4.65	0.38	4.35	2.10	0.27	0.37	2.10	2.36	2.07
6.00	8.10	6.90	6.61	5.03	6.62	0.49	0.00	6.02	2.37	0.99	0.49	4.50	1.08	4.33	1.05	0.38	3.87	3.29	1.87	2.13
7.00	8.10	6.90	6.59	6.50	6.61	3.45	0.15	6.02	4.13	0.40	0.99	4.50	0.18	1.44	1.81	0.00	1.34	0.14	0.21	2.10
8.00	8.09	6.90	6.61	6.35	6.22	6.25	0.00	5.99	6.01	0.00	0.00	4.50	1.44	0.00	0.54	0.00	4.36	2.34	0.00	2.11
9.00	8.10	6.90	6.59	6.59	6.59	0.79	0.00	5.99	5.99	5.71	0.49	4.50	0.00	0.00	0.67	0.00	0.00	3.60	1.27	2.08
10.00	8.10	6.90	6.61	6.21	6.38	1.88	1.99	2.71	4.66	1.32	1.48	4.32	1.66	1.65	2.36	0.06	2.36	2.74	0.12	2.06
11.00	8.10	6.90	6.59	5.03	4.05	4.43	1.25	6.02	5.56	0.49	0.99	4.56	0.07	3.32	3.01	0.94	2.28	2.64	0.00	1.98
