Waf: Entering directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg/Desktop/Jiaming/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (6.171s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 120.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	8.09	6.88	0.05	2.32	3.78	0.00	0.05	3.43	0.65	0.00	0.00	2.17	2.45	1.05	0.65	0.57	1.39	2.41	1.10	0.28
3.00	8.10	6.90	0.01	2.31	3.65	0.04	1.42	2.44	1.77	0.98	0.02	2.40	0.58	3.09	0.04	0.11	1.48	2.63	0.59	1.67
4.00	8.10	6.90	0.11	3.19	2.66	0.40	2.74	0.49	0.13	2.63	0.61	3.52	1.60	2.27	1.37	0.58	3.72	1.05	1.25	1.51
5.00	8.10	6.90	0.61	5.45	4.65	0.02	2.39	3.52	1.54	0.00	0.00	3.31	1.26	0.98	3.37	0.80	3.38	3.46	2.01	1.83
6.00	8.10	6.90	0.00	2.66	3.23	0.49	1.30	1.95	1.37	0.99	0.57	4.52	1.71	1.88	0.46	1.33	3.89	3.60	2.11	1.98
7.00	8.10	6.90	0.01	2.10	0.92	0.49	2.51	0.04	2.68	6.32	0.14	4.20	0.19	3.77	1.26	0.39	3.91	3.60	2.10	2.10
8.00	8.09	6.90	1.51	2.90	3.49	0.49	6.29	2.45	0.82	3.49	1.58	2.63	1.46	2.60	1.92	1.04	2.50	2.32	2.10	1.61
9.00	8.10	6.90	0.00	1.67	2.53	0.00	2.71	1.22	0.00	0.00	0.37	4.06	0.44	1.73	0.16	0.00	3.19	1.20	2.08	1.79
10.00	8.10	6.90	0.00	4.53	5.10	0.00	3.11	2.45	0.49	0.00	0.00	4.52	0.00	0.00	0.52	2.71	2.36	3.96	2.10	2.10
11.00	8.10	6.90	0.00	1.61	2.81	0.00	0.13	1.11	0.00	0.75	2.50	4.49	2.32	3.36	2.13	0.92	2.43	1.86	2.11	1.63
12.00	8.10	6.90	0.99	2.64	5.76	1.06	2.07	4.51	1.45	4.16	0.97	4.43	0.92	1.22	0.99	1.05	3.91	0.00	2.10	2.04
13.00	8.10	6.90	0.00	6.61	0.80	0.49	0.00	5.89	0.49	4.18	0.27	3.36	0.26	5.25	0.54	2.05	3.91	3.11	2.03	1.74
14.00	8.09	6.90	0.04	1.64	3.63	0.00	4.92	1.04	2.25	0.99	2.51	1.17	2.38	3.30	0.14	0.15	1.60	3.17	2.11	2.11
15.00	8.10	6.90	0.53	3.38	2.87	3.31	4.33	2.00	3.53	0.00	0.00	0.00	0.24	4.50	1.18	0.51	1.34	3.60	2.07	2.10
